"year_num","train_r2","test_r2"
7,0.328615567908909,0.345488149670222
8,0.367195101888393,0.385969570297192
9,0.433699108421303,0.398457068299554
10,0.42604119612481,0.375044714253266
11,0.42604119612481,0.418435965550447
