"","player_id","war7","war8","war9","war10","war11","predwar7","predwar8","predwar9","predwar10","predwar11"
"1807","osunaal01",0.2,-1,-1,-1,-1,-1.16454413892909,-0.0996592844974446,-1.36476578411405,-1.31202046035806,-1.28730158730159
"1813","parrist01",0.8,0.2,-0.3,-1,-1,1.08797953964194,0.512698412698413,0.14,-0.868156424581006,-1.2984126984127
"1821","pavanca01",5.3,0.4,-1,0,0,2.06159420289855,5.17006451612903,0.235455861070912,-1.29965928449744,-0.364765784114053
"1835","penaal01",1.2,1.7,1.8,0.8,2.7,-0.338405797101449,1.07006451612903,1.53545586107091,1.50034071550256,0.435234215885947
"1850","pennybr01",3,6,-1.1,1.7,0.7,2.16159420289855,2.87006451612903,5.83545586107091,-1.39965928449744,1.33523421588595
"1864","percitr01",1.9,2.4,0.6,1.1,-0.4,0.000340715502555378,1.53523421588595,2.08797953964194,0.312698412698413,1.04
"1878","perezol01",1.7,-1.2,-1.2,-1,0.9,1.67866354044549,1.67677119628339,-1.43840579710145,-1.32993548387097,-1.16454413892909
"1893","perezra01",0.1,-1,-1,-1,-1,0.635455861070912,-0.199659284497445,-1.36476578411405,-1.31202046035806,-1.28730158730159
"1900","perezyo01",-0.3,0.6,0.5,-0.3,-1,-0.429935483870968,-0.464544138929088,0.300340715502555,0.135234215885947,-0.612020460358056
"1909","petityu01",0,0.5,0.9,0.4,0.1,-1.02322880371661,-0.238405797101449,0.370064516129032,0.735455861070912,0.100340715502555
"1919","petkoma01",-1.2,-0.3,1.4,0.9,-0.9,1.00034071550256,-1.56476578411405,-0.612020460358056,1.11269841269841,0.84
"1928","petryda01",4.1,-1.1,-1.6,1.1,-0.7,3.37866354044549,4.07677119628339,-1.33840579710145,-1.72993548387097,0.935455861070912
"1941","pricejo02",-0.8,0.8,-0.8,0.2,0.4,-0.129935483870968,-0.964544138929088,0.500340715502555,-1.16476578411405,-0.112020460358056
"1952","proctsc01",-0.1,-1.4,-1,-1,-1,-1.31202046035806,-0.387301587301587,-1.46,-1.56815642458101,-1.2984126984127
"1959","pulsibi01",-0.3,-1,-1,-1,-0.1,-0.423228803716609,-0.538405797101449,-1.12993548387097,-1.16454413892909,-1.29965928449744
"1965","quallch01",-2.9,0.2,-0.7,1.8,0.5,0.400340715502555,-3.26476578411405,-0.112020460358056,-0.987301587301587,1.74
"1979","quiseda01",4.3,1.7,1.7,-0.4,0.9,2.93523421588595,3.98797953964194,1.41269841269841,1.64,-0.968156424581006
"1991","radinsc01",1.2,1.4,1.7,0,0,-0.238405797101449,1.07006451612903,1.23545586107091,1.40034071550256,-0.364765784114053
"2002","rasmude01",0.8,0,0.1,1.6,-0.5,1.93545586107091,0.500340715502555,-0.364765784114053,-0.212020460358056,1.31269841269841
"2014","reardje01",1.1,0.1,0.7,2.4,1.1,0.770064516129032,0.935455861070912,-0.199659284497445,0.335234215885947,2.08797953964194
"2030","redfepe01",-2.2,-1,-1,-1,-1,2.07677119628339,-2.43840579710145,-1.12993548387097,-1.16454413892909,-1.29965928449744
"2037","redmama01",0.7,0.1,-0.7,-0.8,-1,1.50034071550256,0.335234215885947,-0.212020460358056,-0.987301587301587,-0.86
"2047","remlimi01",1.6,0.6,2.4,1.4,1.7,-0.299659284497445,1.23523421588595,0.287979539641944,2.11269841269841,1.34
