"year_num","train_r2","test_r2"
7,0.241012159140688,0.204773320343819
8,0.229236451944079,0.135603756076133
9,0.220288803763986,0.194657299025979
10,0.216689363964821,0.272955063650359
11,0.221294097267985,0.32579037447823
