"year_num","train_r2","test_r2"
7,0.241012159140688,0.219567659236472
8,0.229236451944079,0.161783332213773
9,0.220288803763986,0.240955012438902
10,0.216689363964821,0.326812275608499
11,0.221294097267985,0.371959471134054
