preds0	preds1	preds2	preds3	preds4		Year0		ID	1	2	3	4	5	6	7	8	9	10
3.2084220863	1.6230775476	3.6273159831	2.4637449566	2.533708249		2005		zimmery01	1.9	3.9	3.7	0.4	0.7	-1.1	2.7	0	0	0
0.5422972805	0.564437402	0.2913400752	0.183123392	-0.0635461342		1993		oleartr01	3.1	1.1	-0.6	-0.2	-0.6	0	0	0	0	0
0.5347767806	-0.011183593	0.5841166293	-0.0174108027	0.1706566803		2005		jacksco01	0.1	0	0	0	0	0	0	0	0	0
0.7499373557	0.9733347198	0.6387384297	0.1711060179	0.015452759		1997		milleda02	0.3	1.4	0.7	0.9	-0.1	0	0	0	0	0
-0.157510913	-0.1960985676	-0.2209084993	-0.0939823064	-0.0646800357		1976		newmaje01	-1.1	-0.3	-0.3	0	0	0	0	0	0	0
-0.1925508301	-0.0793169018	0.1715777037	-0.0259229314	-0.0630761131		2005		rodrilu01	0.2	0	0	0	0	0	0	0	0	0
5.2046021241	3.6927627421	5.5191304621	5.0691679963	4.3506526169		1988		biggicr01	4.6	6.3	5.5	9.4	6.5	5.1	1.4	3.2	0.4	2.5
-0.0774690613	-0.154410357	0.0210346264	-0.110572516	-0.0597002575		2000		rivaslu01	0	-0.1	-0.6	0	0	0	0	0	0	0
0.1135127213	0.4819883579	0.7269951292	0.310423539	0.1595818013		1993		gilbe01	0	0.6	1.4	0.9	-0.7	0	0	0	0	0
11.2679646048	10.0142198321	11.2292413985	9.7398182442	11.8264248273		1986		bondsba01	9	9.9	6.2	7.5	9.6	8.2	8.1	3.8	7.7	11.9
-0.129024046	1.6111960734	0.9981347282	0.3496920835	-0.0728257471		1985		colemvi01	1	0.8	0.2	-1.6	0.3	-0.2	-0.3	0	0	0
-0.0316536628	-0.1679598346	-0.1311674597	-0.0901119045	-0.062138898		1987		larkige01	-0.2	0	0	0	0	0	0	0	0	0
5.6322349929	5.4240976072	6.265911998	5.5585509347	5.0171080969		1993		ramirma02	7.3	4.8	5.2	6	5.4	4.1	4.4	4.5	1.1	6
1.3046743531	1.3793403357	0.5322660905	0.0826881714	0.6424620221		1993		beckeri01	1.4	0.8	0	0	0	0	0	0	0	0
-0.2163204361	-0.0860350273	0.0352022705	-0.09595215	-0.0624331254		2004		treanma01	-0.4	0.4	-0.4	0	0	0	0	0	0	0
-0.1274665199	-0.2886396226	-0.1640934556	-0.2868323682	-0.0656067751		2007		duncash01	-0.3	0	0	0	0	0	0	0	0	0
-0.2424648775	-0.276915759	-0.4650473195	-0.0988157719	-0.0598288669		1997		ordazlu01	0	0	0	-0.1	0	0	0	0	0	0
2.4738268838	2.2147521665	1.8696987029	1.6024390135	2.1842259019		1979		thondi01	0.9	1.2	0.2	2.1	2.2	1.6	0.9	1.4	0.2	0
3.10191254	3.097799692	3.6027300311	1.9118509526	1.1918662049		1985		galaran01	-0.8	-0.3	3.5	2	1.1	4.2	3.8	5	0	1.1
0.5637950202	0.5268967268	0.4701970848	0.3638329293	0.5659682038		2006		casilal01	2	0.6	-0.2	0	0	0	0	0	0	0
0.350190001	0.8627111109	0.6923009988	-0.2063395591	-0.0683714965		1993		lansimi01	0	-1.4	0.1	0	0	0	0	0	0	0
0.1232572627	-0.2672592449	-0.3508311626	-0.0720384252	-0.0670210181		2004		hawpebr01	-0.4	-0.4	0	-0.3	0	0	0	0	0	0
0.6813080136	-0.0439396381	1.2877509184	0.227088224	0.7806050488		1994		gonzaal01	0.7	1.9	0.1	1.1	-0.9	1.6	-0.5	0	0	0
0.9181816019	0.7649464682	0.7560726671	0.5920291469	-0.0400567476		1982		brockgr01	0.5	0.8	0.4	0.6	0	0	0	0	0	0
0.2785424446	0.3937490022	0.3289369444	-0.1094207866	-0.0613108894		1986		jamesch02	-0.1	1.7	1.2	0.3	0	0	0	0	0	0
1.1136808575	1.1932623246	1.1673614798	0.2810567838	-0.0325743033		2000		patteco01	4.2	1.7	-0.1	-0.3	1.3	-0.9	0	0	0	0
1.4449101695	0.0514064646	0.6640026949	0.8547568424	0.7858639867		1974		roberle01	1.3	1.1	-1	0.5	0.1	0	0	0	0	0
5.05908037	5.3087450515	4.3361377541	3.5815563218	3.2074609036		2006		kinslia01	2.4	5	5.7	6	6.1	2.1	0	0	0	0
1.8686486237	1.5119094324	0.9867227076	0.9471680817	0.5414043065		1992		wilsoda01	0.5	0	0.4	2.1	1.6	0.2	0.1	-0.3	0	0
-0.2040984045	0.323702187	0.04599324	0.1382845793	-0.0620472681		1993		tarasto01	-0.5	0	0	0.7	0	0	0	0	0	0
2.4889396116	2.2292015721	0.1474240777	0.8795001635	0.355298823		1979		wardga01	1.1	2.8	-0.1	-0.7	0	-0.7	0	0	0	0
3.6967807939	3.5787537175	4.2813374951	2.6277233144	2.5624444865		1970		conceda01	4.4	2.8	3.7	4.9	1.7	3.7	3.7	0.6	-1.2	0.1
0.969970086	0.9802711779	1.5538725945	0.6315028107	0.8032993256		1972		ortajo01	1.2	0.6	2.6	0.1	-0.1	-0.5	1.7	-0.3	0.2	-0.3
1.0443334921	1.0534215854	0.5489325889	0.355291781	0.0176135338		1992		nilssda01	0.7	2.6	0	0	0	0	0	0	0	0
-0.4575769386	-0.6370710659	-0.6006966591	-0.2761383543	-0.0624006069		1973		friaspe01	-0.9	-1.8	-0.2	0	0	0	0	0	0	0
2.1885728664	0.8411672666	2.2682714293	1.3501465326	1.3135744358		2003		dejesda01	2.2	1.9	1.2	1.6	1.5	0.7	-0.1	0	0	0
0.0921540203	0.2727328788	0.2063209044	0.1031699973	-0.0612567977		1991		howarda02	0.1	-0.1	-0.3	0	0	0	0	0	0	0
-0.0378078426	0.7044397398	0.3954313265	0.197405528	0.4431531823		1983		kommibr01	1.5	0.7	-0.3	0	0	0	0	0	0	0
1.0513917191	0.4274205236	0.4662264261	0.24224589	-0.0626897639		1970		stantle01	-1.6	3	-1.4	0	0	0	0	0	0	0
3.7464543615	3.6177579823	3.4408746676	2.7289231047	2.5301280675		1998		chaveer01	5.5	4.8	2.8	2.1	0.2	-0.5	-0.2	0.4	1.6	0.1
0.6815929965	0.6116998816	0.4493268057	-0.0935979296	0.0487536488		1999		davanje02	0.6	0.8	-0.3	0	0	0	0	0	0	0
1.8808522691	0.2713296586	-0.0235143397	0.8282148224	0.5794348638		1998		mientdo01	-0.5	1.1	2.2	1.4	1.2	0	0	0	0	0
-0.0194495944	0.3296574224	0.3025676095	0.0549879975	-0.062332111		2001		burkeja02	0.4	0.1	-0.5	0	0	0	0	0	0	0
3.3392911508	2.6537230178	1.3002466498	1.6530901731	0.5874274134		2006		napolmi01	1.8	4	3.3	1.1	1	-0.4	0	0	0	0
0.2728405385	0.153437686	0.5973402166	0.3392832904	-0.0595391538		1982		kittlro01	1.1	1.6	0.1	-0.1	0	0	0	0	0	0
2.4009481162	2.1056301602	2.1512050917	1.6076538951	1.4264804764		1974		stearjo01	2.3	1.9	3.8	0	-0.1	0	0	0	0	0
0.9894557795	1.4252227075	1.1544024061	0.5854467132	1.1548887955		2001		custja01	3.3	2.7	1	2.2	0.2	0	0	0	0	0
-0.1773593891	-0.1146423062	0.2204018462	-0.2476051812	-0.0624779215		2008		teagata01	-0.3	-0.2	0	0	0	0	0	0	0	0
-0.1109678283	-0.7212802707	-0.4663851884	0.1264220949	-0.0638226867		1973		veryzto01	0.1	-0.2	-1.1	-0.2	-0.4	-1	0	0	0	0
0.8723628433	1.0161360179	0.8459657427	1.0808202252	0.42542316		1989		benjami01	0.4	0.7	0.2	2	1.4	1	0	-1.2	0	0
-0.0282407517	0.0848232013	0.0068862179	0.1296630681	-0.0622132819		1993		bogarti01	0.5	-1.3	0.3	0	0	0	0	0	0	0
2.8509150233	3.4943699198	2.8508613048	2.7709813727	1.5716313339		1992		kleskry01	2.9	1.1	3.2	4.6	4.2	0.8	1.2	1.7	0.2	0.3
4.8054962138	3.9653975508	6.4703780788	5.3788799165	4.6685252556		1989		sosasa01	5.3	5.4	2.5	6.4	4.8	5.7	10.3	5.7	2.7	1.3
0.1716417658	0.1975217408	0.3729877579	0.2510904283	0.2021353849		1987		princto01	-1	0	0.1	0.3	0.8	0.2	-0.1	0	0.7	0.8
3.979095732	4.3700839172	5.2133689853	4.5303391751	4.5777508979		1989		olerujo01	2.2	2.5	4.1	7.6	5.6	3.6	5.2	5.1	2.7	1.1
2.0287476985	1.5519469756	0.8583098063	1.4308456048	0.3562410917		1978		upshawi01	2.6	2.2	1.9	1.6	0.3	0	0	0	0	0
2.4127656914	3.5040862661	2.216581434	2.4860489596	3.5836215697		1996		garcino01	6.8	6.1	1.3	0.2	2.5	-1.6	0.8	-0.2	0	0
-0.0577881694	-0.1362144447	0.3496330815	-0.3447468318	-0.0665452475		1980		staplda01	-0.9	0	0	0	0	0	0	0	0	0
-0.6478218933	-0.0562019118	0.0557700349	-0.171943827	-0.0609022352		1990		goffje01	0	0	0	0	0	0	0	0	0	0
-0.4482182616	-0.657424901	0.2685971003	-0.0507570296	-0.0653875447		1988		bordepa01	-0.3	-0.4	0.1	0.3	-0.4	-0.3	0	0.1	0.1	-0.2
3.5155419026	3.49550979	3.9460149608	4.3125168416	3.1009120016		1982		francju01	2.2	5.3	6.8	6.2	-0.3	2.2	3	0	3	1
1.6916710803	1.9433706542	1.1300950672	1.0964663108	0.5430676171		2002		sanchfr01	1.2	2	1.8	0.8	0	0	0	0	0	0
0.0826977991	-0.3344689859	-0.3744007018	0.218763821	-0.0626024227		1986		incavpe01	1.6	3	-0.5	0	0.8	-0.5	-0.6	0	0	0
-0.3497165214	-0.4685601807	-0.4362939086	0.0325710005	-0.0624512673		1970		martite01	0	0.1	0.1	-0.5	0	0	0	0	0	0
0.4889705968	0.8482764647	0.5167393473	0.1730414873	-0.0638498799		1980		dernibo01	-0.5	0.8	0.4	-0.8	0	0	0	0	0	0
0.8844592541	1.1462383739	0.1639926336	0.4191431781	-0.0291518771		2003		matsuhi01	2.7	1.7	0.6	-1.3	0	0	0	0	0	0
1.2270888601	2.2029994067	0.6930334034	0.53188526	0.3923617468		1982		redusga01	1.5	2.2	1.4	0.3	0.1	1.2	-0.2	0	0	0
-0.3332941302	-0.8496589843	-0.5981346487	-0.208985783	-0.0642624921		1982		mosesjo01	1.3	-0.2	-1	-0.3	-0.1	0	0	0	0	0
0.0887499986	0.0423246449	0.3736812453	-0.1325376459	0.194378272		1990		shumpte01	-0.1	-0.2	-0.1	2.4	0.5	0.3	-1	-0.1	0	0
0.9531176378	0.4068241106	0.3980176457	0.312244399	0.2759254714		1974		whitfte01	0.7	0	0	0	0.3	0.3	-0.2	0	0	0
2.3067233889	1.8355494228	0.7600613851	0.74135677	0.2634312143		1984		thompmi02	0.7	3.7	2.1	1.1	0.1	-0.2	-1.1	0	0	0
4.1949303868	3.842113136	4.6718927779	4.2705680832	3.1318492188		1973		decindo01	2.8	3.9	2.6	7.6	2.3	3.3	1.9	2.5	1.3	0
2.9084295797	3.3206571472	3.256715958	2.1562232163	2.5273169793		1992		jordabr01	7	3.4	2	4.3	3	1.3	-0.7	-0.1	-0.4	0
0.1842064197	0.0372554127	-0.7990561468	-0.1210871444	-0.0606063136		1984		bailema01	0	0	0	0	0	0	0	0	0	0
1.6066741678	1.2061535032	0.844902882	0.7848266968	0.2666028224		1980		lawva01	1	0.5	2.2	-0.4	0	0.1	0	0	0	0
-0.1674756712	-0.1970272534	-0.1605063669	0.1585621665	-0.0612850398		1995		hubbami01	0	0	0	0	0	0	0	0	0	0
0.0443537623	-0.0930091153	-0.1038580285	-0.0822563899	-0.0601852245		1986		willied01	0	0	0.8	-0.3	-1.3	-0.4	-0.4	0	0	0
-0.0072562788	-0.1395996485	-0.1242140524	-0.0426298467	-0.0610215753		1979		kuntzru01	-0.2	0	0	0	0	0	0	0	0	0
2.5003294552	3.1219201166	2.9163686264	2.329777373	2.0293951061		2006		pradoma01	5.5	2.4	3.4	3.1	3.8	0.1	0	0	0	0
2.3274800101	2.6866738235	1.856732276	2.2052187538	0.6244559413		1991		castivi02	3.1	5.6	0.7	-0.3	1.3	-1	1.8	3.1	0.8	-1.1
0.2204749631	0.2505492606	0.5805682711	0.1841615247	0.0894440681		1981		leachri01	0.6	0.4	1.4	0.8	0	0	0	0	0	0
0.187688761	-0.5447512977	-0.4103223352	-0.1776159076	-0.0632569538		2001		gibboja01	-1.1	0	0	-0.5	-0.1	0	0	0	0	0
0.2895030492	0.4067633989	0.2406796678	0.2505570625	0.1156185701		1972		nolanjo01	-0.7	-0.3	0.8	1	0.1	0.9	0.4	-0.4	0	0
-0.358369502	-0.1759077239	-0.211612053	-0.0866487052	-0.06174728		1987		brumlmi02	-0.2	-0.4	-0.4	0	0	0	0	0	0	0
2.9311738046	3.582612906	2.9315292883	2.2009183965	1.7586447917		1973		griffke01	2.5	3.8	2.8	0.6	2.5	0.5	2.1	2.2	1.4	-1.3
1.7448473809	1.2999045086	0.6179174015	0.3488903837	0.0540328745		2000		burrepa01	1.1	1.5	2.4	-0.8	1.8	1	0	0	0	0
-0.2654678767	-0.1671307013	0.3434416967	0.0348543001	-0.0242558441		1977		landera01	-0.4	-0.7	0	0	0	0	0	0	0	0
0.4421191254	0.0877393282	-0.0544316562	-0.1313751547	-0.0649694757		1974		martije01	-1.2	-0.9	1.7	-0.3	-0.7	0	0	0	0	0
4.8187353167	3.7323086676	3.8184568944	5.6583101136	5.0384203875		1972		bellbu01	4.4	6.9	6.5	6.2	5.7	4.7	6.1	0.9	3.5	1.8
1.3830403817	1.411452341	-0.1893611895	1.242745475	0.8412232854		1973		essiaji01	0.7	1.2	0	0.2	0.1	1.6	0	0	0	0
0.672813174	0.4421673801	1.6298336104	0.8719376015	0.4794249461		1999		guzmacr01	-1.4	0	1.2	4.6	1.6	-1	0	0	0	0
0.1990488107	0.364429939	-0.1798898177	-0.1689182157	-0.0704792756		1987		lindjo01	-1	-0.3	-0.7	0	0	0	0	0	0	0
2.8806345699	2.5974432908	3.3528170597	2.5141985938	2.0300711863		1971		oglivbe01	1.8	4.1	3	6.5	0.4	3.4	2.6	0	0.8	0.5
1.6825000783	2.3764469761	0.3477864502	0.8071834744	1.1070344988		1987		weisswa01	1.5	-0.7	1.7	0.8	1.9	2.8	-0.2	1.2	0	0
2.7702132567	3.9595889363	2.6236343743	2.1582443557	1.6193058342		2001		roberbr01	4.2	5.2	2.9	1.2	0.1	-1.1	0.8	1.5	0	0
0.3751864276	0.9467123639	0.6543058993	0.2571853444	-0.0618430142		1986		danieka01	-1.1	0	0	0	0	0	0	0	0	0
0.1266614009	0.2286461513	0.3617115239	-0.0806810483	-0.0606564444		1991		spehrti01	-0.1	0	0.6	0	0	0	0	0	0	0
0.9040565479	0.0085340373	0.0796521641	0.1439997245	-0.0613151465		1995		cedenro01	0.8	0.2	-0.7	-0.4	-1	0	0	0	0	0
1.4449149802	1.4442288589	1.0630244693	0.8747210599	0.2851061344		1997		booneaa01	4.1	0	1.5	-0.7	0.4	-0.6	-0.3	0	0	0
3.066034063	3.8833303885	3.517838157	3.1657707722	1.8462925696		1971		hendrge01	5.8	2.6	2.8	3.9	2.7	1.3	3.1	1.1	-2	0.9
3.6681887717	3.975636429	4.0976105945	2.9875917407	2.8602253904		1989		justida01	3.8	2.2	3.8	2.1	3.1	5.1	0.5	1.6	0	0
0.1565749369	0.0773091112	0.1488629036	0.3643492372	0.1182065647		1983		quinolu01	1.9	0.1	-0.3	-0.2	0	0	0	0	0	0
1.7994058542	1.6827940153	1.4971069806	0.3404700436	-0.0270398363		2001		eckstda01	0.8	0	0.9	1.4	0	0	0	0	0	0
1.2560162759	1.8754981509	1.20124814	0.8590319456	1.2009500434		1972		grubbjo01	3.1	1	0.4	-0.3	0	1.1	1.2	-0.1	2.6	-0.1
3.8095840782	2.9293897061	2.055432551	2.082972866	1.7190290623		2005		choosh01	1.7	3.4	4.4	0.1	3.5	0.3	1.1	0	0	0
-0.0558595838	0.0160266889	-0.3004562707	-0.2421749678	-0.0630328691		1988		varshga01	-0.3	0.1	0	0	0	0	0	0	0	0
1.2127504986	1.1558860075	0.9895524406	0.3657849914	0.6624857513		1979		brookto01	1.9	0.3	0.3	1.1	-1.2	0.4	0	0	0	0
1.2499590633	0.899172322	0.8581533367	0.443345538	0.7034313577		1976		youngjo02	-1.2	2.1	-0.2	0.9	0.8	0	0.2	-0.7	0	0
0.1123905965	-0.2235813501	0.7617603354	0.4432841526	-0.0604019293		1972		brohaja01	-0.6	-0.2	-0.4	0	0	0	0	0	0	0
2.9798208989	3.7904506949	2.9462575313	2.4635778161	2.1463164315		1999		wellsve01	3.2	6.2	1.4	2	0.9	4	-0.5	0.6	-0.2	0
0.1189796712	-0.3938600716	-0.1044534265	-0.1867343572	-0.0607643134		1998		brownde02	-0.6	0	0	0	0	0	0	0	0	0
0.5348883517	0.5654020794	0.9348858613	0.9155265464	0.391717051		2008		rodrise01	0.2	-0.1	1.8	-0.4	0	0	0	0	0	0
-0.1854370711	0.1356101551	0.4620252278	-0.1092046125	-0.0617425914		1975		molinbo01	0.5	-0.3	-0.1	0	0	0	0	0	0	0
1.4783568462	2.2396606905	1.4575822579	1.1078107121	0.3919531265		1975		collida02	2.2	-0.7	1.6	3.1	1.3	1.4	0.9	-0.8	-0.2	-0.3
5.264167071	6.0779005337	5.9939976479	4.9702520867	3.721280025		1977		murraed02	6.6	7.1	5.6	4.1	3.8	3.2	2	5.1	1.2	1.6
0.3220013025	0.7356869557	1.1283562456	0.220867762	0.1199073135		2002		olivomi01	0.7	1.4	2.5	0.3	0.5	-0.1	-0.2	0	0	0
0.6358006821	0.5920370474	0.50169299	0.3283345535	0.226990262		1972		borgmgl01	0.8	-0.1	0.6	0	0	0	0	0	0	0
0.3082093188	0.0349595241	-0.1829504415	0.1084303027	-0.0598576661		2006		maiermi01	-0.8	0	0	0	0	0	0	0	0	0
0.2923844603	0.1017369824	0.0707418171	0.0126491999	-0.0610487388		1997		nunezab01	0	-0.6	2.3	-1.7	-0.8	-0.1	0	0	0	0
2.1986548823	2.3220886196	1.8286276983	0.7551124088	0.8048826455		1973		driesda01	0.6	2.6	0.4	1.9	2.1	2.3	0.3	0.5	-0.1	0
2.2674333613	0.7168162561	0.0339517304	1.0853696901	0.0947616099		2008		bruceja01	-1.1	0.8	0.6	2.9	0	0	0	0	0	0
1.7380717776	1.5089098092	2.0167161713	0.3934190655	0.807589429		2006		markani01	1.7	0.1	2	1.9	1.7	0.7	0	0	0	0
1.2318146739	0.6804572879	0.6394671391	0.5771748357	0.3608185649		1995		stynech01	1.1	0	2.3	-0.3	0	0	0	0	0	0
0.6622243553	0.2512301609	0.4419835758	-0.0099088464	-0.0635951268		1988		josefe01	0.8	-0.4	0	0	0	0	-0.3	0	0	0.2
1.6637393249	1.8829705549	1.1732137623	1.267337161	0.3518230576		1998		paytoja01	1.9	2.1	2	-0.4	1.1	0	0.3	0	0	0
1.3924299892	0.95777968	1.0804019542	0.6997442812	0.0866474576		1996		batisto01	3	-0.5	-0.2	0	-0.6	-0.2	0	0	0	0
-0.304788535	-0.2128555918	-0.1747480222	-0.2685106131	-0.0626068761		1997		suttola01	0	0	0	0	0	0	0	0	0	0
-0.2402183372	0.1553333978	-0.0265590029	-0.2519272011	-0.0675135133		2002		tagucso01	-0.2	-0.1	0	0	0	0	0	0	0	0
5.5655715203	4.7506911851	4.7458905436	5.8249887071	5.8450640783		1977		whitalo01	6.7	4.3	4.5	4.4	3.6	3.5	5.3	3.8	6.7	4.7
1.8693852662	1.749332729	2.203904417	1.7793626552	1.2667732752		1978		hubbagl01	2.8	3.3	1.1	3	2	0.3	0	0	0	0
1.5926409401	1.8019561547	1.8949541007	1.301494992	0.9621455936		1995		bellda01	3.3	3.2	0.2	4.4	0.9	1.4	0	0	0	0
2.1560586507	1.9789574911	2.0981801438	0.9591823392	1.2245744822		2004		swishni01	3.7	2	3.8	3.6	-1.2	-1.2	0	0	0	0
0.1514471205	0.1838234289	-0.236193967	0.1056634759	1.9414045858		1973		alexama01	0.5	0.4	0.3	0	0	0	0	0	0	0
-0.1234500377	-0.1406592233	-0.1373960267	-0.2661531959	-0.0641868783		1995		widgech01	0	0.2	0	0	0.2	-0.8	0	0	0	0
0.4411040341	-0.4656514141	0.3908600031	0.0073812712	-0.0645926358		1983		perryge01	-0.2	0.2	0.7	-0.4	0.9	0.8	-1	0	0	0
0.0336938158	-0.0377538834	-0.3849047979	-0.1292175489	-0.0606694474		1973		mackape01	0.2	1.1	-1.3	0	0	0	0	0	0	0
1.2014507377	0.802898645	0.9013952707	0.0972489115	0.3179686245		1993		hammoje01	2.2	2.2	0.7	-0.6	0.2	-0.1	-0.3	0	0	0
-0.0525822739	-0.1996270216	0.0746502769	-0.0783715348	-0.0605341538		1975		goodwda01	-0.9	-0.3	0	0	0	0	0	0	0	0
0.1329836092	-0.01905985	-0.0254927291	-0.0870218551	-0.0598903209		1979		heepda01	0.5	0.7	-1	0.4	0.3	-0.8	0.2	0	0	0
0.8113393915	0.8546493435	0.2384635187	0.1072051151	0.094306306		2001		chaveen01	0.6	0.8	0.2	0	1	-0.7	-0.8	0.4	0	0
1.5335053464	1.295511125	0.5175848893	0.4291355625	0.2108804089		1981		brenlbo01	3.2	-0.5	-0.6	0	0	0	0	0	0	0
4.3150708931	4.6492279731	5.2324366414	4.9295673503	3.5513140135		1997		hunteto01	3.8	4.2	3.1	3.3	3.9	3.5	5.2	3	3.8	5.7
3.8205876917	2.6861791729	3.5245382648	2.576581201	2.3431529516		1997		ordonma01	5.6	0.9	1.6	1.8	7.3	2.1	0.8	1.3	-1.5	0
-0.3573276371	0.1085845748	0.3835980529	-0.0123032433	-0.0619312756		1973		sadekmi01	-0.1	0.3	0.2	0	0	0	0	0	0	0
-0.7111278891	-0.4008524232	-0.0651057416	-0.2373912716	-0.0650982511		1999		maciajo01	-0.4	0	0	0	0	0	0	0	0	0
0.2470020312	-0.3436225955	-0.5156673677	-0.3082155045	-0.0679920699		1995		cordoma01	2.6	0.5	0.1	0	0	0	0	0	0	0
0.9910229868	0.0928222128	-0.6794429642	-0.1620427449	-0.0669757778		1999		durazer01	-0.3	0	0	0	0	0	0	0	0	0
2.1639681375	0.7747749745	0.778120328	0.842175348	0.3101742377		1972		cabelen01	2.8	-0.3	-0.3	-1.4	-0.2	3.2	1.3	1.2	-0.5	0
-0.2983276015	-0.1079206785	-0.2324334258	-0.1923893913	-0.062704616		1984		russejo02	-0.7	-0.4	-0.2	0.1	0	0	0	0	0	0
-0.0602630344	-0.0690987662	-0.3095003303	-0.0497784992	-0.060483706		1987		greggto01	-0.2	0	-0.6	0	-0.2	0	0	0	0	0
0.7970095743	0.5275270402	0.2193546882	-0.1702477817	-0.0622880526		1984		cottohe01	0.7	0.3	0.7	-0.5	0	0	0	0	0	0
0.178946615	0.2932848734	0.2262672399	0.1038356932	-0.0611256012		2004		mcdonda02	1.1	0.3	0.2	0.2	0	0	0	0	0	0
2.0998352474	1.367399036	0.9120359643	0.8608270922	1.5048464056		1981		brunato01	2.5	0.8	1.7	1.4	-0.3	1.4	-0.4	0	0	0
1.0224619968	1.2724525863	1.0303576162	0.3211128986	0.2999638433		2007		smithse01	0.3	4	1.9	0.5	0.3	0	0	0	0	0
1.3429857276	1.530739916	0.4491885792	0.3047083889	0.8215617626		1983		teufeti01	0.9	0.3	1	0.6	0.5	0	0	0	0	0
-0.1188237715	0.1145568759	-0.1928631517	0.01618418	-0.0609985222		1996		mcmilbi01	0	0.7	-0.4	0	0	0	0	0	0	0
0.0311774365	0.0291151424	-0.6853941825	-0.062364121	0.0145569347		1972		roberda06	-0.1	0.5	0.1	-0.1	-0.4	0	0	0	0	0
0.0546132832	0.241186938	0.0937725815	0.195127935	-0.0680746707		1996		ordonre01	-0.5	0.7	-0.4	0	0	0	0	0	0	0
1.5713414775	0.8500321169	0.5545596762	0.724613033	-0.0611705062		2008		joycema01	1.2	-1	1.7	1.7	0	0	0	0	0	0
-0.1720846677	0.1098299285	-0.0333244303	-0.0352871499	-0.0630139084		1974		jonesbo02	0	0.6	0	-0.2	-0.3	-0.1	-0.4	0	0	0
3.5425990444	3.0195897464	4.0960577131	3.4988851577	2.5049348125		1986		bellja01	3.9	6.2	3.4	1.2	2	5.4	3.9	4.9	0.8	0.4
1.2016581764	1.4012509166	1.0452603974	0.8552743315	0.90975265		1970		maddoel01	-0.4	0.8	0.9	0	1.7	0	0	0	0	0
0.1695956321	0.1252377501	0.2355962717	0.5292577521	-0.0257199791		1997		velanjo01	0.2	0	0	0	1	0	0	0	0	0
1.848327	1.9747826688	2.1719362299	1.2305343428	0.7357512588		2000		huffau01	1	0.3	4.1	-1.8	5.7	-0.3	0.2	0	0	0
0.9897629063	1.2286229559	1.073537211	0.8268685563	0.1963351324		1981		marshmi02	0.4	2.4	0.6	0.1	-0.1	0	0	0	0	0
-0.1031804355	0.2823442461	0.6979629266	0.2860073694	-0.0250848532		1976		pryorgr01	0.6	-0.4	0.6	-0.6	-0.7	0	0	0	0	0
4.479590928	5.017179389	3.4847428451	3.2127681868	2.7870220685		1989		belleal01	6.9	5.6	1.5	7.1	3.4	0.6	0	0	0	0
-0.055243778	0.3388024348	0.1098324626	-0.0411622655	0.1613772942		1981		greenda03	0.2	0	0	0	0	0	0	0	0	0
2.0829070716	1.8749559728	1.6735339084	1.0360067588	0.6096477309		2001		puntoni01	0.5	2.4	0.6	1.8	1.5	0.8	2.1	0.4	0	0
2.7324619191	1.344949391	2.6049662482	1.4012409338	1.1923240423		1999		kennead01	3.9	0.9	-1.4	2.5	1.1	0.6	0	0.3	0	0
-0.0035448268	0.3260254518	-0.5742400123	-0.1559019817	-0.0600003751		1983		stoneje01	-0.6	0	0	0	0	0	0	0	0	0
-0.1470726639	-0.0828671976	-0.0348526992	-0.1496429609	-0.0609907902		1993		mieskma01	0.7	-0.7	0	0	0	0	0	0	0	0
1.8396346586	0.9869355959	-0.0864318092	0.3406632865	0.4726831619		1977		kempst01	1	0.7	0.1	0.1	0	-0.4	0	0	0	0
-0.0690045065	0.301287727	-0.3326156138	-0.0361011411	-0.0614665924		1990		howarth01	-0.5	0.5	-0.4	0.3	-0.8	0	0	0	0	0
5.4632928731	5.0482439718	5.5040486661	4.1731452157	3.8894698927		1988		alomaro01	2.2	2.7	5.3	3.4	3.7	7.4	5.6	7.3	0.6	-0.1
0.2579405505	1.3087113221	0.9224233225	0.5174947505	0.0196538764		1986		jacksbo01	0	0.6	0.6	0	0	0	0	0	0	0
-0.1120734021	-0.3585187162	-0.4026107901	0.0646602901	-0.0629708903		1979		narroje01	0.1	0.1	-0.2	0	0	0	0	0	0	0
2.7655672967	2.0699453411	0.0961628719	1.3391207207	0.16902569		1993		burnije01	3.4	1.5	2.7	0	1.1	1.3	0.2	-0.7	0	0
2.517955582	1.765104549	0.86110796	0.1829657542	0.6378971		2007		maybica01	-0.8	0.6	0.6	2	1.7	0	0	0	0	0
1.31984263	-0.0670357516	0.9209588832	0.7433084875	0.1107014647		2008		ramiral03	3.1	1	-2.3	0	0	0	0	0	0	0
1.3815235206	1.2850740164	0.4510116167	0.6346877309	0.5492441908		1977		washiul01	1.1	0.2	0.6	0.2	0	0	0	0	0	0
0.824456859	0.0978409703	-0.0233419683	0.0498362423	-0.0621114236		1972		blankla01	0.3	-0.1	0.6	0	0	0	0	0	0	0
1.8596115984	2.0147432542	1.7102154553	1.560059372	0.9335821576		1983		oquenjo01	5.4	0.9	2	0.1	0.4	0.8	1.2	0	0	0
1.0390053851	0.4457377305	0.4349923604	0.8418072092	0.0321179795		1988		lemkema01	0.7	1.4	1.2	1.2	0.1	0	0	0	0	0
0.1906544487	0.0161846769	-0.0288240933	-0.2695165012	-0.0598925353		1991		pulliha01	0.1	0	0	0	0	0	0	0	0	0
