"year_num","train_r2","test_r2"
7,0.241012159140688,0.241573708551821
8,0.229236451944079,0.189259654907404
9,0.220288803763986,0.307850456686388
10,0.216689363964821,0.417611405462567
11,0.221294097267985,0.461118548548241
