"year_num","train_r2","test_r2"
7,0.42604119612481,0.328171272369622
8,0.370652336788282,0.368915752625421
9,0.328615567908909,0.355096275826152
10,0.367195101888393,0.296941134831707
11,0.433699108421303,0.381414099861592
