g,w,l,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,ibb,wp,hbp,bfp,gf,r,tbf,era,baopp,tbf_per_g,starter_ratio,w_per_g,l_per_g,p_win,gf_per_g,cg_per_g,sho_per_g,sv_per_g,ipouts_per_g,bb_per_bfp,hbp_per_bfp,hr_per_tbf,so_per_tbf,wp_per_bfp,so_per_bb
30.9273356401384083,5.1730103806228374,5.0818472185254192,10.4232100079850945,1.1104604737822731,0.31181793984562150652,2.3372371573063615,272.1199095022624434,89.0264838967261113,40.3815544317274421,8.9773755656108597,33.8489486292254458,62.9260047910566942,2.8380356667553899,3.1274953420282140,2.6776683524088368,388.1797977109395795,8.3941974980037264,44.5496406707479372,349.5805163694437051,4.00669680,0.25466661,11.30328588,0.33702257,0.16726337,0.16431571,0.50444488,0.27141677,0.03590547,0.01008228,0.07557189,8.79868582,0.08719915,0.00689801,0.02568042,0.18000432,0.00805682,1.85902391
