player_id,year-0,g-0,w-0,l-0,gs-0,cg-0,sho-0,sv-0,ipouts-0,h-0,er-0,hr-0,bb-0,so-0,ibb-0,wp-0,hbp-0,bfp-0,gf-0,r-0,tbf-0,era-0,baopp-0,tbf_per_g-0,starter_ratio-0,w_per_g-0,l_per_g-0,p_win-0,gf_per_g-0,cg_per_g-0,sho_per_g-0,sv_per_g-0,ipouts_per_g-0,bb_per_bfp-0,hbp_per_bfp-0,hr_per_tbf-0,so_per_tbf-0,wp_per_bfp-0,so_per_bb-0,year-1,g-1,w-1,l-1,gs-1,cg-1,sho-1,sv-1,ipouts-1,h-1,er-1,hr-1,bb-1,so-1,ibb-1,wp-1,hbp-1,bfp-1,gf-1,r-1,tbf-1,era-1,baopp-1,tbf_per_g-1,starter_ratio-1,w_per_g-1,l_per_g-1,p_win-1,gf_per_g-1,cg_per_g-1,sho_per_g-1,sv_per_g-1,ipouts_per_g-1,bb_per_bfp-1,hbp_per_bfp-1,hr_per_tbf-1,so_per_tbf-1,wp_per_bfp-1,so_per_bb-1,year-2,g-2,w-2,l-2,gs-2,cg-2,sho-2,sv-2,ipouts-2,h-2,er-2,hr-2,bb-2,so-2,ibb-2,wp-2,hbp-2,bfp-2,gf-2,r-2,tbf-2,era-2,baopp-2,tbf_per_g-2,starter_ratio-2,w_per_g-2,l_per_g-2,p_win-2,gf_per_g-2,cg_per_g-2,sho_per_g-2,sv_per_g-2,ipouts_per_g-2,bb_per_bfp-2,hbp_per_bfp-2,hr_per_tbf-2,so_per_tbf-2,wp_per_bfp-2,so_per_bb-2,year-3,g-3,w-3,l-3,gs-3,cg-3,sho-3,sv-3,ipouts-3,h-3,er-3,hr-3,bb-3,so-3,ibb-3,wp-3,hbp-3,bfp-3,gf-3,r-3,tbf-3,era-3,baopp-3,tbf_per_g-3,starter_ratio-3,w_per_g-3,l_per_g-3,p_win-3,gf_per_g-3,cg_per_g-3,sho_per_g-3,sv_per_g-3,ipouts_per_g-3,bb_per_bfp-3,hbp_per_bfp-3,hr_per_tbf-3,so_per_tbf-3,wp_per_bfp-3,so_per_bb-3,year-4,g-4,w-4,l-4,gs-4,cg-4,sho-4,sv-4,ipouts-4,h-4,er-4,hr-4,bb-4,so-4,ibb-4,wp-4,hbp-4,bfp-4,gf-4,r-4,tbf-4,era-4,baopp-4,tbf_per_g-4,starter_ratio-4,w_per_g-4,l_per_g-4,p_win-4,gf_per_g-4,cg_per_g-4,sho_per_g-4,sv_per_g-4,ipouts_per_g-4,bb_per_bfp-4,hbp_per_bfp-4,hr_per_tbf-4,so_per_tbf-4,wp_per_bfp-4,so_per_bb-4,year-5,g-5,w-5,l-5,gs-5,cg-5,sho-5,sv-5,ipouts-5,h-5,er-5,hr-5,bb-5,so-5,ibb-5,wp-5,hbp-5,bfp-5,gf-5,r-5,tbf-5,era-5,baopp-5,tbf_per_g-5,starter_ratio-5,w_per_g-5,l_per_g-5,p_win-5,gf_per_g-5,cg_per_g-5,sho_per_g-5,sv_per_g-5,ipouts_per_g-5,bb_per_bfp-5,hbp_per_bfp-5,hr_per_tbf-5,so_per_tbf-5,wp_per_bfp-5,so_per_bb-5
wheelda01,1999.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,92.0,35.0,20.0,7.0,13.0,32.0,1.0,1.0,0.0,136.0,0.0,20.0,123.0,5.86956522,0.28455285,20.5,1.0,0.0,0.66666667,0.0,0.0,0.0,0.0,0.0,15.33333333,0.09558824,0.0,0.05691057,0.2601626,0.00735294,2.46153846,2000.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,69.0,29.0,14.0,2.0,11.0,17.0,2.0,2.0,2.0,111.0,6.0,14.0,96.0,5.47826087,0.30208333,8.72727273,0.18181818,0.09090909,0.09090909,0.5,0.54545455,0.0,0.0,0.0,6.27272727,0.0990991,0.01801802,0.02083333,0.17708333,0.01801802,1.54545455,2001.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,30.0,17.0,3.0,5.0,12.0,0.0,1.0,0.0,87.0,3.0,17.0,80.0,8.66037736,0.375,6.15384615,0.0,0.07692308,0.0,1.0,0.23076923,0.0,0.0,0.0,4.07692308,0.05747126,0.0,0.0375,0.15,0.01149425,2.4,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0066968,0.25466661,11.30328588,0.33702257,0.16726337,0.16431571,0.50444488,0.27141677,0.03590547,0.01008228,0.07557189,8.79868582,0.08719915,0.00689801,0.02568042,0.18000432,0.00805682,1.85902391,2003.0,35.0,1.0,3.0,0.0,0.0,0.0,2.0,153.0,49.0,21.0,6.0,17.0,35.0,4.0,1.0,1.0,215.0,10.0,23.0,194.0,3.70588235,0.25257732,5.54285714,0.0,0.02857143,0.08571429,0.25,0.28571429,0.0,0.0,0.05714286,4.37142857,0.07906977,0.00465116,0.03092784,0.18041237,0.00465116,2.05882353,2004.0,46.0,3.0,1.0,1.0,0.0,0.0,0.0,195.0,76.0,31.0,10.0,20.0,55.0,2.0,4.0,1.0,287.0,11.0,33.0,263.0,4.29230769,0.28897338,5.7173913,0.02173913,0.06521739,0.02173913,0.75,0.23913043,0.0,0.0,0.0,4.23913043,0.06968641,0.00348432,0.03802281,0.20912548,0.01393728,2.75
francje01,2004.0,7.0,3.0,2.0,7.0,0.0,0.0,0.0,110.0,42.0,21.0,8.0,13.0,32.0,1.0,2.0,1.0,164.0,0.0,22.0,147.0,5.15454545,0.28571429,21.0,1.0,0.42857143,0.28571429,0.6,0.0,0.0,0.0,0.0,15.71428571,0.07926829,0.00609756,0.05442177,0.21768707,0.01219512,2.46153846,2005.0,33.0,14.0,12.0,33.0,0.0,0.0,0.0,551.0,228.0,116.0,26.0,70.0,128.0,5.0,2.0,8.0,828.0,0.0,119.0,734.0,5.68421053,0.3106267,22.24242424,1.0,0.42424242,0.36363636,0.53846154,0.0,0.0,0.0,0.0,16.6969697,0.08454106,0.00966184,0.03542234,0.17438692,0.00241546,1.82857143,2006.0,32.0,13.0,11.0,32.0,1.0,1.0,0.0,597.0,187.0,92.0,18.0,69.0,117.0,15.0,0.0,13.0,843.0,0.0,101.0,747.0,4.16080402,0.25033467,23.34375,1.0,0.40625,0.34375,0.54166667,0.0,0.03125,0.03125,0.0,18.65625,0.08185053,0.01542112,0.02409639,0.15662651,0.0,1.69565217,2007.0,34.0,17.0,9.0,34.0,1.0,1.0,0.0,646.0,234.0,101.0,25.0,63.0,165.0,7.0,1.0,7.0,922.0,0.0,103.0,841.0,4.22136223,0.27824019,24.73529412,1.0,0.5,0.26470588,0.65384615,0.0,0.02941176,0.02941176,0.0,19.0,0.06832972,0.00759219,0.02972652,0.19619501,0.0010846,2.61904762,2008.0,24.0,4.0,10.0,24.0,0.0,0.0,0.0,431.0,164.0,80.0,21.0,49.0,94.0,4.0,0.0,3.0,636.0,0.0,84.0,574.0,5.01160093,0.28571429,23.91666667,1.0,0.16666667,0.41666667,0.28571429,0.0,0.0,0.0,0.0,17.95833333,0.07704403,0.00471698,0.03658537,0.16376307,0.0,1.91836735,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0066968,0.25466661,11.30328588,0.33702257,0.16726337,0.16431571,0.50444488,0.27141677,0.03590547,0.01008228,0.07557189,8.79868582,0.08719915,0.00689801,0.02568042,0.18000432,0.00805682,1.85902391
yorkji01,1970.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,5.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,31.0,3.0,3.0,29.0,3.375,0.17241379,7.25,0.0,0.25,0.25,0.5,0.75,0.0,0.0,0.0,6.0,0.06451613,0.0,0.06896552,0.20689655,0.0,3.0,1971.0,53.0,5.0,5.0,0.0,0.0,0.0,3.0,280.0,70.0,30.0,7.0,44.0,103.0,7.0,4.0,3.0,399.0,21.0,32.0,352.0,2.89285714,0.19886364,6.64150943,0.0,0.09433962,0.09433962,0.5,0.39622642,0.0,0.0,0.05660377,5.28301887,0.11027569,0.0075188,0.01988636,0.29261364,0.01002506,2.34090909,1972.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,45.0,21.0,3.0,18.0,25.0,3.0,3.0,1.0,164.0,14.0,21.0,145.0,5.25,0.31034483,5.57692308,0.0,0.0,0.03846154,0.0,0.53846154,0.0,0.0,0.0,4.15384615,0.1097561,0.00609756,0.02068966,0.17241379,0.01829268,1.38888889,1973.0,41.0,3.0,4.0,0.0,0.0,0.0,6.0,159.0,65.0,26.0,4.0,20.0,22.0,5.0,3.0,1.0,240.0,27.0,26.0,219.0,4.41509434,0.29680365,5.34146341,0.0,0.07317073,0.09756098,0.42857143,0.65853659,0.0,0.0,0.14634146,3.87804878,0.08333333,0.00416667,0.01826484,0.10045662,0.0125,1.1,1974.0,28.0,2.0,2.0,0.0,0.0,0.0,1.0,115.0,48.0,14.0,1.0,19.0,15.0,6.0,1.0,1.0,183.0,8.0,20.0,163.0,3.28695652,0.29447853,5.82142857,0.0,0.07142857,0.07142857,0.5,0.28571429,0.0,0.0,0.03571429,4.10714286,0.10382514,0.00546448,0.00613497,0.09202454,0.00546448,0.78947368,1975.0,19.0,4.0,4.0,4.0,0.0,0.0,0.0,140.0,43.0,20.0,1.0,25.0,17.0,3.0,1.0,5.0,209.0,6.0,22.0,179.0,3.85714286,0.24022346,9.42105263,0.21052632,0.21052632,0.21052632,0.5,0.31578947,0.0,0.0,0.0,7.36842105,0.11961722,0.02392344,0.00558659,0.09497207,0.00478469,0.68
ruffibr01,1986.0,21.0,9.0,4.0,21.0,6.0,0.0,0.0,439.0,138.0,40.0,6.0,44.0,70.0,6.0,0.0,1.0,600.0,0.0,53.0,555.0,2.46013667,0.24864865,26.42857143,1.0,0.42857143,0.19047619,0.69230769,0.0,0.28571429,0.0,0.0,20.9047619,0.07333333,0.00166667,0.01081081,0.12612613,0.0,1.59090909,1987.0,35.0,11.0,14.0,35.0,3.0,1.0,0.0,614.0,236.0,99.0,17.0,73.0,93.0,4.0,6.0,2.0,884.0,0.0,118.0,809.0,4.3534202,0.29171817,23.11428571,1.0,0.31428571,0.4,0.44,0.0,0.08571429,0.02857143,0.0,17.54285714,0.08257919,0.00226244,0.0210136,0.11495674,0.00678733,1.2739726,1988.0,55.0,6.0,10.0,15.0,3.0,0.0,3.0,433.0,151.0,71.0,7.0,80.0,82.0,6.0,12.0,3.0,646.0,14.0,86.0,563.0,4.42725173,0.26820604,10.23636364,0.27272727,0.10909091,0.18181818,0.375,0.25454545,0.05454545,0.0,0.05454545,7.87272727,0.12383901,0.00464396,0.01243339,0.14564831,0.01857585,1.025,1989.0,24.0,6.0,10.0,23.0,1.0,0.0,0.0,377.0,152.0,62.0,10.0,62.0,70.0,6.0,8.0,0.0,576.0,0.0,69.0,514.0,4.4403183,0.29571984,21.41666667,0.95833333,0.25,0.41666667,0.375,0.0,0.04166667,0.0,0.0,15.70833333,0.10763889,0.0,0.01945525,0.13618677,0.01388889,1.12903226,1990.0,32.0,6.0,13.0,25.0,2.0,1.0,0.0,447.0,178.0,89.0,14.0,62.0,79.0,7.0,3.0,1.0,678.0,1.0,99.0,615.0,5.37583893,0.28943089,19.21875,0.78125,0.1875,0.40625,0.31578947,0.03125,0.0625,0.03125,0.0,13.96875,0.09144543,0.00147493,0.02276423,0.12845528,0.00442478,1.27419355,1991.0,31.0,4.0,7.0,15.0,1.0,1.0,0.0,357.0,125.0,50.0,6.0,38.0,85.0,3.0,4.0,1.0,508.0,2.0,52.0,469.0,3.78151261,0.26652452,15.12903226,0.48387097,0.12903226,0.22580645,0.36363636,0.06451613,0.03225806,0.03225806,0.0,11.51612903,0.07480315,0.0019685,0.01279318,0.18123667,0.00787402,2.23684211
linebsc01,2000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,8.0,4.0,8.0,6.0,0.0,0.0,3.0,63.0,4.0,8.0,52.0,6.0,0.34615385,4.72727273,0.0,0.0,0.0,0.0,0.36363636,0.0,0.0,0.0,3.27272727,0.12698413,0.04761905,0.07692308,0.11538462,0.0,0.75,2001.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,3.0,0.0,6.0,9.0,0.0,1.0,2.0,44.0,2.0,4.0,34.0,2.61290323,0.17647059,3.77777778,0.0,0.0,0.0,0.0,0.22222222,0.0,0.0,0.0,3.44444444,0.13636364,0.04545455,0.0,0.26470588,0.02272727,1.5,2002.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,31.0,19.0,2.0,13.0,24.0,4.0,0.0,1.0,120.0,4.0,21.0,104.0,7.02739726,0.29807692,4.72727273,0.0,0.0,0.0,0.0,0.18181818,0.0,0.0,0.0,3.31818182,0.10833333,0.00833333,0.01923077,0.23076923,0.0,1.84615385,2003.0,52.0,3.0,2.0,6.0,0.0,0.0,0.0,277.0,93.0,34.0,9.0,36.0,68.0,4.0,11.0,6.0,397.0,8.0,37.0,345.0,3.31407942,0.26956522,6.63461538,0.11538462,0.05769231,0.03846154,0.6,0.15384615,0.0,0.0,0.0,5.32692308,0.0906801,0.01511335,0.02608696,0.19710145,0.02770781,1.88888889,2004.0,73.0,7.0,3.0,0.0,0.0,0.0,0.0,252.0,61.0,20.0,8.0,26.0,83.0,2.0,3.0,3.0,326.0,7.0,22.0,292.0,2.14285714,0.20890411,4.0,0.0,0.09589041,0.04109589,0.7,0.09589041,0.0,0.0,0.0,3.45205479,0.0797546,0.00920245,0.02739726,0.28424658,0.00920245,3.19230769,2005.0,73.0,8.0,1.0,0.0,0.0,0.0,1.0,221.0,55.0,15.0,4.0,23.0,70.0,4.0,3.0,0.0,288.0,17.0,17.0,263.0,1.83257919,0.20912548,3.60273973,0.0,0.10958904,0.01369863,0.88888889,0.23287671,0.0,0.0,0.01369863,3.02739726,0.07986111,0.0,0.01520913,0.2661597,0.01041667,3.04347826
myersra01,1985.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.14285714,0.0,0.0,0.33333333,0.0,2.0,1986.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,5.0,1.0,9.0,13.0,1.0,0.0,1.0,53.0,5.0,5.0,43.0,4.21875,0.25581395,4.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.2,0.16981132,0.01886792,0.02325581,0.30232558,0.0,1.44444444,1987.0,54.0,3.0,6.0,0.0,0.0,0.0,6.0,225.0,61.0,33.0,6.0,30.0,92.0,5.0,3.0,0.0,314.0,18.0,36.0,284.0,3.96,0.21478873,5.25925926,0.0,0.05555556,0.11111111,0.33333333,0.33333333,0.0,0.0,0.11111111,4.16666667,0.0955414,0.0,0.02112676,0.32394366,0.00955414,3.06666667,1988.0,55.0,7.0,3.0,0.0,0.0,0.0,26.0,204.0,45.0,13.0,5.0,17.0,69.0,2.0,2.0,2.0,261.0,44.0,15.0,242.0,1.72058824,0.18595041,4.4,0.0,0.12727273,0.05454545,0.7,0.8,0.0,0.0,0.47272727,3.70909091,0.0651341,0.00766284,0.02066116,0.28512397,0.00766284,4.05882353,1989.0,65.0,7.0,4.0,0.0,0.0,0.0,24.0,253.0,62.0,22.0,4.0,40.0,88.0,4.0,3.0,0.0,349.0,47.0,23.0,309.0,2.34782609,0.20064725,4.75384615,0.0,0.10769231,0.06153846,0.63636364,0.72307692,0.0,0.0,0.36923077,3.89230769,0.11461318,0.0,0.01294498,0.28478964,0.00859599,2.2,1990.0,66.0,4.0,6.0,0.0,0.0,0.0,31.0,260.0,59.0,20.0,6.0,38.0,98.0,8.0,2.0,3.0,353.0,59.0,24.0,312.0,2.07692308,0.18910256,4.72727273,0.0,0.06060606,0.09090909,0.4,0.89393939,0.0,0.0,0.46969697,3.93939394,0.10764873,0.00849858,0.01923077,0.31410256,0.00566572,2.57894737
lampde01,1977.0,11.0,0.0,2.0,3.0,0.0,0.0,0.0,90.0,43.0,21.0,3.0,8.0,12.0,4.0,0.0,2.0,137.0,4.0,21.0,127.0,6.3,0.33858268,11.54545455,0.27272727,0.0,0.18181818,0.0,0.36363636,0.0,0.0,0.0,8.18181818,0.05839416,0.01459854,0.02362205,0.09448819,0.0,1.5,1978.0,37.0,7.0,15.0,36.0,6.0,3.0,0.0,671.0,221.0,82.0,16.0,56.0,73.0,8.0,2.0,4.0,928.0,0.0,96.0,868.0,3.29955291,0.25460829,23.45945946,0.97297297,0.18918919,0.40540541,0.31818182,0.0,0.16216216,0.08108108,0.0,18.13513514,0.06034483,0.00431034,0.01843318,0.08410138,0.00215517,1.30357143,1979.0,38.0,11.0,10.0,32.0,6.0,1.0,0.0,601.0,223.0,78.0,14.0,46.0,86.0,9.0,1.0,5.0,843.0,3.0,96.0,792.0,3.50415973,0.28156566,20.84210526,0.84210526,0.28947368,0.26315789,0.52380952,0.07894737,0.15789474,0.02631579,0.0,15.81578947,0.05456702,0.0059312,0.01767677,0.10858586,0.00118624,1.86956522,1980.0,41.0,10.0,14.0,37.0,2.0,1.0,0.0,608.0,259.0,117.0,16.0,82.0,83.0,7.0,10.0,1.0,921.0,3.0,123.0,838.0,5.19572368,0.30906921,20.43902439,0.90243902,0.24390244,0.34146341,0.41666667,0.07317073,0.04878049,0.02439024,0.0,14.82926829,0.08903366,0.00108578,0.01909308,0.09904535,0.01085776,1.01219512,1981.0,27.0,7.0,6.0,10.0,3.0,0.0,0.0,381.0,103.0,34.0,4.0,43.0,71.0,1.0,4.0,1.0,514.0,5.0,41.0,470.0,2.40944882,0.21914894,17.40740741,0.37037037,0.25925926,0.22222222,0.53846154,0.18518519,0.11111111,0.0,0.0,14.11111111,0.08365759,0.00194553,0.00851064,0.15106383,0.0077821,1.65116279,1982.0,44.0,11.0,8.0,27.0,3.0,2.0,5.0,569.0,206.0,84.0,9.0,59.0,78.0,3.0,5.0,6.0,817.0,11.0,96.0,752.0,3.98594025,0.27393617,17.09090909,0.61363636,0.25,0.18181818,0.57894737,0.25,0.06818182,0.04545455,0.11363636,12.93181818,0.07221542,0.00734394,0.01196809,0.1037234,0.00611995,1.3220339
witasja01,1996.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,12.0,9.0,5.0,5.0,12.0,0.0,2.0,0.0,55.0,6.0,9.0,50.0,6.23076923,0.24,4.16666667,0.0,0.08333333,0.08333333,0.5,0.5,0.0,0.0,0.0,3.25,0.09090909,0.0,0.1,0.24,0.03636364,2.4,1997.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,7.0,2.0,6.0,8.0,0.0,0.0,0.0,53.0,1.0,7.0,47.0,5.72727273,0.29787234,5.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,4.125,0.11320755,0.0,0.04255319,0.17021277,0.0,1.33333333,1998.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,81.0,36.0,19.0,9.0,15.0,29.0,1.0,2.0,0.0,131.0,1.0,24.0,116.0,6.33333333,0.31034483,16.57142857,0.42857143,0.14285714,0.42857143,0.25,0.14285714,0.0,0.0,0.0,11.57142857,0.11450382,0.0,0.07758621,0.25,0.01526718,1.93333333,1999.0,32.0,9.0,12.0,28.0,1.0,1.0,0.0,475.0,191.0,98.0,23.0,83.0,102.0,1.0,4.0,8.0,732.0,2.0,108.0,641.0,5.57052632,0.29797192,20.03125,0.875,0.28125,0.375,0.42857143,0.0625,0.03125,0.03125,0.0,14.84375,0.11338798,0.01092896,0.03588144,0.15912637,0.00546448,1.22891566,2000.0,33.0,6.0,10.0,25.0,2.0,0.0,0.0,450.0,178.0,97.0,24.0,73.0,121.0,5.0,5.0,7.0,697.0,2.0,107.0,605.0,5.82,0.29421488,18.33333333,0.75757576,0.18181818,0.3030303,0.375,0.06060606,0.06060606,0.0,0.0,13.63636364,0.10473458,0.01004304,0.03966942,0.2,0.0071736,1.65753425,2001.0,63.0,8.0,2.0,0.0,0.0,0.0,1.0,237.0,78.0,29.0,8.0,33.0,106.0,4.0,4.0,6.0,352.0,17.0,41.0,308.0,3.30379747,0.25324675,4.88888889,0.0,0.12698413,0.03174603,0.8,0.26984127,0.0,0.0,0.01587302,3.76190476,0.09375,0.01704545,0.02597403,0.34415584,0.01136364,3.21212121
leach01,1980.0,21.0,7.0,5.0,19.0,0.0,0.0,0.0,312.0,103.0,43.0,5.0,55.0,56.0,4.0,2.0,2.0,458.0,1.0,51.0,401.0,3.72115385,0.25685786,19.0952381,0.9047619,0.33333333,0.23809524,0.58333333,0.04761905,0.0,0.0,0.0,14.85714286,0.12008734,0.00436681,0.01246883,0.13965087,0.00436681,1.01818182,1981.0,16.0,5.0,4.0,11.0,2.0,2.0,0.0,193.0,63.0,33.0,4.0,26.0,31.0,0.0,4.0,1.0,267.0,2.0,34.0,240.0,4.61658031,0.2625,15.0,0.6875,0.3125,0.25,0.55555556,0.125,0.125,0.125,0.0,12.0625,0.09737828,0.00374532,0.01666667,0.12916667,0.01498127,1.19230769,1982.0,27.0,12.0,10.0,27.0,4.0,2.0,0.0,533.0,145.0,64.0,16.0,56.0,115.0,6.0,8.0,0.0,722.0,0.0,70.0,666.0,3.24202627,0.21771772,24.66666667,1.0,0.44444444,0.37037037,0.54545455,0.0,0.14814815,0.07407407,0.0,19.74074074,0.07756233,0.0,0.02402402,0.17267267,0.01108033,2.05357143,1983.0,33.0,16.0,11.0,33.0,8.0,4.0,0.0,666.0,195.0,77.0,15.0,84.0,137.0,4.0,8.0,1.0,917.0,0.0,87.0,832.0,3.12162162,0.234375,25.21212121,1.0,0.48484848,0.33333333,0.59259259,0.0,0.24242424,0.12121212,0.0,20.18181818,0.09160305,0.00109051,0.01802885,0.16466346,0.0087241,1.63095238,1984.0,30.0,15.0,10.0,30.0,8.0,0.0,0.0,673.0,198.0,72.0,19.0,68.0,123.0,3.0,6.0,3.0,918.0,0.0,82.0,847.0,2.88855869,0.23376623,28.23333333,1.0,0.5,0.33333333,0.6,0.0,0.26666667,0.0,0.0,22.43333333,0.07407407,0.00326797,0.02243211,0.14521842,0.00653595,1.80882353,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0066968,0.25466661,11.30328588,0.33702257,0.16726337,0.16431571,0.50444488,0.27141677,0.03590547,0.01008228,0.07557189,8.79868582,0.08719915,0.00689801,0.02568042,0.18000432,0.00805682,1.85902391
perezmi01,1990.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,12.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,55.0,7.0,6.0,52.0,3.95121951,0.23076923,4.0,0.0,0.07692308,0.0,1.0,0.53846154,0.0,0.0,0.07692308,3.15384615,0.05454545,0.0,0.0,0.09615385,0.0,1.66666667,1991.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,19.0,11.0,1.0,7.0,7.0,2.0,0.0,1.0,75.0,2.0,11.0,67.0,5.82352941,0.28358209,4.78571429,0.0,0.0,0.14285714,0.0,0.14285714,0.0,0.0,0.0,3.64285714,0.09333333,0.01333333,0.01492537,0.10447761,0.0,1.0,1992.0,77.0,9.0,3.0,0.0,0.0,0.0,0.0,279.0,70.0,19.0,4.0,32.0,46.0,9.0,4.0,1.0,377.0,22.0,23.0,344.0,1.83870968,0.20348837,4.46753247,0.0,0.11688312,0.03896104,0.75,0.28571429,0.0,0.0,0.0,3.62337662,0.08488064,0.00265252,0.01162791,0.13372093,0.01061008,1.4375,1993.0,65.0,7.0,2.0,0.0,0.0,0.0,7.0,218.0,65.0,20.0,4.0,20.0,58.0,1.0,2.0,1.0,298.0,25.0,24.0,277.0,2.47706422,0.23465704,4.26153846,0.0,0.10769231,0.03076923,0.77777778,0.38461538,0.0,0.0,0.10769231,3.35384615,0.06711409,0.0033557,0.01444043,0.20938628,0.00671141,2.9,1994.0,36.0,2.0,3.0,0.0,0.0,0.0,12.0,93.0,52.0,30.0,5.0,10.0,20.0,1.0,0.0,3.0,155.0,18.0,32.0,142.0,8.70967742,0.36619718,3.94444444,0.0,0.05555556,0.08333333,0.4,0.5,0.0,0.0,0.33333333,2.58333333,0.06451613,0.01935484,0.03521127,0.14084507,0.0,2.0,1995.0,68.0,2.0,6.0,0.0,0.0,0.0,2.0,214.0,72.0,29.0,8.0,27.0,49.0,8.0,4.0,4.0,308.0,18.0,30.0,277.0,3.6588785,0.2599278,4.07352941,0.0,0.02941176,0.08823529,0.25,0.26470588,0.0,0.0,0.02941176,3.14705882,0.08766234,0.01298701,0.02888087,0.17689531,0.01298701,1.81481481
allenne01,1979.0,50.0,6.0,10.0,5.0,0.0,0.0,8.0,297.0,100.0,39.0,4.0,47.0,65.0,13.0,6.0,0.0,431.0,27.0,46.0,384.0,3.54545455,0.26041667,7.68,0.1,0.12,0.2,0.375,0.54,0.0,0.0,0.16,5.94,0.10904872,0.0,0.01041667,0.16927083,0.01392111,1.38297872,1980.0,59.0,7.0,10.0,0.0,0.0,0.0,22.0,292.0,87.0,40.0,7.0,40.0,79.0,9.0,2.0,0.0,407.0,47.0,43.0,367.0,3.69863014,0.23705722,6.22033898,0.0,0.11864407,0.16949153,0.41176471,0.79661017,0.0,0.0,0.37288136,4.94915254,0.0982801,0.0,0.01907357,0.21525886,0.004914,1.975,1981.0,43.0,7.0,6.0,0.0,0.0,0.0,18.0,200.0,64.0,22.0,4.0,26.0,50.0,8.0,3.0,0.0,286.0,35.0,26.0,260.0,2.97,0.24615385,6.04651163,0.0,0.1627907,0.13953488,0.53846154,0.81395349,0.0,0.0,0.41860465,4.65116279,0.09090909,0.0,0.01538462,0.19230769,0.01048951,1.92307692,1982.0,50.0,3.0,7.0,0.0,0.0,0.0,19.0,194.0,65.0,22.0,5.0,30.0,59.0,5.0,4.0,1.0,279.0,42.0,22.0,248.0,3.06185567,0.26209677,4.96,0.0,0.06,0.14,0.3,0.84,0.0,0.0,0.38,3.88,0.10752688,0.00358423,0.02016129,0.23790323,0.01433692,1.96666667,1983.0,46.0,12.0,13.0,22.0,5.0,3.0,2.0,527.0,179.0,77.0,12.0,84.0,106.0,9.0,8.0,1.0,762.0,12.0,84.0,677.0,3.94497154,0.26440177,14.7173913,0.47826087,0.26086957,0.2826087,0.48,0.26086957,0.10869565,0.06521739,0.04347826,11.45652174,0.11023622,0.00131234,0.01772526,0.15657312,0.01049869,1.26190476,1984.0,57.0,9.0,6.0,1.0,0.0,0.0,3.0,357.0,105.0,47.0,6.0,49.0,66.0,9.0,6.0,0.0,495.0,18.0,54.0,446.0,3.55462185,0.23542601,7.8245614,0.01754386,0.15789474,0.10526316,0.6,0.31578947,0.0,0.0,0.05263158,6.26315789,0.0989899,0.0,0.01345291,0.14798206,0.01212121,1.34693878
