g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,ob,pa,tb,war,ab_per_g,r_per_ab,batting_avg,double_per_ab,triple_per_ab,hr_per_ab,rbi_per_ab,sb_per_ob,cs_per_ob,sb_ratio,bb_per_pa,so_per_ab,slg,obp,rc,rc_per_ab,babip,iso,pa_per_so
84,270.8355503110920403,36.5695129800472002,72.2468354430379747,13.4127869555889294,1.9442179789744690,7.1082385754130015,33.2307444754344561,6.4503325466638061,2.8958378030465565,25.3339412143316885,46.6980261746406351,2.1269040978330830,2.1982407208753486,2.2811628405921476,2.2395408710577129,5.8922977901737825,101.9059214760780948,305.0153400557820210,110.8727740828148466,0,3.1997477947886039,0.13502478879911467726,0.26675536265476413508,0.04952373106182881410,0.00717859223702821174,0.02624558913055619039,0.12269712907801193712,0.06329693557776217490,0.02841677658276550659,0.69015781922525107604,0.08305792492173852490,0.17242206985383381741,0.40937304558231794383,0.33192482784437281181,36.5299320650298380,0.12334130661764681491,0.29707185434221907375,0.14261768292755380875,6.3422271943103793
