player_id,active_years,extra_stints,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,ob,pa,tb,war,ab_per_g,r_per_ab,batting_avg,double_per_ab,triple_per_ab,hr_per_ab,rbi_per_ab,sb_per_ob,cs_per_ob,sb_ratio,bb_per_pa,so_per_ab,slg,obp,rc,rc_per_ab,babip,iso,pa_per_so
thondi01,6,0,459,1550.0,208.0,433.0,80.0,22.0,23.0,142.0,84.0,31.0,115.0,176.0,13.0,5.0,15.0,11.0,27.0,566.0,1709.0,626.0,24.0,3.37690632,0.13419355,0.27935484,0.05161290,0.01419355,0.01483871,0.09161290,0.14840989,0.05477032,0.73043478,0.06729081,0.11354839,0.40387097,0.32897085,206.03483483,0.12374465,0.30102790,0.12451613,9.46022727
valbulu01,6,0,427,1331.0,144.0,296.0,77.0,4.0,29.0,122.0,5.0,11.0,148.0,282.0,6.0,8.0,5.0,8.0,23.0,458.0,1506.0,468.0,8.9,3.11709602,0.10818933,0.22238918,0.05785124,0.00300526,0.02178813,0.09166041,0.01091703,0.02401747,0.31250000,0.09827357,0.21187077,0.35161533,0.30234114,140.49492901,0.09499319,0.25972763,0.12922615,5.24468085
maldoca03,3,0,25,54.0,3.0,10.0,1.0,0.0,3.0,7.0,1.0,0.0,7.0,20.0,3.0,0.0,0.0,1.0,2.0,20.0,65.0,20.0,-0.1,2.16000000,0.05555556,0.18518519,0.01851852,0.00000000,0.05555556,0.12962963,0.05000000,0.00000000,1.00000000,0.10769231,0.37037037,0.37037037,0.27419355,5.57377049,0.09137329,0.21875000,0.18518519,3.05000000
fordle01,5,0,494,1514.0,228.0,412.0,80.0,10.0,32.0,172.0,47.0,10.0,147.0,236.0,5.0,37.0,6.0,12.0,34.0,601.0,1721.0,608.0,8.5,3.06477733,0.15059445,0.27212682,0.05284016,0.00660502,0.02113606,0.11360634,0.07820300,0.01663894,0.82456140,0.08541546,0.15587847,0.40158520,0.34853801,204.61890427,0.12319019,0.30206677,0.12945839,7.03813559
rileser01,6,1,678,2019.0,259.0,534.0,75.0,16.0,37.0,228.0,15.0,23.0,191.0,316.0,9.0,6.0,19.0,21.0,53.0,740.0,2265.0,752.0,6.0,2.97787611,0.12828133,0.26448737,0.03714710,0.00792472,0.01832590,0.11292719,0.02027027,0.03108108,0.39473684,0.08432671,0.15651313,0.37246161,0.32677693,246.69683258,0.11162753,0.29460581,0.10797424,6.99367089
bergmda01,5,0,219,300.0,32.0,70.0,11.0,2.0,1.0,18.0,3.0,0.0,51.0,49.0,11.0,0.0,4.0,3.0,6.0,132.0,369.0,88.0,7.1,1.36986301,0.10666667,0.23333333,0.03666667,0.00666667,0.00333333,0.06000000,0.02272727,0.00000000,1.00000000,0.13821138,0.16333333,0.29333333,0.34180791,30.33618234,0.08642787,0.27272727,0.06000000,7.16326531
alicelu01,4,0,349,992.0,101.0,242.0,41.0,18.0,6.0,102.0,14.0,8.0,107.0,145.0,7.0,10.0,7.0,13.0,26.0,366.0,1136.0,337.0,12.1,2.84240688,0.10181452,0.24395161,0.04133065,0.01814516,0.00604839,0.10282258,0.03825137,0.02185792,0.63636364,0.09419014,0.14616935,0.33971774,0.31996435,107.01819836,0.09737780,0.27634660,0.09576613,7.57931034
cruzde01,6,0,854,2919.0,307.0,787.0,185.0,11.0,44.0,324.0,14.0,22.0,91.0,314.0,4.0,18.0,45.0,24.0,88.0,900.0,3101.0,1126.0,7.3,3.41803279,0.10517300,0.26961288,0.06337787,0.00376841,0.01507366,0.11099692,0.01555556,0.02444444,0.38888889,0.02934537,0.10757109,0.38574854,0.29357798,328.44784053,0.10911888,0.28742747,0.11613566,9.58598726
sharpmi01,6,1,477,1106.0,135.0,313.0,56.0,5.0,8.0,111.0,20.0,14.0,134.0,135.0,9.0,4.0,27.0,8.0,21.0,460.0,1288.0,403.0,5.6,2.31865828,0.12206148,0.28300181,0.05063291,0.00452080,0.00723327,0.10036166,0.04347826,0.03043478,0.58823529,0.10403727,0.12206148,0.36437613,0.36022364,145.27500000,0.11715726,0.31410917,0.08137432,9.18518519
lansimi01,6,0,830,3149.0,413.0,870.0,204.0,11.0,61.0,331.0,106.0,33.0,232.0,423.0,14.0,35.0,35.0,15.0,86.0,1151.0,3480.0,1279.0,9.7,3.79397590,0.13115275,0.27627818,0.06478247,0.00349317,0.01937123,0.10511273,0.09209383,0.02867072,0.76258993,0.06666667,0.13432836,0.40616069,0.33139027,416.87607217,0.12329964,0.30186567,0.12988250,7.99290780
hermije01,6,1,589,1930.0,241.0,500.0,101.0,7.0,63.0,239.0,21.0,8.0,206.0,484.0,15.0,20.0,4.0,8.0,40.0,741.0,2183.0,804.0,2.7,3.27674024,0.12487047,0.25906736,0.05233161,0.00362694,0.03264249,0.12383420,0.02834008,0.01079622,0.72413793,0.09436555,0.25077720,0.41658031,0.33548983,265.74157303,0.12441085,0.31416247,0.15751295,4.41322314
kuntzru01,6,1,272,436.0,75.0,104.0,23.0,0.0,5.0,38.0,5.0,2.0,58.0,104.0,1.0,2.0,1.0,3.0,12.0,165.0,501.0,142.0,-0.9,1.60294118,0.17201835,0.23853211,0.05275229,0.00000000,0.01146789,0.08715596,0.03030303,0.01212121,0.71428571,0.11576846,0.23853211,0.32568807,0.32865731,46.56680162,0.09426478,0.30000000,0.08715596,4.75000000
kearnbo01,5,0,266,800.0,79.0,185.0,38.0,1.0,15.0,80.0,8.0,9.0,43.0,132.0,1.0,8.0,13.0,7.0,19.0,237.0,872.0,270.0,3.9,3.00751880,0.09875000,0.23125000,0.04750000,0.00125000,0.01875000,0.10000000,0.03375527,0.03797468,0.47058824,0.04931193,0.16500000,0.33750000,0.27505828,73.02491103,0.08662504,0.25757576,0.10625000,6.38636364
merlolo01,6,1,338,871.0,111.0,235.0,54.0,6.0,10.0,95.0,7.0,6.0,71.0,165.0,4.0,14.0,14.0,9.0,28.0,324.0,983.0,331.0,3.0,2.57692308,0.12743972,0.26980482,0.06199770,0.00688863,0.01148106,0.10907003,0.02160494,0.01851852,0.53846154,0.07222787,0.18943743,0.38002296,0.33160622,107.52229299,0.11414256,0.31914894,0.11021814,5.70909091
bryest01,6,0,450,1383.0,161.0,360.0,65.0,10.0,20.0,133.0,12.0,11.0,104.0,196.0,5.0,8.0,9.0,7.0,31.0,477.0,1516.0,505.0,5.5,3.07333333,0.11641359,0.26030369,0.04699928,0.00723066,0.01446132,0.09616775,0.02515723,0.02306080,0.52173913,0.06860158,0.14172090,0.36514823,0.31424767,157.57901816,0.10597109,0.28960818,0.10484454,7.58673469
lambmi01,6,0,594,1729.0,243.0,474.0,83.0,10.0,45.0,228.0,5.0,5.0,136.0,270.0,16.0,14.0,8.0,15.0,38.0,640.0,1918.0,712.0,4.1,2.91077441,0.14054367,0.27414691,0.04800463,0.00578369,0.02602660,0.13186813,0.00781250,0.00781250,0.50000000,0.07090719,0.15615963,0.41179873,0.32946146,232.87935657,0.12486829,0.30020994,0.13765182,6.90740741
avilaal01,6,0,616,1906.0,225.0,470.0,106.0,7.0,62.0,269.0,7.0,6.0,285.0,587.0,12.0,11.0,8.0,16.0,48.0,778.0,2238.0,776.0,14.7,3.09415584,0.11804827,0.24658972,0.05561385,0.00367261,0.03252886,0.14113326,0.00899743,0.00771208,0.53846154,0.12734584,0.30797482,0.40713536,0.34535618,267.40301232,0.12204610,0.32050275,0.16054565,3.73253833
wilsojo03,4,3,296,845.0,71.0,192.0,41.0,6.0,7.0,62.0,12.0,4.0,43.0,179.0,1.0,22.0,6.0,4.0,15.0,258.0,921.0,266.0,0.2,2.85472973,0.08402367,0.22721893,0.04852071,0.00710059,0.00828402,0.07337278,0.04651163,0.01550388,0.75000000,0.04668838,0.21183432,0.31479290,0.28118162,70.39414414,0.07927268,0.27903469,0.08757396,4.96089385
madlobi01,6,0,683,2538.0,372.0,824.0,145.0,20.0,59.0,297.0,67.0,42.0,238.0,181.0,53.0,29.0,17.0,19.0,78.0,1144.0,2894.0,1186.0,38.0,3.71595900,0.14657210,0.32466509,0.05713160,0.00788022,0.02324665,0.11702128,0.05856643,0.03671329,0.61467890,0.08223912,0.07131600,0.46729708,0.38633144,453.72190202,0.16344449,0.33016832,0.14263199,15.33701657
merulma01,5,0,147,301.0,18.0,61.0,3.0,1.0,6.0,32.0,0.0,1.0,18.0,42.0,1.0,1.0,5.0,6.0,4.0,81.0,332.0,84.0,-2.0,2.04761905,0.05980066,0.20265781,0.00996678,0.00332226,0.01993355,0.10631229,0.00000000,0.01234568,0.00000000,0.05421687,0.13953488,0.27906977,0.24539877,20.80250784,0.06521162,0.21235521,0.07641196,7.59523810
stankan01,6,0,352,699.0,96.0,173.0,40.0,3.0,4.0,51.0,16.0,9.0,73.0,108.0,3.0,9.0,18.0,3.0,18.0,258.0,805.0,231.0,2.1,1.98579545,0.13733906,0.24749642,0.05722461,0.00429185,0.00572246,0.07296137,0.06201550,0.03488372,0.64000000,0.09068323,0.15450644,0.33047210,0.32525510,73.60880829,0.09534820,0.28644068,0.08297568,7.14814815
ojedaau01,5,0,178,375.0,48.0,82.0,13.0,2.0,5.0,31.0,3.0,2.0,38.0,42.0,3.0,4.0,9.0,5.0,6.0,127.0,434.0,114.0,3.3,2.10674157,0.12800000,0.21866667,0.03466667,0.00533333,0.01333333,0.08266667,0.02362205,0.01574803,0.60000000,0.08755760,0.11200000,0.30400000,0.29383886,33.12348668,0.08020215,0.23123123,0.08533333,9.83333333
murphda07,6,1,560,1797.0,246.0,504.0,105.0,10.0,58.0,258.0,41.0,14.0,169.0,332.0,11.0,1.0,5.0,20.0,31.0,685.0,2003.0,803.0,10.3,3.20892857,0.13689482,0.28046745,0.05843072,0.00556483,0.03227602,0.14357262,0.05985401,0.02043796,0.74545455,0.08437344,0.18475237,0.44685587,0.33920483,274.88250254,0.13981816,0.31254380,0.16638843,5.92168675
kotsama01,6,0,740,2639.0,370.0,750.0,136.0,30.0,58.0,298.0,63.0,34.0,216.0,311.0,10.0,6.0,15.0,23.0,67.0,982.0,2909.0,1120.0,21.8,3.56621622,0.14020462,0.28419856,0.05153467,0.01136794,0.02197802,0.11292156,0.06415479,0.03462322,0.64948454,0.07425232,0.11784767,0.42440318,0.33703190,378.95621716,0.13273423,0.30178805,0.14020462,9.18006431
hernara02,6,0,706,2278.0,286.0,586.0,118.0,1.0,78.0,326.0,4.0,1.0,204.0,331.0,7.0,36.0,29.0,24.0,70.0,833.0,2578.0,940.0,21.7,3.22662890,0.12554873,0.25724320,0.05179982,0.00043898,0.03424056,0.14310799,0.00480192,0.00120048,0.80000000,0.07913111,0.14530290,0.41264267,0.32494099,299.19419823,0.12054561,0.26835711,0.15539947,7.49848943
renteed01,6,0,838,3205.0,477.0,895.0,144.0,14.0,49.0,310.0,164.0,64.0,281.0,486.0,9.0,16.0,52.0,33.0,92.0,1201.0,3596.0,1214.0,32.3,3.82458234,0.14882995,0.27925117,0.04492980,0.00436817,0.01528861,0.09672387,0.13655287,0.05328893,0.71929825,0.07814238,0.15163807,0.37878315,0.33719943,409.54216867,0.11748198,0.31298557,0.09953198,7.17283951
cansejo01,6,0,699,2644.0,425.0,715.0,124.0,7.0,165.0,525.0,96.0,40.0,292.0,718.0,25.0,27.0,1.0,35.0,57.0,1059.0,3024.0,1348.0,42.5,3.78254649,0.16074130,0.27042360,0.04689864,0.00264750,0.06240545,0.19856278,0.09065156,0.03777148,0.70588235,0.09656085,0.27155825,0.50983359,0.34489660,462.34196185,0.15747342,0.30623608,0.23940998,4.08913649
grievbe01,6,0,775,2780.0,412.0,756.0,168.0,5.0,106.0,439.0,24.0,5.0,390.0,666.0,15.0,37.0,1.0,11.0,96.0,1198.0,3234.0,1252.0,8.4,3.58709677,0.14820144,0.27194245,0.06043165,0.00179856,0.03812950,0.15791367,0.02003339,0.00417362,0.82758621,0.12059369,0.23956835,0.45035971,0.36761964,452.61577287,0.14278100,0.32194156,0.17841727,4.75975976
roberda06,5,0,455,1514.0,142.0,365.0,63.0,5.0,34.0,150.0,25.0,6.0,91.0,267.0,14.0,6.0,21.0,6.0,25.0,476.0,1652.0,540.0,0.5,3.32747253,0.09379128,0.24108322,0.04161162,0.00330251,0.02245707,0.09907530,0.05252101,0.01260504,0.80645161,0.05508475,0.17635403,0.35667107,0.28571429,153.42056075,0.09558913,0.27153404,0.11558785,6.01123596
francma01,6,0,468,638.0,74.0,163.0,23.0,2.0,13.0,72.0,1.0,1.0,86.0,101.0,16.0,2.0,2.0,4.0,25.0,267.0,748.0,229.0,0.5,1.36324786,0.11598746,0.25548589,0.03605016,0.00313480,0.02037618,0.11285266,0.00374532,0.00374532,0.50000000,0.11497326,0.15830721,0.35893417,0.34383562,78.75828729,0.10878216,0.28409091,0.10344828,7.16831683
sadekmi01,5,0,237,500.0,55.0,110.0,18.0,3.0,3.0,44.0,5.0,1.0,58.0,48.0,5.0,1.0,9.0,2.0,13.0,174.0,575.0,143.0,-0.1,2.10970464,0.11000000,0.22000000,0.03600000,0.00600000,0.00600000,0.08800000,0.02873563,0.00574713,0.83333333,0.10086957,0.09600000,0.28600000,0.30124777,43.05376344,0.07715728,0.23725055,0.06600000,11.62500000
walkech01,5,0,53,93.0,11.0,21.0,0.0,2.0,1.0,9.0,4.0,4.0,7.0,18.0,1.0,1.0,1.0,2.0,1.0,30.0,105.0,28.0,-2.1,1.75471698,0.11827957,0.22580645,0.00000000,0.02150538,0.01075269,0.09677419,0.13333333,0.13333333,0.50000000,0.06666667,0.19354839,0.30107527,0.28155340,7.84000000,0.07840000,0.26315789,0.07526882,5.55555556
benzito01,6,1,722,2341.0,257.0,593.0,115.0,14.0,50.0,317.0,19.0,28.0,149.0,430.0,29.0,12.0,17.0,28.0,34.0,783.0,2576.0,886.0,-2.6,3.24238227,0.10978214,0.25331055,0.04912431,0.00598035,0.02135839,0.13541222,0.02426564,0.03575990,0.40425532,0.05784161,0.18368219,0.37847074,0.29802372,264.02088353,0.10603248,0.28745368,0.12516019,5.79069767
briggda01,5,0,268,629.0,66.0,127.0,20.0,6.0,12.0,52.0,2.0,6.0,45.0,121.0,9.0,6.0,4.0,6.0,15.0,187.0,699.0,195.0,-3.4,2.34701493,0.10492846,0.20190779,0.03179650,0.00953895,0.01907790,0.08267091,0.01069519,0.03208556,0.25000000,0.06437768,0.19236884,0.31001590,0.25947522,49.76261128,0.07383177,0.22908367,0.10810811,5.57024793
huskebu01,5,0,414,1385.0,157.0,366.0,62.0,4.0,55.0,214.0,17.0,13.0,89.0,256.0,12.0,2.0,3.0,19.0,47.0,469.0,1510.0,601.0,0.9,3.34541063,0.11335740,0.26425993,0.04476534,0.00288809,0.03971119,0.15451264,0.03624733,0.02771855,0.56666667,0.05894040,0.18483755,0.43393502,0.30568562,185.51899593,0.12586092,0.28453797,0.16967509,5.75781250
jacobbr01,5,0,460,1646.0,219.0,452.0,75.0,10.0,44.0,208.0,7.0,6.0,136.0,334.0,8.0,3.0,5.0,15.0,46.0,599.0,1813.0,679.0,14.9,3.57826087,0.13304982,0.27460510,0.04556501,0.00607533,0.02673147,0.12636695,0.01168614,0.01001669,0.53846154,0.07501379,0.20291616,0.41251519,0.32833333,224.04713805,0.12572791,0.31800468,0.13791009,5.33532934
grosswa01,6,0,607,1839.0,212.0,426.0,77.0,8.0,67.0,229.0,16.0,13.0,278.0,277.0,26.0,14.0,16.0,17.0,27.0,744.0,2190.0,720.0,15.1,3.02965404,0.11528004,0.23164763,0.04187058,0.00435019,0.03643284,0.12452420,0.02150538,0.01747312,0.55172414,0.12694064,0.15062534,0.39151713,0.33426443,239.43316013,0.11310022,0.23743386,0.15986949,7.64259928
whitero02,6,0,529,1927.0,285.0,551.0,115.0,17.0,68.0,266.0,73.0,29.0,140.0,342.0,6.0,28.0,3.0,13.0,50.0,725.0,2117.0,904.0,28.3,3.64272212,0.14789829,0.28593669,0.05967826,0.00882200,0.03528801,0.13803840,0.10068966,0.04000000,0.71568627,0.06613132,0.17747794,0.46912299,0.34108159,302.20803096,0.14620611,0.31568627,0.18318630,6.04385965
eldrebr01,3,0,85,260.0,30.0,53.0,11.0,0.0,15.0,33.0,1.0,1.0,16.0,103.0,1.0,4.0,0.0,2.0,6.0,74.0,283.0,109.0,-1.3,3.05882353,0.11538462,0.20384615,0.04230769,0.00000000,0.05769231,0.12692308,0.01351351,0.01351351,0.50000000,0.05653710,0.39615385,0.41923077,0.25886525,27.25000000,0.09873188,0.26388889,0.21538462,2.67961165
cancero01,1,0,15,44.0,5.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,11.0,48.0,10.0,-0.4,2.93333333,0.11363636,0.18181818,0.04545455,0.00000000,0.00000000,0.11363636,0.00000000,0.00000000,-1,0.04166667,0.27272727,0.22727273,0.23404255,2.17391304,0.04725898,0.25000000,0.04545455,3.83333333
caprani01,3,0,29,25.0,5.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,9.0,29.0,8.0,-0.2,0.86206897,0.20000000,0.20000000,0.00000000,0.00000000,0.04000000,0.04000000,0.22222222,0.11111111,0.66666667,0.10344828,0.16000000,0.32000000,0.31034483,2.28571429,0.08163265,0.20000000,0.12000000,7.00000000
alomasa02,6,0,344,1163.0,117.0,306.0,59.0,3.0,18.0,137.0,10.0,9.0,60.0,134.0,7.0,17.0,11.0,11.0,25.0,390.0,1269.0,425.0,13.9,3.38081395,0.10060189,0.26311264,0.05073087,0.00257954,0.01547721,0.11779880,0.02564103,0.02307692,0.52631579,0.04728132,0.11521926,0.36543422,0.30615508,127.18724448,0.10399611,0.28180039,0.10232158,9.12686567
washicl01,6,1,713,2649.0,343.0,741.0,134.0,30.0,46.0,316.0,128.0,68.0,141.0,488.0,29.0,16.0,10.0,24.0,59.0,927.0,2869.0,1073.0,19.3,3.71528752,0.12948282,0.27972820,0.05058513,0.01132503,0.01736504,0.11929030,0.13807983,0.07335491,0.65306122,0.04914604,0.18422046,0.40505851,0.31731449,339.20645161,0.12157937,0.32491819,0.12533031,5.71721311
maynebr01,6,0,399,1113.0,104.0,275.0,50.0,3.0,8.0,119.0,6.0,12.0,94.0,170.0,13.0,4.0,18.0,7.0,36.0,386.0,1249.0,355.0,3.0,2.78947368,0.09344115,0.24707996,0.04492363,0.00269542,0.00718778,0.10691824,0.01554404,0.03108808,0.33333333,0.07526021,0.15274034,0.31895777,0.30623974,108.52941176,0.08991666,0.28343949,0.07187781,7.10000000
reedjo01,6,0,715,2658.0,361.0,743.0,180.0,7.0,17.0,227.0,23.0,26.0,319.0,227.0,9.0,16.0,57.0,17.0,68.0,1087.0,3076.0,988.0,15.7,3.71748252,0.13581640,0.27953348,0.06772009,0.00263356,0.00639579,0.08540256,0.02115915,0.02391904,0.46938776,0.10370611,0.08540256,0.37170805,0.35813953,352.45414847,0.11839239,0.29864253,0.09217457,13.11453744
younger03,6,1,504,1420.0,221.0,358.0,54.0,18.0,8.0,83.0,138.0,33.0,130.0,273.0,2.0,14.0,21.0,4.0,13.0,504.0,1591.0,472.0,1.6,2.81746032,0.15563380,0.25211268,0.03802817,0.01267606,0.00563380,0.05845070,0.27380952,0.06547619,0.80701754,0.08170962,0.19225352,0.33239437,0.32015306,148.60387097,0.09587347,0.30621172,0.08028169,5.67765568
whitfte01,6,0,427,1294.0,172.0,370.0,62.0,10.0,22.0,119.0,13.0,18.0,90.0,180.0,12.0,8.0,26.0,11.0,30.0,480.0,1441.0,518.0,5.9,3.03044496,0.13292117,0.28593509,0.04791345,0.00772798,0.01700155,0.09196291,0.02708333,0.03750000,0.41935484,0.06245663,0.13910355,0.40030912,0.33357092,172.16763006,0.12439858,0.31550317,0.11437403,7.68888889
paytoja01,6,1,572,1924.0,272.0,559.0,93.0,14.0,69.0,245.0,23.0,24.0,121.0,249.0,4.0,20.0,7.0,14.0,58.0,704.0,2090.0,887.0,15.3,3.36363636,0.14137214,0.29054054,0.04833680,0.00727651,0.03586279,0.12733888,0.03267045,0.03409091,0.48936170,0.05789474,0.12941788,0.46101871,0.33670034,294.94376528,0.14422678,0.30246914,0.17047817,8.21285141
reynocr01,6,0,604,1984.0,204.0,515.0,60.0,25.0,13.0,144.0,29.0,20.0,95.0,157.0,4.0,8.0,73.0,16.0,19.0,622.0,2180.0,664.0,13.4,3.28476821,0.10282258,0.25957661,0.03024194,0.01260081,0.00655242,0.07258065,0.04662379,0.03215434,0.59183673,0.04357798,0.07913306,0.33467742,0.29386591,194.82443482,0.09371065,0.27431694,0.07510081,13.24203822
mcclasc01,1,0,9,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,5.0,23.0,2.0,-0.5,2.22222222,0.10000000,0.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1,0.08695652,0.30000000,0.10000000,0.21739130,0.36363636,0.01652893,0.14285714,0.00000000,3.66666667
youngmi02,6,0,743,2985.0,468.0,887.0,150.0,35.0,80.0,373.0,39.0,15.0,205.0,487.0,3.0,8.0,25.0,25.0,68.0,1103.0,3251.0,1347.0,24.1,4.01749664,0.15678392,0.29715243,0.05025126,0.01172529,0.02680067,0.12495812,0.03535811,0.01359927,0.72222222,0.06305752,0.16314908,0.45125628,0.34129693,461.10470219,0.14454693,0.33033156,0.15410385,6.55030801
hilldo01,6,0,551,1695.0,197.0,436.0,62.0,11.0,22.0,174.0,20.0,9.0,111.0,171.0,5.0,1.0,36.0,15.0,36.0,553.0,1863.0,586.0,5.2,3.07622505,0.11622419,0.25722714,0.03657817,0.00648968,0.01297935,0.10265487,0.03616637,0.01627486,0.68965517,0.05958132,0.10088496,0.34572271,0.30076839,177.48726467,0.09827645,0.27290705,0.08849558,10.56140351
snidetr01,6,1,403,1224.0,153.0,295.0,73.0,4.0,37.0,146.0,20.0,10.0,107.0,359.0,7.0,5.0,3.0,8.0,16.0,414.0,1354.0,487.0,4.8,3.03722084,0.12500000,0.24101307,0.05964052,0.00326797,0.03022876,0.11928105,0.04830918,0.02415459,0.66666667,0.07902511,0.29330065,0.39787582,0.30282738,147.08790383,0.11050932,0.30861244,0.15686275,3.70752089
hernake01,6,0,688,2308.0,373.0,676.0,151.0,28.0,47.0,328.0,35.0,21.0,314.0,321.0,34.0,7.0,6.0,17.0,52.0,1031.0,2686.0,1024.0,60.2,3.35465116,0.16161179,0.29289428,0.06542461,0.01213172,0.02036395,0.14211438,0.03394762,0.02036857,0.62500000,0.11690246,0.13908146,0.44367418,0.37679516,386.63615561,0.14745849,0.32141032,0.15077990,8.16822430
lopezme01,6,1,172,384.0,41.0,98.0,18.0,5.0,5.0,36.0,7.0,2.0,23.0,97.0,1.0,3.0,7.0,2.0,9.0,125.0,420.0,141.0,-0.5,2.23255814,0.10677083,0.25520833,0.04687500,0.01302083,0.01302083,0.09375000,0.05600000,0.01600000,0.77777778,0.05476190,0.25260417,0.36718750,0.30097087,41.91891892,0.10299489,0.32746479,0.11197917,4.19587629
zeileto01,6,0,723,2567.0,340.0,682.0,143.0,13.0,70.0,372.0,32.0,32.0,328.0,387.0,19.0,10.0,1.0,33.0,66.0,1039.0,2958.0,1061.0,19.3,3.55048409,0.13245033,0.26567978,0.05570705,0.00506428,0.02726919,0.14491624,0.03079885,0.03079885,0.50000000,0.11088573,0.15075964,0.41332295,0.34717495,370.15889465,0.12786145,0.28558096,0.14764316,7.48062016
zoskyed01,3,0,32,39.0,3.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,7.0,41.0,12.0,-0.6,1.21875000,0.07692308,0.17948718,0.02564103,0.05128205,0.00000000,0.07692308,0.00000000,0.00000000,-1,0.00000000,0.25641026,0.30769231,0.17500000,2.15384615,0.05522682,0.23333333,0.12820513,3.90000000
ellsbja01,6,0,581,2335.0,384.0,693.0,124.0,23.0,56.0,261.0,189.0,42.0,173.0,319.0,6.0,24.0,13.0,17.0,37.0,896.0,2568.0,1031.0,30.8,4.01893287,0.16445396,0.29678801,0.05310493,0.00985011,0.02398287,0.11177730,0.21093750,0.04687500,0.81818182,0.06736760,0.13661670,0.44154176,0.34915653,355.99920255,0.14194546,0.32220536,0.14475375,7.86206897
callaal01,6,1,595,2012.0,227.0,565.0,108.0,14.0,27.0,204.0,18.0,8.0,173.0,175.0,15.0,4.0,3.0,16.0,62.0,757.0,2223.0,782.0,9.0,3.38151261,0.11282306,0.28081511,0.05367793,0.00695825,0.01341948,0.10139165,0.02377807,0.01056803,0.69230769,0.07782276,0.08697813,0.38866799,0.33650794,264.12631579,0.12088161,0.29463308,0.10785288,12.48571429
haltesh01,6,0,530,1425.0,158.0,367.0,83.0,16.0,29.0,154.0,14.0,17.0,112.0,307.0,3.0,15.0,29.0,14.0,35.0,497.0,1598.0,569.0,6.4,2.68867925,0.11087719,0.25754386,0.05824561,0.01122807,0.02035088,0.10807018,0.02816901,0.03420523,0.45161290,0.07008761,0.21543860,0.39929825,0.31545338,177.32661028,0.11537190,0.30643699,0.14175439,5.00651466
oquenjo01,5,0,541,1354.0,151.0,349.0,35.0,2.0,9.0,110.0,28.0,23.0,155.0,175.0,21.0,4.0,26.0,13.0,29.0,529.0,1573.0,415.0,13.8,2.50277264,0.11152142,0.25775480,0.02584934,0.00147710,0.00664697,0.08124077,0.05293006,0.04347826,0.54901961,0.09853783,0.12924668,0.30649926,0.33289646,138.60834990,0.09185444,0.28740490,0.04874446,8.62285714
kingje01,6,0,617,2125.0,267.0,539.0,110.0,10.0,51.0,295.0,25.0,20.0,171.0,247.0,13.0,10.0,15.0,32.0,50.0,733.0,2366.0,822.0,16.9,3.44408428,0.12564706,0.25364706,0.05176471,0.00470588,0.02400000,0.13882353,0.03410641,0.02728513,0.55555556,0.07227388,0.11623529,0.38682353,0.30795552,254.18989547,0.11070988,0.26250672,0.13317647,9.29554656
drewjd01,6,0,597,1897.0,355.0,535.0,86.0,18.0,96.0,280.0,59.0,19.0,271.0,413.0,12.0,27.0,16.0,13.0,27.0,845.0,2236.0,945.0,44.8,3.17755444,0.18713759,0.28202425,0.04533474,0.00948867,0.05060622,0.14760148,0.06982249,0.02248521,0.75641026,0.12119857,0.21771218,0.49815498,0.37726449,351.32380074,0.16204972,0.31334761,0.21613073,5.24939467
faheybi01,5,0,106,260.0,24.0,55.0,5.0,1.0,2.0,22.0,5.0,0.0,24.0,40.0,0.0,2.0,5.0,0.0,6.0,81.0,291.0,68.0,2.4,2.45283019,0.09230769,0.21153846,0.01923077,0.00384615,0.00769231,0.08461538,0.06172840,0.00000000,1.00000000,0.08247423,0.15384615,0.26153846,0.28321678,18.91549296,0.06660385,0.24311927,0.05000000,7.10000000
valenel01,6,0,616,2275.0,289.0,660.0,133.0,11.0,92.0,343.0,56.0,28.0,144.0,319.0,9.0,6.0,4.0,18.0,59.0,819.0,2456.0,1091.0,17.2,3.69318182,0.12703297,0.29010989,0.05846154,0.00483516,0.04043956,0.15076923,0.06837607,0.03418803,0.66666667,0.05863192,0.14021978,0.47956044,0.33155956,362.61430343,0.14990256,0.30180659,0.18945055,7.58307210
vandejo02,6,0,532,851.0,106.0,214.0,36.0,11.0,25.0,125.0,14.0,7.0,103.0,176.0,11.0,2.0,0.0,6.0,15.0,330.0,973.0,347.0,6.1,1.59962406,0.12455934,0.25146886,0.04230317,0.01292597,0.02937720,0.14688602,0.04242424,0.02121212,0.66666667,0.10585817,0.20681551,0.40775558,0.33160083,115.30293501,0.12086262,0.28810976,0.15628672,5.42045455
