player_id,active_years,extra_stints,g,w,l,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,ibb,wp,hbp,bfp,gf,r,tbf,war,era,baopp,tbf_per_g,starter_ratio,w_per_g,l_per_g,p_win,gf_per_g,cg_per_g,sho_per_g,sv_per_g,ipouts_per_g,bb_per_bfp,hbp_per_bfp,hr_per_tbf,so_per_tbf,wp_per_bfp,so_per_bb
gregelu01,6,0,435,22,27,0,0,0,19,1258.0,330,128,29,122,411,22.0,16.0,14.0,1702.0,76.0,145,1540.0,6.9,2.74721781,0.21428571,3.54022989,0.00000000,0.05057471,0.06206897,0.44897959,0.17471264,0.00000000,0.00000000,0.04367816,2.89195402,0.07168038,0.00822562,0.01883117,0.26688312,0.00940071,3.36885246
towerjo01,6,0,112,40,45,97,4,2,1,1857.0,752,336,104,100,311,10.0,5.0,28.0,2664.0,6.0,365,2504.0,2.4,4.88529887,0.30031949,22.35714286,0.86607143,0.35714286,0.40178571,0.47058824,0.05357143,0.03571429,0.01785714,0.00892857,16.58035714,0.03753754,0.01051051,0.04153355,0.12420128,0.00187688,3.11000000
mintogr01,6,0,141,10,15,6,0,0,23,730.0,227,89,4,96,99,18.0,22.0,5.0,1020.0,64.0,107,919.0,17.0,3.29178082,0.24700762,6.51773050,0.04255319,0.07092199,0.10638298,0.40000000,0.45390071,0.00000000,0.00000000,0.16312057,5.17730496,0.09411765,0.00490196,0.00435256,0.10772579,0.02156863,1.03125000
hillesh01,6,2,163,21,32,51,1,1,10,1364.0,443,217,46,205,303,15.0,20.0,9.0,1977.0,53.0,236,1763.0,1.7,4.29545455,0.25127623,10.81595092,0.31288344,0.12883436,0.19631902,0.39622642,0.32515337,0.00613497,0.00613497,0.06134969,8.36809816,0.10369246,0.00455235,0.02609189,0.17186614,0.01011634,1.47804878
cruzju02,6,0,187,19,30,38,0,0,1,1207.0,367,193,41,203,377,12.0,11.0,34.0,1772.0,58.0,218,1495.0,5.2,4.31731566,0.24548495,7.99465241,0.20320856,0.10160428,0.16042781,0.38775510,0.31016043,0.00000000,0.00000000,0.00534759,6.45454545,0.11455982,0.01918736,0.02742475,0.25217391,0.00620767,1.85714286
contrjo01,6,1,163,65,50,152,5,3,0,2856.0,951,483,111,341,693,9.0,64.0,50.0,4121.0,4.0,531,3677.0,13.5,4.56617647,0.25863476,22.55828221,0.93251534,0.39877301,0.30674847,0.56521739,0.02453988,0.03067485,0.01840491,0.00000000,17.52147239,0.08274691,0.01213298,0.03018765,0.18846886,0.01553021,2.03225806
weathda01,6,1,125,17,24,57,0,0,0,1133.0,455,230,34,185,235,21.0,19.0,18.0,1745.0,15.0,253,1542.0,11.1,5.48102383,0.29507134,12.33600000,0.45600000,0.13600000,0.19200000,0.41463415,0.12000000,0.00000000,0.00000000,0.00000000,9.06400000,0.10601719,0.01031519,0.02204929,0.15239948,0.01088825,1.27027027
nelsoje01,6,0,377,20,24,0,0,0,13,1245.0,349,153,32,198,419,44.0,15.0,34.0,1779.0,120.0,173,1547.0,15.1,3.31807229,0.22559793,4.10344828,0.00000000,0.05305040,0.06366048,0.45454545,0.31830239,0.00000000,0.00000000,0.03448276,3.30238727,0.11129848,0.01911186,0.02068520,0.27084680,0.00843170,2.11616162
rozemda01,6,0,150,42,37,96,35,7,8,2404.0,796,296,79,186,292,30.0,18.0,24.0,3308.0,32.0,337,3098.0,15.8,3.32445923,0.25693996,20.65333333,0.64000000,0.28000000,0.24666667,0.53164557,0.21333333,0.23333333,0.04666667,0.05333333,16.02666667,0.05622733,0.00725514,0.02550032,0.09425436,0.00544135,1.56989247
urbinug01,6,0,251,29,25,21,0,0,110,1080.0,287,137,42,161,423,15.0,17.0,2.0,1518.0,184.0,152,1355.0,13.3,3.42500000,0.21180812,5.39840637,0.08366534,0.11553785,0.09960159,0.53703704,0.73306773,0.00000000,0.00000000,0.43824701,4.30278884,0.10606061,0.00131752,0.03099631,0.31217712,0.01119895,2.62732919
charlno01,6,0,272,32,27,37,1,1,47,1606.0,451,176,38,207,469,21.0,39.0,17.0,2222.0,125.0,206,1998.0,8.5,2.95890411,0.22572573,7.34558824,0.13602941,0.11764706,0.09926471,0.54237288,0.45955882,0.00367647,0.00367647,0.17279412,5.90441176,0.09315932,0.00765077,0.01901902,0.23473473,0.01755176,2.26570048
guantce01,6,0,224,16,19,0,0,0,21,1199.0,341,149,33,156,339,20.0,13.0,15.0,1680.0,99.0,169,1509.0,6.4,3.35529608,0.22597747,6.73660714,0.00000000,0.07142857,0.08482143,0.45714286,0.44196429,0.00000000,0.00000000,0.09375000,5.35267857,0.09285714,0.00892857,0.02186879,0.22465209,0.00773810,2.17307692
eichhma01,3,0,165,24,15,7,0,0,14,968.0,255,98,26,111,278,28.0,8.0,13.0,1323.0,65.0,107,1199.0,19.3,2.73347107,0.21267723,7.26666667,0.04242424,0.14545455,0.09090909,0.61538462,0.39393939,0.00000000,0.00000000,0.08484848,5.86666667,0.08390023,0.00982615,0.02168474,0.23185988,0.00604686,2.50450450
arroybr01,6,0,126,33,33,90,1,0,1,1765.0,611,300,62,190,367,23.0,17.0,43.0,2559.0,6.0,349,2290.0,25.8,4.58923513,0.26681223,18.17460317,0.71428571,0.26190476,0.26190476,0.50000000,0.04761905,0.00793651,0.00000000,0.00793651,14.00793651,0.07424775,0.01680344,0.02707424,0.16026201,0.00664322,1.93157895
mahlemi01,6,0,79,12,24,44,2,0,0,819.0,298,159,32,133,188,14.0,17.0,11.0,1243.0,13.0,181,1099.0,1.6,5.24175824,0.27115560,13.91139241,0.55696203,0.15189873,0.30379747,0.33333333,0.16455696,0.02531646,0.00000000,0.00000000,10.36708861,0.10699920,0.00884956,0.02911738,0.17106460,0.01367659,1.41353383
reuscri01,6,0,213,82,74,203,43,15,3,4058.0,1370,511,83,379,882,48.0,38.0,33.0,5706.0,7.0,588,5294.0,68.3,3.39995071,0.25878353,24.85446009,0.95305164,0.38497653,0.34741784,0.52564103,0.03286385,0.20187793,0.07042254,0.01408451,19.05164319,0.06642131,0.00578339,0.01567813,0.16660370,0.00665966,2.32717678
almanar01,6,0,248,14,13,0,0,0,2,632.0,184,114,33,133,230,13.0,7.0,6.0,932.0,48.0,122,774.0,-0.4,4.87025316,0.23772610,3.12096774,0.00000000,0.05645161,0.05241935,0.51851852,0.19354839,0.00000000,0.00000000,0.00806452,2.54838710,0.14270386,0.00643777,0.04263566,0.29715762,0.00751073,1.72932331
sorenla01,6,0,184,69,68,172,59,9,2,3551.0,1316,522,89,254,366,25.0,17.0,16.0,4978.0,6.0,576,4708.0,13.7,3.96902281,0.27952421,25.58695652,0.93478261,0.37500000,0.36956522,0.50364964,0.03260870,0.32065217,0.04891304,0.01086957,19.29891304,0.05102451,0.00321414,0.01890399,0.07774002,0.00341503,1.44094488
niemara01,5,0,81,4,5,9,3,2,3,463.0,167,83,6,63,81,10.0,8.0,4.0,681.0,22.0,90,614.0,-1.1,4.84017279,0.27198697,7.58024691,0.11111111,0.04938272,0.06172840,0.44444444,0.27160494,0.03703704,0.02469136,0.03703704,5.71604938,0.09251101,0.00587372,0.00977199,0.13192182,0.01174743,1.28571429
rodrife01,5,0,203,7,8,1,0,0,8,746.0,235,107,20,133,225,7.0,14.0,12.0,1102.0,86.0,118,952.0,8.2,3.87265416,0.24684874,4.68965517,0.00492611,0.03448276,0.03940887,0.46666667,0.42364532,0.00000000,0.00000000,0.03940887,3.67487685,0.12068966,0.01088929,0.02100840,0.23634454,0.01270417,1.69172932
coreybr01,2,0,4,0,0,0,0,0,0,15.0,6,4,1,2,1,0.0,0.0,1.0,23.0,3.0,4,20.0,-0.1,7.20000000,0.30000000,5.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.75000000,0.00000000,0.00000000,0.00000000,3.75000000,0.08695652,0.04347826,0.05000000,0.05000000,0.00000000,0.50000000
betanra01,6,0,342,22,20,0,0,0,16,1138.0,334,136,39,93,377,23.0,8.0,1.0,1541.0,98.0,145,1426.0,14.0,3.22671353,0.23422160,4.16959064,0.00000000,0.06432749,0.05847953,0.52380952,0.28654971,0.00000000,0.00000000,0.04678363,3.32748538,0.06035042,0.00064893,0.02734923,0.26437588,0.00519143,4.05376344
reyesca01,6,1,261,19,30,26,0,0,3,1470.0,511,248,69,202,330,21.0,25.0,14.0,2150.0,91.0,268,1934.0,3.9,4.55510204,0.26421923,7.40996169,0.09961686,0.07279693,0.11494253,0.38775510,0.34865900,0.00000000,0.00000000,0.01149425,5.63218391,0.09395349,0.00651163,0.03567735,0.17063082,0.01162791,1.63366337
garcija02,5,0,99,39,25,90,3,3,0,1653.0,565,211,41,167,437,7.0,34.0,6.0,2339.0,4.0,258,2128.0,10.9,3.44646098,0.26550752,21.49494949,0.90909091,0.39393939,0.25252525,0.60937500,0.04040404,0.03030303,0.03030303,0.00000000,16.69696970,0.07139803,0.00256520,0.01926692,0.20535714,0.01453613,2.61676647
holmeda01,6,0,254,14,16,0,0,0,51,893.0,290,136,22,121,263,16.0,18.0,7.0,1296.0,133.0,147,1168.0,7.4,4.11198208,0.24828767,4.59842520,0.00000000,0.05511811,0.06299213,0.46666667,0.52362205,0.00000000,0.00000000,0.20078740,3.51574803,0.09336420,0.00540123,0.01883562,0.22517123,0.01388889,2.17355372
brunebr01,6,0,230,16,10,1,0,0,13,664.0,188,105,22,153,218,12.0,13.0,12.0,995.0,64.0,109,814.0,1.3,4.26957831,0.23095823,3.53913043,0.00434783,0.06956522,0.04347826,0.61538462,0.27826087,0.00000000,0.00000000,0.05652174,2.88695652,0.15376884,0.01206030,0.02702703,0.26781327,0.01306533,1.42483660
happja01,6,2,116,35,35,96,4,3,0,1770.0,561,275,74,258,498,10.0,17.0,11.0,2543.0,8.0,292,2216.0,17.4,4.19491525,0.25315884,19.10344828,0.82758621,0.30172414,0.30172414,0.50000000,0.06896552,0.03448276,0.02586207,0.00000000,15.25862069,0.10145497,0.00432560,0.03339350,0.22472924,0.00668502,1.93023256
stiebda01,6,0,186,81,67,184,76,18,0,4167.0,1228,509,100,448,775,22.0,20.0,51.0,5728.0,0.0,556,5229.0,57.0,3.29805616,0.23484414,28.11290323,0.98924731,0.43548387,0.36021505,0.54729730,0.00000000,0.40860215,0.09677419,0.00000000,22.40322581,0.07821229,0.00890363,0.01912412,0.14821190,0.00349162,1.72991071
dayleke01,6,1,192,23,31,33,0,0,20,1094.0,382,159,32,137,272,25.0,14.0,6.0,1574.0,76.0,190,1431.0,2.9,3.92413163,0.26694619,7.45312500,0.17187500,0.11979167,0.16145833,0.42592593,0.39583333,0.00000000,0.00000000,0.10416667,5.69791667,0.08703939,0.00381194,0.02236198,0.19007687,0.00889454,1.98540146
timlimi01,6,0,267,20,20,3,0,0,43,1039.0,328,143,23,152,295,28.0,15.0,9.0,1495.0,149.0,161,1334.0,19.4,3.71607315,0.24587706,4.99625468,0.01123596,0.07490637,0.07490637,0.50000000,0.55805243,0.00000000,0.00000000,0.16104869,3.89138577,0.10167224,0.00602007,0.01724138,0.22113943,0.01003344,1.94078947
kamiesc01,6,0,113,36,39,94,8,0,1,1882.0,644,302,65,282,323,24.0,21.0,19.0,2722.0,7.0,323,2421.0,8.9,4.33262487,0.26600578,21.42477876,0.83185841,0.31858407,0.34513274,0.48000000,0.06194690,0.07079646,0.00000000,0.00884956,16.65486726,0.10360029,0.00698016,0.02684841,0.13341594,0.00771492,1.14539007
holdsfr01,5,1,57,7,10,15,0,0,2,461.0,142,72,13,69,79,6.0,9.0,2.0,649.0,22.0,78,578.0,0.2,4.21691974,0.24567474,10.14035088,0.26315789,0.12280702,0.17543860,0.41176471,0.38596491,0.00000000,0.00000000,0.03508772,8.08771930,0.10631741,0.00308166,0.02249135,0.13667820,0.01386749,1.14492754
brownja01,5,1,140,29,30,53,15,4,3,1581.0,552,237,53,227,323,15.0,21.0,9.0,2284.0,36.0,267,2048.0,2.7,4.04743833,0.26953125,14.62857143,0.37857143,0.20714286,0.21428571,0.49152542,0.25714286,0.10714286,0.02857143,0.02142857,11.29285714,0.09938704,0.00394046,0.02587891,0.15771484,0.00919440,1.42290749
oswalro01,6,0,188,98,47,177,11,4,0,3604.0,1153,407,98,263,1016,18.0,15.0,41.0,4926.0,5.0,443,4537.0,50.0,3.04911210,0.25413269,24.13297872,0.94148936,0.52127660,0.25000000,0.67586207,0.02659574,0.05851064,0.02127660,0.00000000,19.17021277,0.05339017,0.00832318,0.02160018,0.22393652,0.00304507,3.86311787
harkemi01,5,0,71,26,21,71,3,1,0,1267.0,428,184,38,138,215,16.0,15.0,13.0,1802.0,0.0,209,1651.0,5.6,3.92107340,0.25923683,23.25352113,1.00000000,0.36619718,0.29577465,0.55319149,0.00000000,0.04225352,0.01408451,0.00000000,17.84507042,0.07658158,0.00721421,0.02301635,0.13022411,0.00832408,1.55797101
carpech01,6,0,152,49,50,135,12,5,0,2612.0,984,467,111,331,612,8.0,32.0,35.0,3831.0,6.0,520,3452.0,35.6,4.82733538,0.28505214,22.71052632,0.88815789,0.32236842,0.32894737,0.49494949,0.03947368,0.07894737,0.03289474,0.00000000,17.18421053,0.08640042,0.00913600,0.03215527,0.17728853,0.00835291,1.84894260
huismma01,6,2,137,12,11,1,0,0,10,831.0,279,130,35,80,199,7.0,15.0,4.0,1172.0,66.0,144,1088.0,0.7,4.22382671,0.25643382,7.94160584,0.00729927,0.08759124,0.08029197,0.52173913,0.48175182,0.00000000,0.00000000,0.07299270,6.06569343,0.06825939,0.00341297,0.03216912,0.18290441,0.01279863,2.48750000
willira01,3,1,63,3,2,0,0,0,0,146.0,49,32,7,31,47,7.0,0.0,4.0,227.0,13.0,33,189.0,-0.5,5.91780822,0.25925926,3.00000000,0.00000000,0.04761905,0.03174603,0.60000000,0.20634921,0.00000000,0.00000000,0.00000000,2.31746032,0.13656388,0.01762115,0.03703704,0.24867725,0.00000000,1.51612903
feierry01,3,0,25,2,11,19,0,0,0,318.0,147,85,20,44,64,2.0,5.0,5.0,492.0,2.0,85,438.0,-1.5,7.21698113,0.33561644,17.52000000,0.76000000,0.08000000,0.44000000,0.15384615,0.08000000,0.00000000,0.00000000,0.00000000,12.72000000,0.08943089,0.01016260,0.04566210,0.14611872,0.01016260,1.45454545
garlawa01,6,0,135,42,40,77,35,5,6,2217.0,710,281,52,232,340,27.0,21.0,13.0,3091.0,33.0,320,2846.0,7.6,3.42219215,0.24947294,21.08148148,0.57037037,0.31111111,0.29629630,0.51219512,0.24444444,0.25925926,0.03703704,0.04444444,16.42222222,0.07505662,0.00420576,0.01827126,0.11946592,0.00679392,1.46551724
armasto02,6,0,102,32,41,102,0,0,0,1695.0,502,264,67,274,445,27.0,28.0,25.0,2431.0,0.0,291,2085.0,8.3,4.20530973,0.24076739,20.44117647,1.00000000,0.31372549,0.40196078,0.43835616,0.00000000,0.00000000,0.00000000,0.00000000,16.61764706,0.11271082,0.01028383,0.03213429,0.21342926,0.01151789,1.62408759
dawlebi01,6,0,271,27,30,0,0,0,25,1385.0,409,175,49,164,289,35.0,16.0,3.0,1911.0,124.0,187,1744.0,5.6,3.41155235,0.23451835,6.43542435,0.00000000,0.09963100,0.11070111,0.47368421,0.45756458,0.00000000,0.00000000,0.09225092,5.11070111,0.08581894,0.00156986,0.02809633,0.16571101,0.00837258,1.76219512
niedeto01,6,0,295,29,28,0,0,0,63,1272.0,362,130,30,136,340,48.0,5.0,8.0,1735.0,161.0,136,1591.0,10.4,2.75943396,0.22752986,5.39322034,0.00000000,0.09830508,0.09491525,0.50877193,0.54576271,0.00000000,0.00000000,0.21355932,4.31186441,0.07838617,0.00461095,0.01885607,0.21370207,0.00288184,2.50000000
eilanda01,6,0,49,5,14,43,0,0,0,676.0,268,131,29,67,76,5.0,1.0,8.0,990.0,4.0,153,915.0,-2.4,5.23224852,0.29289617,18.67346939,0.87755102,0.10204082,0.28571429,0.26315789,0.08163265,0.00000000,0.00000000,0.00000000,13.79591837,0.06767677,0.00808081,0.03169399,0.08306011,0.00101010,1.13432836
rislebi01,6,0,113,12,9,1,0,0,1,500.0,128,66,24,67,161,5.0,5.0,2.0,680.0,25.0,69,611.0,3.6,3.56400000,0.20949264,5.40707965,0.00884956,0.10619469,0.07964602,0.57142857,0.22123894,0.00000000,0.00000000,0.00884956,4.42477876,0.09852941,0.00294118,0.03927987,0.26350245,0.00735294,2.40298507
watsoal01,6,0,151,45,52,133,3,0,0,2379.0,877,444,120,298,505,4.0,29.0,32.0,3481.0,6.0,487,3151.0,1.0,5.03909206,0.27832434,20.86754967,0.88079470,0.29801325,0.34437086,0.46391753,0.03973510,0.01986755,0.00000000,0.00000000,15.75496689,0.08560758,0.00919276,0.03808315,0.16026658,0.00833094,1.69463087
atchisc01,3,0,53,2,3,0,0,0,0,204.0,68,31,10,25,70,2.0,4.0,1.0,291.0,14.0,31,259.0,3.4,4.10294118,0.26254826,4.88679245,0.00000000,0.03773585,0.05660377,0.40000000,0.26415094,0.00000000,0.00000000,0.00000000,3.84905660,0.08591065,0.00343643,0.03861004,0.27027027,0.01374570,2.80000000
wrighwe01,6,1,302,10,15,4,0,0,2,754.0,240,122,35,113,253,9.0,8.0,16.0,1101.0,58.0,134,961.0,2.0,4.36870027,0.24973985,3.18211921,0.01324503,0.03311258,0.04966887,0.40000000,0.19205298,0.00000000,0.00000000,0.00662252,2.49668874,0.10263397,0.01453224,0.03642040,0.26326743,0.00726612,2.23893805
knudsma01,6,1,105,23,26,52,6,2,0,1324.0,493,208,49,108,169,10.0,12.0,7.0,1895.0,24.0,232,1780.0,1.9,4.24169184,0.27696629,16.95238095,0.49523810,0.21904762,0.24761905,0.46938776,0.22857143,0.05714286,0.01904762,0.00000000,12.60952381,0.05699208,0.00369393,0.02752809,0.09494382,0.00633245,1.56481481
darenvi01,6,1,280,7,15,0,0,0,2,821.0,293,155,31,116,219,18.0,6.0,10.0,1222.0,67.0,164,1078.0,-0.2,5.09744214,0.27179963,3.85000000,0.00000000,0.02500000,0.05357143,0.31818182,0.23928571,0.00000000,0.00000000,0.00714286,2.93214286,0.09492635,0.00818331,0.02875696,0.20315399,0.00490998,1.88793103
valenfe01,6,0,176,78,57,166,64,23,1,3856.0,1069,413,68,455,1032,35.0,41.0,9.0,5261.0,4.0,485,4797.0,37.4,2.89185685,0.22284761,27.25568182,0.94318182,0.44318182,0.32386364,0.57777778,0.02272727,0.36363636,0.13068182,0.00568182,21.90909091,0.08648546,0.00171070,0.01417553,0.21513446,0.00779320,2.26813187
youngcu01,6,0,133,46,33,110,14,3,0,2163.0,724,342,105,209,374,4.0,17.0,24.0,3044.0,5.0,375,2811.0,4.3,4.26907074,0.25755959,21.13533835,0.82706767,0.34586466,0.24812030,0.58227848,0.03759398,0.10526316,0.02255639,0.00000000,16.26315789,0.06865966,0.00788436,0.03735326,0.13304874,0.00558476,1.78947368
nitkocj01,5,1,209,15,27,44,0,0,3,1105.0,392,222,46,190,258,12.0,14.0,25.0,1668.0,25.0,251,1442.0,-0.9,5.42443439,0.27184466,6.89952153,0.21052632,0.07177033,0.12918660,0.35714286,0.11961722,0.00000000,0.00000000,0.01435407,5.28708134,0.11390887,0.01498801,0.03190014,0.17891817,0.00839329,1.35789474
falcope01,6,0,182,43,66,154,15,5,2,2827.0,925,451,96,447,594,32.0,49.0,14.0,4115.0,12.0,495,3654.0,10.2,4.30739300,0.25314724,20.07692308,0.84615385,0.23626374,0.36263736,0.39449541,0.06593407,0.08241758,0.02747253,0.01098901,15.53296703,0.10862697,0.00340219,0.02627258,0.16256158,0.01190765,1.32885906
oroscje01,5,0,202,28,26,4,0,0,53,1076.0,272,98,23,140,298,17.0,5.0,7.0,1461.0,126.0,117,1314.0,22.9,2.45910781,0.20700152,6.50495050,0.01980198,0.13861386,0.12871287,0.51851852,0.62376238,0.00000000,0.00000000,0.26237624,5.32673267,0.09582478,0.00479124,0.01750381,0.22678843,0.00342231,2.12857143
birddo01,6,0,292,49,36,43,3,1,58,2144.0,702,283,62,188,464,38.0,16.0,13.0,2980.0,171.0,315,2779.0,9.2,3.56389925,0.25260885,9.51712329,0.14726027,0.16780822,0.12328767,0.57647059,0.58561644,0.01027397,0.00342466,0.19863014,7.34246575,0.06308725,0.00436242,0.02231018,0.16696653,0.00536913,2.46808511
vandeed01,6,0,387,23,26,17,2,0,20,1446.0,528,209,50,189,296,31.0,22.0,5.0,2103.0,139.0,233,1909.0,6.7,3.90248963,0.27658460,4.93281654,0.04392765,0.05943152,0.06718346,0.46938776,0.35917313,0.00516796,0.00000000,0.05167959,3.73643411,0.08987161,0.00237756,0.02619172,0.15505500,0.01046125,1.56613757
rupejo01,5,0,81,5,3,1,0,0,0,427.0,159,79,13,71,83,3.0,7.0,13.0,637.0,17.0,81,541.0,0.6,4.99531616,0.29390018,6.67901235,0.01234568,0.06172840,0.03703704,0.62500000,0.20987654,0.00000000,0.00000000,0.00000000,5.27160494,0.11145997,0.02040816,0.02402957,0.15341959,0.01098901,1.16901408
rasmuer01,6,1,213,46,69,132,25,11,4,2817.0,935,388,80,275,450,35.0,13.0,11.0,3940.0,32.0,437,3654.0,5.9,3.71884984,0.25588396,17.15492958,0.61971831,0.21596244,0.32394366,0.40000000,0.15023474,0.11737089,0.05164319,0.01877934,13.22535211,0.06979695,0.00279188,0.02189381,0.12315271,0.00329949,1.63636364
brewebi01,6,1,178,10,10,0,0,0,3,459.0,142,75,22,79,109,6.0,11.0,4.0,666.0,50.0,76,583.0,2.0,4.41176471,0.24356775,3.27528090,0.00000000,0.05617978,0.05617978,0.50000000,0.28089888,0.00000000,0.00000000,0.01685393,2.57865169,0.11861862,0.00600601,0.03773585,0.18696398,0.01651652,1.37974684
mendora01,6,0,215,46,30,57,2,2,12,1821.0,664,282,60,138,352,16.0,11.0,27.0,2593.0,41.0,304,2418.0,11.6,4.18121911,0.27460711,11.24651163,0.26511628,0.21395349,0.13953488,0.60526316,0.19069767,0.00930233,0.00930233,0.05581395,8.46976744,0.05322021,0.01041265,0.02481390,0.14557486,0.00424219,2.55072464
lorraan01,5,0,36,5,8,20,2,1,0,365.0,152,85,18,54,73,3.0,4.0,2.0,560.0,4.0,91,504.0,-1.2,6.28767123,0.30158730,14.00000000,0.55555556,0.13888889,0.22222222,0.38461538,0.11111111,0.05555556,0.02777778,0.00000000,10.13888889,0.09642857,0.00357143,0.03571429,0.14484127,0.00714286,1.35185185
plesada01,6,0,321,24,33,10,0,0,132,1336.0,396,161,38,151,394,12.0,18.0,9.0,1856.0,256.0,179,1696.0,17.2,3.25374251,0.23349057,5.28348910,0.03115265,0.07476636,0.10280374,0.42105263,0.79750779,0.00000000,0.00000000,0.41121495,4.16199377,0.08135776,0.00484914,0.02240566,0.23231132,0.00969828,2.60927152
gonzami02,6,0,222,9,12,0,0,0,44,619.0,157,60,15,96,240,7.0,8.0,5.0,865.0,110.0,66,749.0,7.7,2.61712439,0.20961282,3.37387387,0.00000000,0.04054054,0.05405405,0.42857143,0.49549550,0.00000000,0.00000000,0.19819820,2.78828829,0.11098266,0.00578035,0.02002670,0.32042724,0.00924855,2.50000000
myersbr01,6,0,192,59,47,143,6,2,21,2769.0,922,445,131,325,773,19.0,28.0,36.0,3964.0,38.0,470,3547.0,14.8,4.33911159,0.25993798,18.47395833,0.74479167,0.30729167,0.24479167,0.55660377,0.19791667,0.03125000,0.01041667,0.10937500,14.42187500,0.08198789,0.00908174,0.03693262,0.21793065,0.00706357,2.37846154
thompma01,6,0,74,17,23,52,3,1,0,936.0,380,201,51,146,179,4.0,5.0,26.0,1444.0,5.0,221,1272.0,0.6,5.79807692,0.29874214,17.18918919,0.70270270,0.22972973,0.31081081,0.42500000,0.06756757,0.04054054,0.01351351,0.00000000,12.64864865,0.10110803,0.01800554,0.04009434,0.14072327,0.00346260,1.22602740
buenofr01,3,0,26,2,1,0,0,0,0,84.0,25,5,1,5,13,2.0,0.0,1.0,113.0,6.0,6,105.0,1.2,1.60714286,0.23809524,4.03846154,0.00000000,0.07692308,0.03846154,0.66666667,0.23076923,0.00000000,0.00000000,0.00000000,3.23076923,0.04424779,0.00884956,0.00952381,0.12380952,0.00000000,2.60000000
lacorfr01,6,1,111,13,31,31,1,0,11,867.0,277,165,26,150,220,11.0,9.0,8.0,1279.0,50.0,177,1121.0,-3.5,5.13840830,0.24710080,10.09909910,0.27927928,0.11711712,0.27927928,0.29545455,0.45045045,0.00900901,0.00000000,0.09909910,7.81081081,0.11727912,0.00625489,0.02319358,0.19625335,0.00703675,1.46666667
ramirra02,6,1,359,20,17,0,0,0,8,1093.0,303,128,26,149,310,23.0,23.0,9.0,1525.0,95.0,141,1339.0,6.9,3.16193962,0.22628827,3.72980501,0.00000000,0.05571031,0.04735376,0.54054054,0.26462396,0.00000000,0.00000000,0.02228412,3.04456825,0.09770492,0.00590164,0.01941748,0.23151606,0.01508197,2.08053691
kinnumi01,1,0,21,0,0,0,0,0,0,74.0,29,14,1,9,8,1.0,2.0,1.0,112.0,10.0,18,102.0,-0.5,5.10810811,0.28431373,4.85714286,0.00000000,0.00000000,0.00000000,0.00000000,0.47619048,0.00000000,0.00000000,0.00000000,3.52380952,0.08035714,0.00892857,0.00980392,0.07843137,0.01785714,0.88888889
trombmi01,6,0,208,22,20,35,0,0,9,1373.0,475,237,57,174,354,19.0,21.0,17.0,2002.0,56.0,263,1811.0,9.1,4.66059723,0.26228603,8.70673077,0.16826923,0.10576923,0.09615385,0.52380952,0.26923077,0.00000000,0.00000000,0.04326923,6.60096154,0.08691309,0.00849151,0.03147432,0.19547211,0.01048951,2.03448276
foxch02,5,0,153,7,7,0,0,0,2,487.0,141,60,15,81,187,8.0,15.0,7.0,710.0,31.0,66,618.0,3.1,3.32648871,0.22815534,4.03921569,0.00000000,0.04575163,0.04575163,0.50000000,0.20261438,0.00000000,0.00000000,0.01307190,3.18300654,0.11408451,0.00985915,0.02427184,0.30258900,0.02112676,2.30864198
larocda01,6,0,311,28,19,4,0,0,49,1337.0,387,173,39,220,363,40.0,16.0,17.0,1925.0,170.0,191,1688.0,14.2,3.49364248,0.22926540,5.42765273,0.01286174,0.09003215,0.06109325,0.59574468,0.54662379,0.00000000,0.00000000,0.15755627,4.29903537,0.11428571,0.00883117,0.02310427,0.21504739,0.00831169,1.65000000
glynnry01,4,0,47,9,16,37,0,0,0,628.0,256,144,36,110,101,4.0,11.0,7.0,982.0,5.0,158,858.0,-0.5,6.19108280,0.29836830,18.25531915,0.78723404,0.19148936,0.34042553,0.36000000,0.10638298,0.00000000,0.00000000,0.00000000,13.36170213,0.11201629,0.00712831,0.04195804,0.11771562,0.01120163,0.91818182
desseel01,5,0,135,23,27,58,2,1,1,1366.0,523,242,54,128,271,10.0,9.0,5.0,1959.0,16.0,249,1793.0,11.4,4.78330893,0.29168991,13.28148148,0.42962963,0.17037037,0.20000000,0.46000000,0.11851852,0.01481481,0.00740741,0.00740741,10.11851852,0.06533946,0.00255232,0.03011712,0.15114334,0.00459418,2.11718750
whiteri01,4,0,159,13,17,18,0,0,6,921.0,343,139,28,96,187,10.0,10.0,11.0,1333.0,48.0,156,1226.0,2.6,4.07491857,0.27977162,7.71069182,0.11320755,0.08176101,0.10691824,0.43333333,0.30188679,0.00000000,0.00000000,0.03773585,5.79245283,0.07201800,0.00825206,0.02283850,0.15252855,0.00750188,1.94791667
florera01,5,1,222,8,4,3,0,0,3,544.0,210,95,19,69,151,7.0,10.0,13.0,820.0,39.0,111,718.0,-0.5,4.71507353,0.29247911,3.23423423,0.01351351,0.03603604,0.01801802,0.66666667,0.17567568,0.00000000,0.00000000,0.01351351,2.45045045,0.08414634,0.01585366,0.02646240,0.21030641,0.01219512,2.18840580
