year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,ob,pa,tb,ab_per_g,r_per_ab,batting_avg,double_per_ab,triple_per_ab,hr_per_ab,rbi_per_ab,sb_per_ob,cs_per_ob,sb_ratio,bb_per_pa,so_per_ab,slg,obp,rc,rc_per_ab,babip,iso,pa_per_so
1990,82,257.3833333333333333,33.5458333333333333,68.1833333333333333,12.1250000000000000,1.6916666666666667,6.1833333333333333,30.9083333333333333,6.3333333333333333,2.9250000000000000,23.9791666666666667,42.3708333333333333,2.1583333333333333,1.5416666666666667,2.4125000000000000,2.2833333333333333,5.4208333333333333,95.8625000000000000,289.7583333333333333,102.2416666666666667,3.1133511415755254,0.13033413196917697339,0.26490966781065855080,0.04710872239849770122,0.00657255714563232533,0.02402382956679401671,0.12008677070517386518,0.06606684921980266875,0.03051245273177728517,0.68406840684068406841,0.08275574472980357194,0.16462151136437220747,0.39723499320080295279,0.32857038498064139090,8037.6149095917188680,0.11902816517232690432,0.29368227840606311801,0.13232532539014440199,6.6404759563378897
1991,86,262.3145161290322581,33.7661290322580645,68.7298387096774194,12.5362903225806452,1.8548387096774194,6.1209677419354839,32.0403225806451613,6.1008064516129032,3.1088709677419355,25.3750000000000000,44.7298387096774194,2.0201612903225806,1.7338709677419355,2.7177419354838710,2.3185483870967742,5.6854838709677419,97.8588709677419355,296.4798387096774194,103.3387096774193548,3.0501687921980495,0.12872382943400866972,0.26201309681187936176,0.04779106588372736496,0.00707104866726104467,0.02333446060196144741,0.12214467980447013251,0.06234290658865219004,0.03176892331781284767,0.66243432574430823117,0.08558760727351857141,0.17051987579549297507,0.39394964183601315830,0.32850508624502432552,8383.0611518353960223,0.11749703774279781942,0.29286280131276170357,0.13193654502413379654,6.4317136933201118
1992,82,259.9880478087649402,31.9282868525896414,67.7091633466135458,11.9482071713147410,1.8167330677290837,5.5816733067729084,29.5418326693227092,6.6972111553784861,3.3545816733067729,23.8964143426294821,41.5258964143426295,2.1115537848605578,2.0199203187250996,2.2788844621513944,2.3306772908366534,5.7729083665338645,95.7370517928286853,292.6254980079681275,100.0358565737051793,3.1616763565891473,0.12280674870128875063,0.26043183106793140966,0.04595675559710069418,0.00698775610279357004,0.02146896118424077111,0.11362765680310158297,0.06995422388680815647,0.03503953391593841032,0.66627031311930241776,0.08166210567877030320,0.15972232863907320287,0.38477098242334155723,0.32482342045972880700,8102.3259701073608870,0.11370887615054888621,0.28868155059424636232,0.12433915135541014757,6.8363235153026960
1993,86,280.7283950617283951,38.9835390946502058,75.9382716049382716,13.8271604938271605,1.8518518518518519,7.7654320987654321,36.9341563786008230,6.8971193415637860,3.5185185185185185,27.2510288065843621,47.2222222222222222,2.8765432098765432,2.4732510288065844,2.3251028806584362,2.7613168724279835,5.9547325102880658,108.5390946502057613,318.4156378600823045,116.7654320987654321,3.2454921737475617,0.13886567864315346614,0.27050441971942477682,0.04925458463432868640,0.00659659615638330621,0.02766172654910066406,0.13156544556342260727,0.06354502369668246445,0.03241706161137440758,0.66218885815883050178,0.08558319870759289176,0.16821320198777430846,0.41593737631382206781,0.33734939759036144578,9506.7818917943852804,0.12702978249033772873,0.29834672045528221014,0.14543295659439729100,6.5219172113289760
1994,66,215.1845493562231760,31.0085836909871245,58.2360515021459227,11.4935622317596567,1.3862660944206009,6.7467811158798283,29.4120171673819742,4.9012875536480687,2.2746781115879828,20.9570815450643777,39.3605150214592275,1.9270386266094421,1.9828326180257511,1.6781115879828326,2.0214592274678112,4.6351931330472103,83.1030042918454936,243.7510729613733906,92.7424892703862661,3.2253457703441621,0.14410227771351071044,0.27063305277434281383,0.05341258127567912561,0.00644221947425106705,0.03135346443815070406,0.13668275559455901711,0.05897846408097918711,0.02737179156122501678,0.68301435406698564593,0.08597739197802584780,0.18291515417447843951,0.43099046631297618573,0.33802766558244272081,7246.8560731357118191,0.13171072996011907852,0.30093312597200622084,0.16035741353863337189,5.9994548031839494
1995,78,245.8740157480314961,35.1968503937007874,66.5944881889763780,12.5787401574803150,1.6417322834645669,7.3700787401574803,32.7992125984251969,5.5078740157480315,2.5196850393700787,24.4527559055118110,46.2716535433070866,1.8307086614173228,2.4409448818897638,1.7125984251968504,2.0472440944881890,5.4212598425196850,95.3188976377952756,278.3582677165354331,104.5669291338582677,3.1469891660367851,0.14314993915326971114,0.27084801127265740088,0.05115929033497726254,0.00667712803433036572,0.02997502081598667777,0.13339845000960737847,0.05778365205898145471,0.02643426541654619801,0.68612064737616478666,0.08784634315375585194,0.18819253186447191443,0.42528662012425542817,0.34018595189318510666,8945.5246639383656409,0.13028158781204383206,0.30484122641700609966,0.15443860885159802728,5.8421679571173317
1996,81,253.9534883720930233,36.8178294573643411,69.6627906976744186,13.2480620155038760,1.4806201550387597,7.5116279069767442,33.7131782945736434,5.6317829457364341,2.3372093023255814,24.2131782945736434,47.7093023255813953,1.8992248062015504,2.3720930232558140,1.8372093023255814,2.2674418604651163,5.8255813953488372,98.1472868217054264,286.5426356589147287,108.4069767441860465,3.1213377161640703,0.14497863247863247863,0.27431318681318681319,0.05216727716727716728,0.00583028083028083028,0.02957875457875457875,0.13275335775335775336,0.05738093357554695522,0.02381328489060895664,0.70671206225680933852,0.08450113624066659452,0.18786630036630036630,0.42687728937728937729,0.34033221862836467299,9439.0065071690331211,0.13152293543228828182,0.30920976512784912646,0.15256410256410256410,5.8304492647656187
1997,81,253.9379844961240310,34.6395348837209302,67.9418604651162791,13.5155038759689922,1.6279069767441860,7.1782945736434109,32.5155038759689922,5.8953488372093023,2.7713178294573643,23.5852713178294574,48.4844961240310078,1.5426356589147287,2.3914728682170543,1.9689922480620155,2.0658914728682171,5.5736434108527132,95.4612403100775194,285.4922480620155039,106.2480620155038760,3.1160998810939358,0.13640942670492704072,0.26755296416142621650,0.05322364002686366689,0.00641064778069479211,0.02826790402344465474,0.12804505769583002625,0.06175646595476876852,0.02903081732916480572,0.68023255813953488372,0.08261265052880242204,0.19093045973502655840,0.41840161182001343183,0.33306758669983917747,9040.4738481306127009,0.12626183779738568876,0.30330057266676984987,0.15084864765858721534,5.7239587497002158
1998,78,252.5970149253731343,34.3694029850746269,67.7611940298507463,13.2873134328358209,1.6231343283582090,6.9029850746268657,31.5970149253731343,5.2611940298507463,2.5149253731343284,22.7238805970149254,46.6455223880597015,1.5074626865671642,2.5223880597014925,1.8843283582089552,1.9216417910447761,5.4402985074626866,94.5149253731343284,283.1567164179104478,105.0037313432835821,3.1984880699267659,0.13606416922713306547,0.26825809501299929095,0.05260281257385960766,0.00642578586622547861,0.02732805483337272512,0.12508863152918931695,0.05566521910777733912,0.02660876431109356494,0.67658349328214971209,0.08025195688269245974,0.18466379106594185772,0.41569664381942803120,0.33244861757605665737,9248.6277884693573307,0.12534393771812210081,0.30282213145191236539,0.14743854880642874025,5.9024078073754100
1999,86,276.6269841269841270,40.4603174603174603,75.9325396825396825,15.0714285714285714,1.7341269841269841,8.4246031746031746,36.9047619047619048,6.2341269841269841,2.6111111111111111,27.1984126984126984,48.4801587301587302,1.6349206349206349,2.6865079365079365,1.8055555555555556,2.3492063492063492,6.2460317460317460,107.4523809523809524,312.3015873015873016,119.7460317460317460,3.2097799060686988,0.14626308994405393774,0.27449433366805336394,0.05448285755271840482,0.00626882800172141730,0.03045474107014775498,0.13340984076889972744,0.05801757884629588596,0.02430016987960706108,0.70480035890533871691,0.08709021601016518424,0.17525462630899440539,0.43287907043465786831,0.34260532165019978672,10242.9870957630217857,0.13378333284262867386,0.30399199456774239663,0.15838473676660450438,6.2670049930424818
2000,83,267.7631578947368421,40.7142857142857143,74.1654135338345865,14.6015037593984962,1.8721804511278195,8.8270676691729323,37.3721804511278195,5.5150375939849624,2.2819548872180451,27.8421052631578947,46.4548872180451128,1.8007518796992481,2.5225563909774436,1.6992481203007519,2.3834586466165414,6.2293233082706767,106.3308270676691729,304.0112781954887218,118.9924812030075188,3.2086223984142716,0.15205335205335205335,0.27698139698139698140,0.05453141453141453141,0.00699192699192699193,0.03296595296595296595,0.13957177957177957178,0.05186677980483665677,0.02146089661999717155,0.70732883317261330762,0.09158247492796814523,0.17349245349245349245,0.44439452439452439452,0.34784077261809447558,10922.478004858135,0.13890803887599210022,0.30409070231304895545,0.16741312741312741313,6.3632758760216881
2001,83,269.4274809160305344,37.5305343511450382,72.3816793893129771,14.8778625954198473,1.6755725190839695,8.2977099236641221,35.3435114503816794,5.8167938931297710,2.5458015267175573,23.3358778625954198,49.8206106870229008,1.9312977099236641,3.2442748091603053,1.9847328244274809,2.3587786259541985,5.7900763358778626,100.8931297709923664,302.2824427480916031,115.5038167938931298,3.2141881431563610,0.13929735089956084431,0.26864995041790621901,0.05522028615951267885,0.00621901119138688199,0.03079756339424847712,0.13118005383198753364,0.05765302262238026784,0.02523265491412574714,0.69557279780921953446,0.07719891916462536933,0.18491287717807054824,0.42870094914293809321,0.33167886199662283170,9894.0138193575302461,0.12898954186688478106,0.29992318822457619549,0.16005099872503187420,5.8763502643070558
2002,85,277.1219512195121951,38.1178861788617886,73.2073170731707317,15.0406504065040650,1.8414634146341463,8.3048780487804878,35.1016260162601626,4.8455284552845528,2.4065040650406504,25.3983739837398374,52.1260162601626016,2.0934959349593496,3.0487804878048780,2.0650406504065041,2.2479674796747967,6.1747967479674797,103.7479674796747967,311.9756097560975610,116.8455284552845528,3.2500000000000000,0.13754914040955230887,0.26417004048582995951,0.05427448219210232940,0.00664495687378982573,0.02996831543742298891,0.12666490641319016605,0.04670480369876968890,0.02319567432019434214,0.66816143497757847534,0.08141140906366455581,0.18809775274306166755,0.42163938273778090712,0.33024312296131954624,9369.0299381886589626,0.12589397928229856171,0.29644070628864256670,0.15746934225195094760,5.8036340949855728
2003,87,287.7800829875518672,40.0290456431535270,77.3195020746887967,15.5228215767634855,1.9170124481327801,8.3734439834024896,36.4439834024896266,5.5103734439834025,2.1742738589211618,25.1369294605809129,51.9211618257261411,1.9170124481327801,3.3941908713692946,2.1825726141078838,2.2821576763485477,6.2572614107883817,107.7676348547717842,322.6929460580912863,121.7966804979253112,3.2762530114790496,0.13909595559080095163,0.26867565424266455194,0.05393987455843125946,0.00666137985725614592,0.02909667651935693173,0.12663831014346478264,0.05113198829508701679,0.02017557369474819036,0.71706263498920086393,0.07789736270236212373,0.18041958041958041958,0.42322831807367889842,0.33224365402899154739,9610.8665084269290441,0.12744310010776562455,0.30006862426409506266,0.15455266383101434648,6.0267721569567650
2004,86,286.5739130434782609,41.1391304347826087,78.0391304347826087,15.5869565217391304,2.0565217391304348,8.8086956521739130,36.8217391304347826,6.0869565217391304,2.4478260869565217,25.7304347826086957,53.3652173913043478,1.7086956521739130,3.2347826086956522,2.3130434782608696,2.1391304347826087,5.5956521739130435,108.7130434782608696,321.7000000000000000,124.1652173913043478,3.3148259907463287,0.14355504308775336813,0.27231763563539264474,0.05439070275518873650,0.00717623497997329773,0.03073795363514989683,0.12848950115305255492,0.05599104143337066069,0.02251639737641977284,0.71319409067753438614,0.07998270059872146612,0.18621798761985677874,0.43327466925597766719,0.33683245285084717926,9488.9849088124738967,0.13210336779635909643,0.30560033778596652848,0.16095703362058502245,5.8522079191787518
2005,85,282.2278481012658228,38.8438818565400844,76.0295358649789030,15.3797468354430380,2.0590717299578059,8.1983122362869198,35.6455696202531646,5.5400843881856540,2.2616033755274262,24.5822784810126582,51.3797468354430380,1.8776371308016878,3.1856540084388186,2.0168776371308017,2.1012658227848101,6.2784810126582278,105.6751054852320675,315.9915611814345992,120.1223628691983122,3.3068670588816928,0.13763305824662121756,0.26939062313120440139,0.05449407965554359526,0.00729577801698361440,0.02904855878483434996,0.12630068173663437388,0.05242563385905370333,0.02140147734078658415,0.71011357490535424554,0.07779409801041527574,0.18205059203444564047,0.42562193517521827533,0.33258074546757337732,9335.7992271089473829,0.12839067067014532804,0.30180603011301768483,0.15623131204401387394,5.9714215323971422
