player_id,start_year,g,w,l,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,tbf
ramirho01,2003,138,39,33,104,3,1,0,1970.0,715,335,79,251,301,23.0,12.0,16.0,5,2851.0,7.0,371,34.0,14.0,2536.0
perezme01,1987,183,58,62,142,18,5,1,2913.0,891,421,96,398,791,9.0,57.0,13.0,13,4098.0,16.0,477,,,3687.0
serafda01,1996,91,14,13,29,1,0,1,700.0,294,157,32,102,114,5.0,9.0,7.0,0,1081.0,13.0,166,8.0,2.0,962.0
bannifl01,1977,170,51,68,156,30,10,0,3064.0,996,443,119,381,770,15.0,34.0,17.0,5,4378.0,3.0,491,,,3980.0
stanhdo01,1972,148,23,39,66,11,2,12,1684.0,539,247,37,321,319,29.0,24.0,13.0,2,2484.0,45.0,277,,,2150.0
grimsja01,1989,51,13,18,46,1,0,0,785.0,263,133,17,157,176,6.0,30.0,12.0,2,1180.0,1.0,141,,,1011.0
hartlmi01,1989,194,18,13,6,1,1,4,914.0,274,123,27,136,253,19.0,25.0,17.0,2,1315.0,63.0,134,,,1162.0
hershor01,1983,196,83,49,158,50,19,5,3601.0,1014,369,66,357,833,39.0,43.0,28.0,11,4910.0,18.0,433,,,4525.0
felizne01,2009,198,12,8,7,1,0,87,725.0,151,68,21,92,226,2.0,8.0,11.0,1,956.0,142.0,71,6.0,3.0,844.0
radkebr01,1995,198,78,84,197,22,4,0,3935.0,1402,630,178,290,805,5.0,18.0,26.0,2,5526.0,0.0,676,7.0,4.0,5199.0
garcira03,1991,53,8,8,17,0,0,4,462.0,163,103,30,52,80,5.0,2.0,8.0,3,658.0,14.0,108,,,598.0
howest01,1980,244,26,28,0,0,0,59,1043.0,334,99,11,81,193,39.0,8.0,4.0,0,1451.0,154.0,125,,,1366.0
kinnejo01,2006,58,1,0,0,0,0,0,195.0,66,37,6,27,58,2.0,1.0,5.0,0,286.0,16.0,37,1.0,0.0,253.0
wolfro01,2007,25,0,1,0,0,0,0,75.0,36,22,5,9,15,1.0,1.0,2.0,0,122.0,9.0,22,2.0,0.0,109.0
hannapr01,1975,93,12,20,43,1,0,1,953.0,309,154,20,195,182,11.0,23.0,10.0,3,1435.0,11.0,174,,,1230.0
cookaa01,2002,138,36,35,107,6,0,0,2155.0,834,357,59,224,274,31.0,21.0,32.0,1,3136.0,5.0,386,24.0,18.0,2838.0
boevejo01,1985,187,8,20,0,0,0,36,742.0,232,100,22,113,196,19.0,11.0,2.0,2,1062.0,119.0,104,,,947.0
hamiljo02,1994,168,62,52,160,7,4,0,3098.0,1030,469,93,382,695,23.0,37.0,49.0,2,4434.0,3.0,515,,,4003.0
willoji01,1971,148,19,28,28,8,1,19,1208.0,409,162,46,108,181,24.0,11.0,15.0,0,1696.0,71.0,193,,,1573.0
corcoro01,2003,66,6,3,0,0,0,3,273.0,91,38,2,48,51,4.0,4.0,2.0,0,409.0,20.0,45,3.0,4.0,352.0
perezmi01,1990,273,21,16,0,0,0,22,896.0,290,115,22,99,185,21.0,10.0,10.0,1,1268.0,92.0,126,,,1159.0
hermadu01,1995,170,47,48,122,4,2,4,2415.0,801,373,93,292,559,15.0,20.0,16.0,6,3441.0,17.0,427,10.0,9.0,3114.0
samarje01,2008,189,29,35,66,3,1,1,1674.0,522,260,61,234,536,12.0,34.0,21.0,0,2402.0,31.0,286,17.0,10.0,2120.0
bulliki01,1998,22,1,0,0,0,0,0,61.0,27,16,3,3,11,0.0,0.0,0.0,1,91.0,5.0,17,0.0,1.0,87.0
bailesc01,1986,241,34,43,59,5,2,13,1736.0,620,306,75,207,282,15.0,14.0,15.0,5,2533.0,73.0,347,,,2311.0
gardnle01,2002,79,4,5,0,0,0,2,285.0,96,26,7,28,64,4.0,1.0,6.0,0,413.0,25.0,39,4.0,6.0,369.0
perezol01,2002,141,45,53,140,3,2,0,2416.0,729,396,122,423,847,8.0,26.0,37.0,3,3536.0,0.0,436,33.0,31.0,3012.0
lowema01,2006,217,7,18,0,0,0,5,670.0,227,100,23,100,201,7.0,11.0,6.0,0,987.0,56.0,124,5.0,9.0,867.0
harrire01,1990,18,1,0,1,0,0,0,133.0,30,20,5,24,33,2.0,4.0,2.0,0,183.0,10.0,20,,,157.0
heilmaa01,2003,305,22,33,25,1,1,9,1351.0,413,212,46,185,395,17.0,15.0,26.0,1,1937.0,85.0,231,29.0,10.0,1687.0
ruthvdi01,1973,165,53,65,157,34,10,1,3014.0,971,444,72,421,623,33.0,31.0,17.0,15,4312.0,6.0,490,,,3874.0
garceri01,1990,26,0,2,0,0,0,2,102.0,33,13,1,17,26,2.0,0.0,0.0,0,150.0,11.0,19,,,133.0
grabojo02,2003,345,17,15,0,0,0,6,948.0,317,147,36,139,285,16.0,13.0,7.0,2,1383.0,68.0,159,20.0,8.0,1209.0
perezch01,2008,344,15,21,0,0,0,132,999.0,266,126,39,140,323,10.0,16.0,21.0,0,1409.0,227.0,137,16.0,10.0,1222.0
armstmi01,1980,176,18,16,0,0,0,10,932.0,260,127,34,140,204,19.0,14.0,6.0,2,1306.0,88.0,143,,,1160.0
westbja01,2000,138,41,43,98,8,1,0,2017.0,712,329,60,211,362,13.0,15.0,29.0,1,2883.0,11.0,369,18.0,21.0,2604.0
dipotje01,1993,310,23,19,0,0,0,48,1185.0,420,176,22,172,274,31.0,17.0,16.0,5,1737.0,158.0,207,,,1549.0
priceda01,2008,152,71,39,147,8,2,0,2919.0,841,345,87,286,876,8.0,23.0,27.0,4,3969.0,0.0,381,14.0,18.0,3624.0
wilsocj01,2005,291,27,28,39,3,0,52,1454.0,428,210,37,221,431,8.0,22.0,31.0,2,2083.0,110.0,234,9.0,10.0,1812.0
mccluse01,2003,136,23,31,49,0,0,6,1105.0,363,227,50,215,274,10.0,20.0,21.0,0,1663.0,36.0,241,7.0,22.0,1398.0
rojasme01,1990,311,22,19,0,0,0,73,1286.0,367,143,30,151,326,20.0,21.0,20.0,0,1793.0,144.0,161,,,1622.0
sanchbr01,2006,189,13,6,2,0,0,0,686.0,197,91,32,119,199,19.0,15.0,11.0,2,992.0,40.0,105,6.0,6.0,850.0
haliced01,1974,171,52,65,149,36,13,1,3008.0,939,394,72,313,677,44.0,14.0,24.0,11,4254.0,6.0,472,,,3917.0
willida07,2001,80,22,30,71,1,1,0,1211.0,399,208,62,160,243,14.0,7.0,28.0,3,1749.0,2.0,226,19.0,15.0,1527.0
mcdowro01,1985,396,42,40,2,0,0,125,1834.0,561,207,26,211,299,41.0,22.0,14.0,9,2562.0,290.0,240,,,2337.0
nelsoge01,1981,160,28,34,59,6,1,9,1587.0,545,267,66,229,305,13.0,25.0,15.0,4,2312.0,45.0,287,,,2068.0
simonal01,2008,177,17,18,19,0,0,19,999.0,339,152,44,114,246,11.0,18.0,22.0,2,1436.0,69.0,169,9.0,12.0,1279.0
aardsda01,2004,201,13,9,0,0,0,38,648.0,198,105,22,124,219,8.0,8.0,9.0,0,961.0,81.0,112,8.0,8.0,812.0
nunezle01,2005,249,17,16,6,0,0,56,878.0,298,143,39,96,233,11.0,7.0,13.0,2,1254.0,120.0,152,9.0,9.0,1127.0
campri01,1976,226,23,15,5,0,0,49,1046.0,361,112,19,122,160,34.0,11.0,9.0,5,1508.0,122.0,141,,,1377.0
whitega01,1994,157,10,12,15,0,0,11,750.0,243,130,47,69,211,8.0,3.0,6.0,0,1054.0,59.0,134,,,979.0
detwiro01,2007,72,16,22,56,1,0,0,1010.0,333,140,30,119,207,6.0,11.0,11.0,1,1443.0,3.0,166,21.0,7.0,1285.0
soriara01,2002,187,7,11,8,0,0,13,729.0,181,79,28,68,247,4.0,4.0,8.0,0,973.0,59.0,83,2.0,3.0,892.0
suppaje01,1995,123,30,34,108,8,2,0,1986.0,751,379,96,222,381,10.0,22.0,16.0,2,2890.0,6.0,399,5.0,6.0,2641.0
hugheph01,2007,152,52,36,103,2,1,3,1905.0,617,309,88,203,535,4.0,25.0,18.0,3,2693.0,7.0,328,9.0,20.0,2443.0
matlajo01,1971,177,75,66,173,60,23,0,3837.0,1137,409,73,376,900,50.0,40.0,13.0,6,5251.0,2.0,471,,,4862.0
valvejo01,2003,327,15,17,0,0,0,142,996.0,256,122,39,134,414,17.0,15.0,12.0,2,1394.0,252.0,133,7.0,10.0,1231.0
jamesch03,2005,64,24,19,55,0,0,0,947.0,305,157,62,128,234,9.0,5.0,10.0,2,1364.0,0.0,162,21.0,14.0,1191.0
rekarbr01,1995,104,22,34,81,4,0,0,1522.0,609,305,77,157,294,5.0,17.0,19.0,2,2259.0,5.0,335,3.0,9.0,2071.0
nagych01,1990,136,57,49,135,22,5,0,2715.0,966,399,74,266,581,11.0,23.0,22.0,4,3851.0,1.0,434,,,3563.0
woodast01,1997,155,31,36,94,3,0,0,1949.0,759,356,87,144,452,18.0,19.0,30.0,7,2817.0,15.0,387,15.0,7.0,2621.0
curtijo01,1970,139,44,46,101,28,9,2,2237.0,770,302,64,288,383,29.0,19.0,6.0,0,3213.0,16.0,346,,,2919.0
castito02,1988,163,12,6,6,0,0,2,605.0,218,89,15,69,139,15.0,6.0,2.0,2,877.0,38.0,100,,,806.0
kimby01,1999,299,31,28,16,0,0,86,1259.0,315,157,39,176,455,16.0,16.0,42.0,4,1770.0,187.0,176,14.0,9.0,1529.0
aceveju01,1995,204,24,25,34,0,0,19,1190.0,409,196,56,150,232,18.0,13.0,19.0,4,1704.0,72.0,216,1.0,1.0,1533.0
colonba01,1997,179,85,49,177,19,7,0,3440.0,1099,491,118,458,947,22.0,25.0,21.0,1,4888.0,0.0,531,29.0,13.0,4367.0
damicje01,1996,74,29,24,73,2,2,0,1297.0,431,203,71,136,281,11.0,11.0,15.0,2,1839.0,1.0,231,12.0,4.0,1672.0
wainhda01,1991,22,1,1,0,0,0,0,86.0,31,24,4,19,19,1.0,4.0,1.0,0,135.0,7.0,25,,,115.0
aguilri01,1985,181,45,35,70,8,0,39,1842.0,601,235,50,173,469,17.0,27.0,20.0,9,2579.0,78.0,270,,,2386.0
davisja02,2002,130,20,22,52,1,0,1,1281.0,485,227,48,161,256,9.0,23.0,20.0,6,1901.0,23.0,262,19.0,15.0,1686.0
stoddbo01,1981,102,17,24,43,5,2,2,1180.0,386,175,53,138,200,4.0,19.0,11.0,5,1654.0,20.0,196,,,1505.0
navarja01,1989,183,62,59,151,24,6,1,3129.0,1125,498,80,318,524,21.0,39.0,32.0,5,4496.0,10.0,551,,,4146.0
mooreba02,1970,71,16,29,58,9,4,0,1042.0,300,159,34,191,334,7.0,17.0,8.0,7,1503.0,5.0,176,,,1304.0
belchti01,1987,173,65,52,153,23,13,5,3101.0,881,367,74,341,782,17.0,27.0,16.0,5,4247.0,13.0,413,,,3890.0
paceljo01,1977,63,4,9,20,0,0,2,498.0,181,106,19,111,103,3.0,10.0,3.0,3,769.0,16.0,117,,,655.0
tunnele01,1982,122,21,28,66,5,3,1,1413.0,481,219,38,194,273,20.0,22.0,6.0,12,2023.0,15.0,248,,,1823.0
gonzaje01,1997,43,18,16,43,2,2,0,762.0,250,133,29,110,163,10.0,3.0,5.0,4,1106.0,0.0,145,,,991.0
jepseke01,2008,241,13,16,0,0,0,3,647.0,226,104,12,87,196,16.0,23.0,6.0,0,936.0,40.0,113,11.0,7.0,825.0
violafr01,1982,201,80,74,200,40,7,0,4025.0,1368,611,176,420,883,14.0,35.0,23.0,7,5688.0,0.0,682,,,5245.0
daalom01,1993,238,20,23,32,3,1,1,1129.0,379,177,36,150,297,16.0,5.0,7.0,6,1610.0,36.0,189,,,1453.0
haneych01,1991,112,31,42,106,8,4,0,1879.0,691,337,68,217,334,6.0,32.0,17.0,2,2735.0,2.0,375,,,2501.0
ritchto01,1997,175,42,50,113,7,3,0,2398.0,881,413,96,246,497,13.0,43.0,21.0,1,3474.0,27.0,470,23.0,17.0,3167.0
dixonto01,1977,58,9,13,24,4,2,1,588.0,219,92,10,62,90,4.0,1.0,2.0,3,857.0,10.0,105,,,793.0
hentgpa01,1991,154,67,43,124,21,6,0,2745.0,901,400,100,352,623,15.0,34.0,22.0,5,3926.0,11.0,443,,,3552.0
padilvi01,1999,167,42,39,84,2,2,2,1896.0,628,265,59,194,423,22.0,13.0,42.0,4,2695.0,23.0,296,33.0,18.0,2408.0
valdese01,1986,60,8,12,19,0,0,0,545.0,200,109,27,71,123,6.0,9.0,2.0,0,801.0,16.0,121,,,728.0
richacl01,2008,147,46,47,129,3,2,0,2320.0,818,372,90,263,480,15.0,19.0,15.0,9,3315.0,7.0,413,27.0,16.0,2994.0
perezod01,1998,114,38,37,95,4,2,0,1820.0,591,286,69,180,454,11.0,11.0,9.0,10,2528.0,1.0,299,21.0,13.0,2305.0
goltzda01,1972,182,67,56,151,55,8,3,3501.0,1163,457,85,357,639,15.0,45.0,22.0,6,4913.0,14.0,533,,,4534.0
mcgresc01,1976,154,64,38,120,41,13,5,2845.0,939,364,75,203,437,13.0,14.0,12.0,7,3886.0,19.0,396,,,3671.0
lillide01,1989,229,23,33,52,1,1,17,1371.0,500,203,51,125,251,23.0,9.0,9.0,6,1962.0,66.0,225,,,1828.0
figuene01,2000,74,7,17,33,0,0,0,784.0,268,135,42,103,152,12.0,14.0,13.0,0,1140.0,6.0,143,22.0,9.0,993.0
dipinfr01,1981,233,15,29,6,0,0,43,1001.0,301,141,24,143,279,29.0,13.0,6.0,2,1414.0,133.0,162,,,1265.0
balfogr01,2001,55,5,1,1,0,0,0,204.0,61,35,10,38,74,3.0,3.0,2.0,0,301.0,21.0,35,5.0,2.0,254.0
welleto01,2003,167,22,19,43,0,0,3,1301.0,407,213,55,213,340,10.0,23.0,14.0,2,1892.0,38.0,233,18.0,19.0,1628.0
paniajo01,1996,228,18,20,14,0,0,12,945.0,301,147,30,172,242,10.0,18.0,28.0,3,1396.0,68.0,156,3.0,6.0,1187.0
keyji01,1984,224,74,49,157,22,6,10,3345.0,1043,416,109,279,614,20.0,25.0,16.0,8,4570.0,24.0,459,,,4275.0
maddugr01,1986,177,75,64,173,33,9,0,3522.0,1151,471,75,385,738,63.0,23.0,30.0,22,4975.0,3.0,547,,,4560.0
solanju01,1983,99,6,8,1,0,0,3,493.0,156,82,22,78,96,8.0,7.0,3.0,2,715.0,33.0,89,,,634.0
lewisji01,1979,9,0,0,0,0,0,0,63.0,37,21,6,11,8,0.0,1.0,1.0,1,108.0,1.0,27,,,96.0
coxda01,1983,152,56,56,150,21,5,0,2957.0,991,372,71,297,493,32.0,19.0,16.0,13,4115.0,0.0,434,,,3802.0
hitchst01,1992,126,39,35,104,6,1,2,1858.0,675,349,82,245,428,9.0,23.0,18.0,7,2718.0,5.0,378,,,2455.0
landrbi01,1986,232,17,12,2,0,0,58,959.0,315,111,14,109,197,24.0,11.0,0.0,5,1335.0,147.0,126,,,1226.0
aceveal01,2008,194,30,14,15,0,0,29,1083.0,310,148,42,125,266,6.0,5.0,27.0,5,1514.0,86.0,158,6.0,13.0,1343.0
buehrma01,2000,197,85,53,172,18,6,0,3672.0,1226,494,129,280,730,18.0,10.0,31.0,8,5059.0,6.0,560,37.0,24.0,4687.0
gutieju01,2007,150,5,10,3,0,0,24,502.0,169,89,21,68,152,12.0,7.0,8.0,0,737.0,60.0,96,3.0,8.0,650.0
caldwmi01,1971,222,35,50,90,17,5,15,2338.0,848,342,56,236,388,37.0,27.0,17.0,0,3363.0,65.0,425,,,3110.0
chulkvi01,2003,244,7,14,0,0,0,2,793.0,265,128,30,98,185,10.0,14.0,9.0,0,1140.0,59.0,135,6.0,12.0,1015.0
mayda02,1995,41,2,2,4,0,0,0,201.0,84,47,12,31,49,2.0,2.0,1.0,0,315.0,10.0,49,,,283.0
petkoma01,1991,104,20,9,28,1,1,0,803.0,283,136,31,83,136,7.0,9.0,11.0,2,1144.0,17.0,149,,,1050.0
melanma01,2009,291,16,14,0,0,0,70,897.0,253,97,18,75,280,8.0,17.0,14.0,0,1223.0,144.0,110,4.0,5.0,1125.0
perezra01,2006,330,20,12,0,0,0,3,964.0,315,130,25,113,264,16.0,21.0,4.0,4,1364.0,62.0,144,17.0,6.0,1224.0
smithle02,1980,330,27,32,6,0,0,113,1522.0,438,161,27,190,455,45.0,28.0,6.0,4,2095.0,228.0,178,,,1899.0
stewasa01,1978,191,39,34,24,4,1,20,1930.0,576,248,44,320,381,23.0,24.0,13.0,4,2745.0,85.0,264,,,2412.0
beller01,1985,41,11,15,33,2,0,0,582.0,201,116,37,96,133,0.0,11.0,2.0,1,858.0,4.0,130,,,760.0
espinni01,1974,113,39,45,100,21,5,0,2008.0,690,297,65,209,303,26.0,6.0,11.0,8,2826.0,2.0,325,,,2606.0
milletr01,1996,198,7,18,14,0,0,1,790.0,326,148,27,111,196,9.0,16.0,3.0,0,1203.0,41.0,171,1.0,7.0,1081.0
filerto01,1982,19,8,2,17,0,0,0,268.0,88,46,11,36,39,2.0,2.0,0.0,1,379.0,0.0,46,,,343.0
stoddti01,1975,102,8,5,0,0,0,29,489.0,140,48,9,65,125,4.0,8.0,3.0,0,669.0,70.0,57,,,601.0
boyerbl01,2005,228,9,12,0,0,0,1,682.0,234,117,15,93,161,6.0,10.0,10.0,0,996.0,57.0,138,12.0,8.0,873.0
portuma01,1985,124,29,30,73,6,1,4,1630.0,532,248,65,209,360,7.0,19.0,9.0,3,2303.0,20.0,266,,,2085.0
lollati01,1980,167,45,52,130,9,4,4,2589.0,790,397,86,446,572,18.0,42.0,14.0,11,3730.0,16.0,424,,,3270.0
willimi02,1986,436,35,36,3,0,0,114,1533.0,367,190,35,384,486,33.0,28.0,41.0,20,2261.0,281.0,213,,,1836.0
jacksmi02,1986,326,25,35,7,0,0,29,1462.0,383,191,49,235,409,46.0,25.0,21.0,18,2066.0,131.0,217,,,1810.0
delosva01,1998,189,8,10,2,0,0,1,643.0,183,102,32,94,171,10.0,8.0,9.0,1,908.0,39.0,109,12.0,12.0,781.0
monteri01,1987,108,12,7,0,0,0,0,594.0,185,77,17,66,136,8.0,3.0,3.0,5,836.0,38.0,87,,,767.0
garresc01,1982,218,37,27,26,3,1,35,1399.0,371,165,39,242,410,32.0,28.0,8.0,4,1970.0,120.0,190,,,1720.0
donnebr01,2002,303,25,9,0,0,0,4,947.0,258,101,26,110,310,10.0,13.0,17.0,0,1317.0,71.0,111,13.0,7.0,1170.0
byrdpa01,1995,144,29,28,59,3,1,0,1384.0,452,237,71,179,292,14.0,21.0,25.0,6,2007.0,29.0,267,3.0,1.0,1799.0
calerki01,2003,246,12,10,1,0,0,7,728.0,200,96,23,96,255,10.0,8.0,5.0,1,1005.0,52.0,97,6.0,10.0,888.0
ruschgl01,1997,161,41,64,148,9,2,1,2731.0,1044,499,122,268,667,5.0,12.0,30.0,3,3970.0,4.0,532,35.0,17.0,3620.0
fossuca01,2001,163,32,44,110,0,0,2,1994.0,716,384,95,270,523,12.0,24.0,54.0,5,2975.0,19.0,437,16.0,20.0,2615.0
harrigr01,1981,216,22,25,25,1,0,36,1319.0,378,167,42,178,373,15.0,12.0,15.0,6,1845.0,123.0,188,,,1652.0
hollaal01,1977,164,19,11,10,0,0,19,966.0,280,93,18,123,248,25.0,10.0,4.0,4,1365.0,64.0,110,,,1238.0
gaudich01,2003,185,28,25,50,1,0,2,1347.0,475,222,49,207,326,17.0,8.0,18.0,5,1992.0,37.0,246,7.0,18.0,1742.0
lirafe01,1995,159,26,46,79,4,3,1,1717.0,645,334,83,220,345,17.0,22.0,28.0,2,2564.0,21.0,365,3.0,9.0,2304.0
habyajo01,1985,48,9,10,18,0,0,1,506.0,169,84,25,64,88,3.0,6.0,3.0,1,727.0,8.0,97,,,660.0
mingost01,1970,212,7,17,1,0,0,20,959.0,279,102,23,148,226,35.0,9.0,10.0,0,1376.0,95.0,127,,,1218.0
shirlbo01,1977,266,53,74,123,12,1,13,2862.0,934,384,82,381,557,64.0,11.0,17.0,10,4073.0,66.0,445,,,3675.0
loaizes01,1995,174,49,52,147,5,2,1,2737.0,1039,478,116,279,561,21.0,15.0,37.0,6,3988.0,9.0,530,4.0,5.0,3663.0
volqued01,2005,74,28,22,70,0,0,0,1165.0,371,188,40,202,375,5.0,17.0,27.0,2,1719.0,1.0,205,11.0,11.0,1468.0
houghch01,1970,138,16,13,0,0,0,12,758.0,183,95,26,135,183,4.0,10.0,19.0,1,1075.0,68.0,109,,,921.0
hernaor01,1998,124,53,38,121,8,2,1,2375.0,707,355,105,268,619,8.0,18.0,33.0,2,3324.0,1.0,379,7.0,12.0,3004.0
putzjj01,2003,308,22,15,0,0,0,101,969.0,270,110,32,104,337,9.0,9.0,13.0,0,1326.0,207.0,115,9.0,9.0,1191.0
raggibr01,1997,19,2,3,5,0,0,0,115.0,66,36,2,19,24,0.0,3.0,2.0,0,194.0,7.0,36,,,173.0
rincori01,1997,354,11,18,0,0,0,21,899.0,250,115,25,122,284,20.0,8.0,5.0,4,1254.0,96.0,132,4.0,7.0,1116.0
pulsibi01,1995,64,13,19,46,2,0,0,879.0,320,164,39,118,181,6.0,8.0,8.0,3,1287.0,3.0,173,1.0,0.0,1160.0
sotoma01,1977,155,42,38,82,28,7,4,2217.0,576,272,58,285,696,25.0,20.0,13.0,8,3041.0,20.0,297,,,2743.0
casiala01,1990,162,10,9,3,0,0,2,529.0,216,89,20,57,81,13.0,7.0,4.0,0,784.0,29.0,99,,,723.0
aldresc01,1990,39,7,14,27,1,0,0,446.0,170,100,23,83,85,8.0,6.0,5.0,1,685.0,2.0,108,,,597.0
andersc01,1987,12,0,2,3,0,0,0,88.0,29,18,1,13,22,2.0,2.0,1.0,0,130.0,3.0,18,,,116.0
burbada01,1990,214,27,22,27,1,1,1,1174.0,366,186,38,180,335,16.0,14.0,12.0,1,1687.0,46.0,203,,,1495.0
shawje01,1990,203,11,25,19,0,0,5,1091.0,380,182,45,125,207,13.0,16.0,17.0,0,1573.0,56.0,200,,,1431.0
spillda01,1974,277,36,47,77,11,2,11,2352.0,836,373,72,340,491,40.0,24.0,7.0,0,3454.0,79.0,425,,,3107.0
smithro01,1984,87,20,17,56,3,0,1,1154.0,417,184,51,131,208,12.0,10.0,11.0,7,1680.0,6.0,201,,,1538.0
parkch01,1994,151,47,33,107,4,0,0,2171.0,645,327,80,345,663,9.0,25.0,38.0,8,3137.0,9.0,356,,,2754.0
francjo01,1984,393,42,30,0,0,0,148,1584.0,460,146,27,210,367,41.0,15.0,5.0,6,2196.0,286.0,174,,,1981.0
marshse01,2006,292,32,40,59,1,0,7,1590.0,514,233,56,191,439,23.0,16.0,17.0,1,2275.0,50.0,254,33.0,9.0,2025.0
grillja01,2000,18,6,6,16,1,0,0,283.0,107,65,18,39,51,0.0,2.0,7.0,0,416.0,1.0,66,6.0,2.0,362.0
pattotr01,2007,78,3,3,2,0,0,0,297.0,81,30,10,22,80,3.0,1.0,4.0,0,401.0,17.0,31,2.0,2.0,371.0
proctsc01,2004,262,16,10,1,0,0,1,891.0,283,146,46,132,256,15.0,18.0,10.0,3,1309.0,60.0,162,6.0,18.0,1143.0
bumgama01,2009,151,67,49,148,6,3,0,2858.0,852,324,84,229,896,23.0,14.0,29.0,5,3881.0,1.0,360,39.0,22.0,3562.0
prietar01,1995,67,15,24,60,3,0,0,1046.0,401,189,34,174,229,7.0,17.0,19.0,4,1588.0,3.0,217,2.0,1.0,1392.0
haranaa01,2002,162,63,49,159,10,4,0,2980.0,1016,458,122,276,828,21.0,35.0,33.0,3,4220.0,1.0,483,57.0,29.0,3825.0
wendetu01,1993,257,16,15,6,0,0,27,989.0,305,150,33,172,271,25.0,11.0,9.0,3,1447.0,106.0,161,,,1266.0
lopezja02,2003,329,11,5,0,0,0,4,696.0,231,113,15,104,147,12.0,6.0,16.0,3,1006.0,56.0,123,5.0,3.0,878.0
thornma01,2004,349,21,19,1,0,0,9,1019.0,295,140,34,153,355,17.0,20.0,6.0,0,1445.0,85.0,141,7.0,9.0,1270.0
eischjo01,1994,71,1,2,0,0,0,0,272.0,100,44,8,46,69,8.0,6.0,7.0,0,417.0,22.0,51,,,364.0
batismi01,1992,21,0,5,6,0,0,0,149.0,49,32,5,34,34,4.0,3.0,1.0,0,230.0,7.0,34,,,195.0
tsaoch01,2003,50,4,4,8,0,0,4,265.0,89,53,19,34,60,2.0,1.0,6.0,0,386.0,21.0,54,5.0,1.0,340.0
deleojo01,1983,165,45,65,147,15,4,4,2969.0,801,424,76,470,860,24.0,41.0,24.0,6,4170.0,10.0,462,,,3676.0
ottenji01,1974,9,0,1,1,0,0,0,83.0,35,17,1,21,17,2.0,3.0,1.0,0,136.0,4.0,22,,,114.0
burkejo03,1987,104,39,27,98,8,2,1,1819.0,625,266,52,169,361,15.0,8.0,19.0,3,2574.0,2.0,295,,,2386.0
hausmto01,1975,116,14,20,33,2,0,3,1103.0,361,158,31,104,149,18.0,9.0,14.0,4,1551.0,33.0,175,,,1433.0
leipeda01,1984,155,9,4,0,0,0,4,569.0,190,83,16,80,101,13.0,10.0,5.0,2,826.0,39.0,98,,,741.0
tewksbo01,1986,104,32,34,84,9,3,1,1654.0,611,225,37,116,214,11.0,6.0,16.0,4,2336.0,7.0,269,,,2204.0
grantma01,1984,131,18,24,47,2,1,4,1323.0,434,202,53,165,257,20.0,18.0,7.0,4,1866.0,34.0,218,,,1694.0
coneda01,1986,166,67,41,138,27,10,1,3052.0,858,359,77,349,966,18.0,56.0,20.0,23,4200.0,9.0,398,,,3831.0
easteja01,1974,91,8,20,28,0,0,2,698.0,272,148,19,137,127,13.0,18.0,7.0,2,1082.0,19.0,170,,,938.0
outmajo01,2008,121,12,11,32,0,0,0,738.0,252,126,24,99,200,3.0,12.0,5.0,0,1069.0,14.0,135,8.0,8.0,949.0
scottti01,1991,259,23,12,0,0,0,5,879.0,278,125,22,126,237,15.0,10.0,16.0,3,1274.0,73.0,137,,,1132.0
underto01,1974,172,49,59,139,30,4,3,2838.0,952,426,77,409,577,19.0,41.0,19.0,7,4098.0,12.0,481,,,3670.0
perezyo01,1991,180,9,10,0,0,0,1,418.0,121,72,12,75,138,11.0,10.0,4.0,1,610.0,37.0,76,,,531.0
ligteke01,1997,254,12,12,0,0,0,44,800.0,208,90,27,115,256,19.0,7.0,0.0,1,1103.0,133.0,95,6.0,4.0,978.0
rodriwa01,2005,176,62,64,167,2,2,0,2955.0,979,458,109,353,838,22.0,24.0,38.0,7,4211.0,1.0,517,32.0,25.0,3763.0
higuete01,1985,181,89,54,179,50,12,0,3765.0,1108,466,112,381,986,15.0,13.0,21.0,13,5171.0,2.0,511,,,4769.0
palldo01,1988,263,22,19,0,0,0,10,1236.0,407,156,39,112,220,26.0,13.0,19.0,4,1731.0,74.0,176,,,1600.0
slusajo01,1991,49,11,13,34,1,0,0,627.0,236,124,33,96,105,5.0,4.0,12.0,1,940.0,7.0,137,,,832.0
smallaa01,1994,138,15,10,3,0,0,4,604.0,241,117,19,92,112,11.0,10.0,8.0,0,918.0,41.0,130,,,818.0
blylebe01,1970,216,95,85,213,97,24,0,4834.0,1416,498,114,403,1327,23.0,31.0,39.0,7,6533.0,2.0,566,,,6091.0
smithza01,1984,190,39,59,128,17,6,3,2703.0,905,393,47,385,522,30.0,21.0,19.0,3,3885.0,15.0,464,,,3481.0
alfonan01,1997,340,20,29,0,0,0,121,1140.0,413,161,35,147,259,27.0,6.0,17.0,2,1673.0,247.0,169,12.0,5.0,1492.0
daviska01,2000,96,4,9,2,0,0,0,342.0,118,70,19,66,86,6.0,6.0,4.0,1,526.0,15.0,77,4.0,5.0,447.0
hickeke01,1981,124,5,8,0,0,0,14,429.0,134,56,12,59,63,13.0,2.0,3.0,0,613.0,47.0,68,,,551.0
