player_id,start_year,g,w,l,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,tbf
gregelu01,2009,435,22,27,0,0,0,19,1258.0,330,128,29,122,411,22.0,16.0,14.0,0,1702.0,76.0,145,21.0,5.0,1540.0
mintogr01,1975,141,10,15,6,0,0,23,730.0,227,89,4,96,99,18.0,22.0,5.0,6,1020.0,64.0,107,,,919.0
towerjo01,2001,112,40,45,97,4,2,1,1857.0,752,336,104,100,311,10.0,5.0,28.0,3,2664.0,6.0,365,10.0,22.0,2504.0
hillesh01,1987,163,21,32,51,1,1,10,1364.0,443,217,46,205,303,15.0,20.0,9.0,1,1977.0,53.0,236,,,1763.0
contrjo01,2003,163,65,50,152,5,3,0,2856.0,951,483,111,341,693,9.0,64.0,50.0,2,4121.0,4.0,531,24.0,29.0,3677.0
cruzju02,2001,187,19,30,38,0,0,1,1207.0,367,193,41,203,377,12.0,11.0,34.0,0,1772.0,58.0,218,25.0,15.0,1495.0
weathda01,1991,125,17,24,57,0,0,0,1133.0,455,230,34,185,235,21.0,19.0,18.0,1,1745.0,15.0,253,,,1542.0
nelsoje01,1992,377,20,24,0,0,0,13,1245.0,349,153,32,198,419,44.0,15.0,34.0,0,1779.0,120.0,173,,,1547.0
rozemda01,1977,150,42,37,96,35,7,8,2404.0,796,296,79,186,292,30.0,18.0,24.0,2,3308.0,32.0,337,,,3098.0
urbinug01,1995,251,29,25,21,0,0,110,1080.0,287,137,42,161,423,15.0,17.0,2.0,3,1518.0,184.0,152,0.0,0.0,1355.0
charlno01,1988,272,32,27,37,1,1,47,1606.0,451,176,38,207,469,21.0,39.0,17.0,7,2222.0,125.0,206,,,1998.0
eichhma01,1982,165,24,15,7,0,0,14,968.0,255,98,26,111,278,28.0,8.0,13.0,2,1323.0,65.0,107,,,1199.0
guantce01,1982,224,16,19,0,0,0,21,1199.0,341,149,33,156,339,20.0,13.0,15.0,2,1680.0,99.0,169,,,1509.0
arroybr01,2000,126,33,33,90,1,0,1,1765.0,611,300,62,190,367,23.0,17.0,43.0,3,2559.0,6.0,349,19.0,17.0,2290.0
mahlemi01,1977,79,12,24,44,2,0,0,819.0,298,159,32,133,188,14.0,17.0,11.0,4,1243.0,13.0,181,,,1099.0
almanar01,1999,248,14,13,0,0,0,2,632.0,184,114,33,133,230,13.0,7.0,6.0,4,932.0,48.0,122,7.0,12.0,774.0
reuscri01,1972,213,82,74,203,43,15,3,4058.0,1370,511,83,379,882,48.0,38.0,33.0,7,5706.0,7.0,588,,,5294.0
sorenla01,1977,184,69,68,172,59,9,2,3551.0,1316,522,89,254,366,25.0,17.0,16.0,13,4978.0,6.0,576,,,4708.0
niemara01,1979,81,4,5,9,3,2,3,463.0,167,83,6,63,81,10.0,8.0,4.0,4,681.0,22.0,90,,,614.0
rodrife01,1995,203,7,8,1,0,0,8,746.0,235,107,20,133,225,7.0,14.0,12.0,4,1102.0,86.0,118,2.0,3.0,952.0
coreybr01,1998,4,0,0,0,0,0,0,15.0,6,4,1,2,1,0.0,0.0,1.0,0,23.0,3.0,4,0.0,0.0,20.0
betanra01,2003,342,22,20,0,0,0,16,1138.0,334,136,39,93,377,23.0,8.0,1.0,1,1541.0,98.0,145,9.0,12.0,1426.0
reyesca01,1994,261,19,30,26,0,0,3,1470.0,511,248,69,202,330,21.0,25.0,14.0,4,2150.0,91.0,268,,,1934.0
garcija02,2008,99,39,25,90,3,3,0,1653.0,565,211,41,167,437,7.0,34.0,6.0,3,2339.0,4.0,258,23.0,15.0,2128.0
holmeda01,1990,254,14,16,0,0,0,51,893.0,290,136,22,121,263,16.0,18.0,7.0,2,1296.0,133.0,147,,,1168.0
brunebr01,2004,230,16,10,1,0,0,13,664.0,188,105,22,153,218,12.0,13.0,12.0,0,995.0,64.0,109,6.0,10.0,814.0
happja01,2007,116,35,35,96,4,3,0,1770.0,561,275,74,258,498,10.0,17.0,11.0,2,2543.0,8.0,292,35.0,23.0,2216.0
dayleke01,1982,192,23,31,33,0,0,20,1094.0,382,159,32,137,272,25.0,14.0,6.0,0,1574.0,76.0,190,,,1431.0
stiebda01,1979,186,81,67,184,76,18,0,4167.0,1228,509,100,448,775,22.0,20.0,51.0,7,5728.0,0.0,556,,,5229.0
timlimi01,1991,267,20,20,3,0,0,43,1039.0,328,143,23,152,295,28.0,15.0,9.0,1,1495.0,149.0,161,,,1334.0
kamiesc01,1991,113,36,39,94,8,0,1,1882.0,644,302,65,282,323,24.0,21.0,19.0,1,2722.0,7.0,323,,,2421.0
brownja01,1970,140,29,30,53,15,4,3,1581.0,552,237,53,227,323,15.0,21.0,9.0,1,2284.0,36.0,267,,,2048.0
holdsfr01,1972,57,7,10,15,0,0,2,461.0,142,72,13,69,79,6.0,9.0,2.0,1,649.0,22.0,78,,,578.0
oswalro01,2001,188,98,47,177,11,4,0,3604.0,1153,407,98,263,1016,18.0,15.0,41.0,3,4926.0,5.0,443,58.0,27.0,4537.0
harkemi01,1988,71,26,21,71,3,1,0,1267.0,428,184,38,138,215,16.0,15.0,13.0,6,1802.0,0.0,209,,,1651.0
carpech01,1997,152,49,50,135,12,5,0,2612.0,984,467,111,331,612,8.0,32.0,35.0,2,3831.0,6.0,520,7.0,6.0,3452.0
huismma01,1983,137,12,11,1,0,0,10,831.0,279,130,35,80,199,7.0,15.0,4.0,1,1172.0,66.0,144,,,1088.0
willira01,2004,63,3,2,0,0,0,0,146.0,49,32,7,31,47,7.0,0.0,4.0,0,227.0,13.0,33,1.0,2.0,189.0
feierry01,2006,25,2,11,19,0,0,0,318.0,147,85,20,44,64,2.0,5.0,5.0,2,492.0,2.0,85,2.0,3.0,438.0
garlawa01,1973,135,42,40,77,35,5,6,2217.0,710,281,52,232,340,27.0,21.0,13.0,2,3091.0,33.0,320,,,2846.0
armasto02,1999,102,32,41,102,0,0,0,1695.0,502,264,67,274,445,27.0,28.0,25.0,3,2431.0,0.0,291,32.0,15.0,2085.0
dawlebi01,1983,271,27,30,0,0,0,25,1385.0,409,175,49,164,289,35.0,16.0,3.0,2,1911.0,124.0,187,,,1744.0
niedeto01,1981,295,29,28,0,0,0,63,1272.0,362,130,30,136,340,48.0,5.0,8.0,1,1735.0,161.0,136,,,1591.0
eilanda01,1988,49,5,14,43,0,0,0,676.0,268,131,29,67,76,5.0,1.0,8.0,1,990.0,4.0,153,,,915.0
rislebi01,1992,113,12,9,1,0,0,1,500.0,128,66,24,67,161,5.0,5.0,2.0,0,680.0,25.0,69,,,611.0
watsoal01,1993,151,45,52,133,3,0,0,2379.0,877,444,120,298,505,4.0,29.0,32.0,10,3481.0,6.0,487,,,3151.0
atchisc01,2004,53,2,3,0,0,0,0,204.0,68,31,10,25,70,2.0,4.0,1.0,0,291.0,14.0,31,3.0,3.0,259.0
knudsma01,1985,105,23,26,52,6,2,0,1324.0,493,208,49,108,169,10.0,12.0,7.0,0,1895.0,24.0,232,,,1780.0
wrighwe01,2008,302,10,15,4,0,0,2,754.0,240,122,35,113,253,9.0,8.0,16.0,1,1101.0,58.0,134,5.0,6.0,961.0
darenvi01,1998,280,7,15,0,0,0,2,821.0,293,155,31,116,219,18.0,6.0,10.0,3,1222.0,67.0,164,7.0,11.0,1078.0
valenfe01,1980,176,78,57,166,64,23,1,3856.0,1069,413,68,455,1032,35.0,41.0,9.0,4,5261.0,4.0,485,,,4797.0
youngcu01,1983,133,46,33,110,14,3,0,2163.0,724,342,105,209,374,4.0,17.0,24.0,9,3044.0,5.0,375,,,2811.0
nitkocj01,1995,209,15,27,44,0,0,3,1105.0,392,222,46,190,258,12.0,14.0,25.0,7,1668.0,25.0,251,3.0,8.0,1442.0
falcope01,1975,182,43,66,154,15,5,2,2827.0,925,451,96,447,594,32.0,49.0,14.0,9,4115.0,12.0,495,,,3654.0
oroscje01,1979,202,28,26,4,0,0,53,1076.0,272,98,23,140,298,17.0,5.0,7.0,6,1461.0,126.0,117,,,1314.0
birddo01,1973,292,49,36,43,3,1,58,2144.0,702,283,62,188,464,38.0,16.0,13.0,4,2980.0,171.0,315,,,2779.0
vandeed01,1982,387,23,26,17,2,0,20,1446.0,528,209,50,189,296,31.0,22.0,5.0,5,2103.0,139.0,233,,,1909.0
rupejo01,2005,81,5,3,1,0,0,0,427.0,159,79,13,71,83,3.0,7.0,13.0,0,637.0,17.0,81,5.0,7.0,541.0
rasmuer01,1975,213,46,69,132,25,11,4,2817.0,935,388,80,275,450,35.0,13.0,11.0,14,3940.0,32.0,437,,,3654.0
brewebi01,1993,178,10,10,0,0,0,3,459.0,142,75,22,79,109,6.0,11.0,4.0,2,666.0,50.0,76,,,583.0
mendora01,1996,215,46,30,57,2,2,12,1821.0,664,282,60,138,352,16.0,11.0,27.0,2,2593.0,41.0,304,5.0,5.0,2418.0
gonzami02,2003,222,9,12,0,0,0,44,619.0,157,60,15,96,240,7.0,8.0,5.0,0,865.0,110.0,66,8.0,7.0,749.0
lorraan01,1994,36,5,8,20,2,1,0,365.0,152,85,18,54,73,3.0,4.0,2.0,0,560.0,4.0,91,,,504.0
myersbr01,2002,192,59,47,143,6,2,21,2769.0,922,445,131,325,773,19.0,28.0,36.0,5,3964.0,38.0,470,40.0,16.0,3547.0
plesada01,1986,321,24,33,10,0,0,132,1336.0,396,161,38,151,394,12.0,18.0,9.0,7,1856.0,256.0,179,,,1696.0
thompma01,1994,74,17,23,52,3,1,0,936.0,380,201,51,146,179,4.0,5.0,26.0,2,1444.0,5.0,221,,,1272.0
buenofr01,2008,26,2,1,0,0,0,0,84.0,25,5,1,5,13,2.0,0.0,1.0,0,113.0,6.0,6,1.0,1.0,105.0
kinnumi01,1980,21,0,0,0,0,0,0,74.0,29,14,1,9,8,1.0,2.0,1.0,0,112.0,10.0,18,,,102.0
lacorfr01,1975,111,13,31,31,1,0,11,867.0,277,165,26,150,220,11.0,9.0,8.0,1,1279.0,50.0,177,,,1121.0
ramirra02,2006,359,20,17,0,0,0,8,1093.0,303,128,26,149,310,23.0,23.0,9.0,6,1525.0,95.0,141,15.0,13.0,1339.0
trombmi01,1992,208,22,20,35,0,0,9,1373.0,475,237,57,174,354,19.0,21.0,17.0,0,2002.0,56.0,263,,,1811.0
foxch02,1997,153,7,7,0,0,0,2,487.0,141,60,15,81,187,8.0,15.0,7.0,2,710.0,31.0,66,3.0,1.0,618.0
larocda01,1970,311,28,19,4,0,0,49,1337.0,387,173,39,220,363,40.0,16.0,17.0,5,1925.0,170.0,191,,,1688.0
glynnry01,1999,47,9,16,37,0,0,0,628.0,256,144,36,110,101,4.0,11.0,7.0,1,982.0,5.0,158,4.0,3.0,858.0
desseel01,1996,135,23,27,58,2,1,1,1366.0,523,242,54,128,271,10.0,9.0,5.0,1,1959.0,16.0,249,19.0,14.0,1793.0
whiteri01,1994,159,13,17,18,0,0,6,921.0,343,139,28,96,187,10.0,10.0,11.0,2,1333.0,48.0,156,,,1226.0
florera01,2002,222,8,4,3,0,0,3,544.0,210,95,19,69,151,7.0,10.0,13.0,0,820.0,39.0,111,11.0,9.0,718.0
oquismi01,1993,105,16,21,55,1,0,0,1243.0,465,253,55,179,262,14.0,12.0,19.0,0,1863.0,12.0,262,,,1665.0
leagubr01,2004,168,7,10,0,0,0,2,607.0,198,92,22,73,154,7.0,19.0,15.0,0,865.0,40.0,101,8.0,2.0,767.0
seaneru01,1989,54,3,2,0,0,0,0,193.0,65,40,7,47,57,3.0,11.0,2.0,1,304.0,23.0,44,,,255.0
broxtjo01,2005,372,24,18,0,0,0,77,1138.0,305,131,23,154,493,22.0,19.0,9.0,0,1578.0,179.0,149,9.0,11.0,1395.0
tejermi01,1999,108,11,13,27,0,0,3,709.0,251,133,25,110,170,6.0,3.0,9.0,0,1047.0,14.0,137,13.0,5.0,910.0
mclauby01,1977,113,14,21,28,5,0,16,968.0,340,183,44,149,203,22.0,17.0,10.0,1,1433.0,47.0,194,,,1274.0
thomsjo01,1997,111,29,49,110,6,2,0,1996.0,737,366,90,205,421,13.0,11.0,12.0,2,2892.0,1.0,404,16.0,13.0,2646.0
doteloc01,1999,366,36,29,34,0,0,64,1755.0,454,236,72,248,709,17.0,21.0,26.0,3,2447.0,151.0,251,18.0,20.0,2135.0
lucasga01,1980,334,24,38,18,0,0,58,1647.0,507,178,33,186,335,60.0,16.0,5.0,4,2290.0,174.0,214,,,2099.0
campbbi02,1973,314,52,35,9,2,1,86,1954.0,591,228,47,260,483,31.0,21.0,15.0,3,2756.0,251.0,251,,,2481.0
brazoyh01,2004,116,10,12,0,0,0,21,345.0,109,60,13,55,100,7.0,4.0,5.0,0,501.0,58.0,64,11.0,3.0,427.0
wrighja01,1996,151,43,54,149,3,1,0,2703.0,1006,516,99,447,464,25.0,31.0,71.0,10,4032.0,1.0,564,11.0,11.0,3492.0
sanchje01,1998,159,23,32,80,2,2,0,1531.0,546,298,78,272,376,22.0,21.0,15.0,7,2295.0,18.0,322,11.0,15.0,1982.0
groombu01,1992,258,9,15,15,0,0,8,915.0,368,180,37,138,194,19.0,13.0,9.0,2,1386.0,55.0,189,,,1239.0
langfri01,1976,179,58,71,142,70,8,0,3333.0,1118,450,100,322,537,25.0,30.0,13.0,4,4669.0,14.0,515,,,4334.0
vanpoto01,1991,113,20,33,69,2,1,1,1329.0,455,306,71,271,311,6.0,17.0,12.0,1,2006.0,18.0,319,,,1723.0
farrst01,1984,263,24,28,22,0,0,49,1500.0,476,204,45,201,418,30.0,17.0,16.0,5,2126.0,150.0,222,,,1909.0
osunaal01,1990,208,18,10,0,0,0,14,566.0,151,81,17,107,139,13.0,12.0,8.0,3,821.0,61.0,90,,,706.0
rayke01,1999,13,1,0,0,0,0,0,34.0,23,11,2,6,0,0.0,0.0,1.0,0,57.0,4.0,12,,,50.0
wagnepa01,1992,144,27,40,75,6,2,3,1616.0,568,275,54,221,415,18.0,35.0,19.0,2,2358.0,18.0,296,,,2118.0
dennyjo01,1974,147,51,46,144,30,10,0,2804.0,912,381,62,361,409,20.0,33.0,25.0,7,3963.0,0.0,428,,,3577.0
chacigu01,2004,58,25,15,58,0,0,0,995.0,340,154,45,118,185,6.0,3.0,17.0,0,1426.0,0.0,165,10.0,10.0,1271.0
righeda01,1979,146,38,29,76,13,2,32,1857.0,513,216,31,260,524,13.0,20.0,8.0,9,2593.0,56.0,245,,,2325.0
hortori01,1984,293,31,26,53,3,1,14,1894.0,644,258,52,200,301,40.0,12.0,14.0,15,2665.0,73.0,276,,,2451.0
kucekja01,1974,36,4,8,15,3,0,1,413.0,149,66,16,70,86,3.0,3.0,3.0,0,620.0,9.0,83,,,547.0
smilejo01,1986,196,60,42,117,17,3,4,2562.0,787,339,78,229,534,18.0,21.0,12.0,12,3516.0,21.0,375,,,3275.0
sosajo02,2002,234,36,48,88,1,1,5,2076.0,694,353,99,313,443,23.0,20.0,8.0,1,3029.0,39.0,380,28.0,23.0,2657.0
bastaan01,2009,275,20,18,5,0,0,11,777.0,189,107,24,125,324,8.0,18.0,9.0,0,1091.0,59.0,113,10.0,8.0,939.0
smoltjo01,1988,181,72,65,181,28,6,0,3670.0,1060,479,101,452,946,27.0,74.0,19.0,11,5106.0,0.0,523,,,4635.0
harrigr02,1988,207,42,47,84,9,2,15,2240.0,679,274,76,235,502,39.0,15.0,16.0,13,3118.0,60.0,312,,,2867.0
maddumi01,1986,139,17,16,36,2,1,6,1040.0,350,156,22,118,212,14.0,19.0,12.0,5,1470.0,35.0,176,,,1340.0
starkde01,1999,64,15,13,42,0,0,0,762.0,290,163,51,123,120,9.0,5.0,8.0,1,1169.0,3.0,192,8.0,16.0,1014.0
lawrebr02,2001,162,49,61,146,7,3,0,2802.0,980,426,97,255,579,33.0,12.0,45.0,2,3984.0,5.0,463,37.0,29.0,3618.0
heskejo01,1984,172,28,19,45,3,2,14,1298.0,395,162,31,167,351,27.0,15.0,4.0,13,1813.0,45.0,186,,,1642.0
plunker01,1986,247,31,29,41,0,0,8,1746.0,512,266,62,372,522,16.0,38.0,12.0,22,2576.0,74.0,294,,,2192.0
deshaji01,1984,121,49,36,118,11,6,0,2216.0,632,281,74,274,519,22.0,13.0,8.0,19,3072.0,0.0,305,,,2790.0
crabtti01,1995,321,21,17,0,0,0,5,1112.0,397,167,26,136,272,16.0,24.0,13.0,0,1622.0,119.0,192,1.0,4.0,1468.0
harderi01,2003,109,41,20,101,2,1,0,1838.0,481,220,47,262,612,10.0,19.0,10.0,1,2527.0,2.0,237,13.0,16.0,2226.0
scherbi01,1982,216,8,9,2,0,0,11,902.0,292,131,29,135,201,29.0,8.0,2.0,0,1302.0,80.0,144,,,1165.0
morrobr01,2007,208,39,37,92,4,4,16,1944.0,558,295,67,304,693,8.0,35.0,24.0,1,2777.0,51.0,317,13.0,22.0,2414.0
assenpa01,1986,389,33,25,1,0,0,39,1454.0,440,180,40,177,457,41.0,18.0,7.0,4,2051.0,138.0,203,,,1867.0
jamesmi01,1995,235,15,12,0,0,0,11,794.0,230,99,23,127,211,15.0,9.0,21.0,0,1142.0,69.0,111,2.0,1.0,991.0
crawfst01,1980,104,14,10,16,2,0,13,756.0,296,108,24,75,120,15.0,9.0,4.0,0,1102.0,52.0,133,,,1023.0
millsal01,1990,190,23,17,5,0,0,8,990.0,295,138,35,188,223,27.0,13.0,10.0,0,1438.0,68.0,148,,,1240.0
havenbr01,1981,117,21,32,59,6,2,1,1357.0,471,254,60,181,288,13.0,16.0,1.0,2,1958.0,24.0,271,,,1776.0
mortoch02,2008,109,30,49,108,3,2,0,1768.0,655,308,48,231,389,12.0,29.0,45.0,2,2628.0,0.0,347,35.0,21.0,2296.0
pennybr01,2000,163,56,53,162,3,2,0,2906.0,961,431,96,306,698,28.0,21.0,22.0,5,4075.0,0.0,467,37.0,17.0,3693.0
gullibi01,1979,147,58,49,141,27,5,0,3015.0,962,382,80,241,610,19.0,29.0,15.0,4,4136.0,2.0,416,,,3880.0
manzajo01,1991,77,5,5,1,0,0,3,332.0,103,56,10,50,95,9.0,9.0,7.0,0,488.0,29.0,63,,,431.0
hampsju01,2006,79,5,4,1,0,0,0,288.0,98,36,5,31,62,6.0,1.0,4.0,0,405.0,20.0,38,2.0,5.0,363.0
gallayo01,2007,151,69,43,148,4,3,0,2749.0,831,370,97,354,936,16.0,36.0,11.0,1,3884.0,1.0,398,43.0,24.0,3452.0
hernali01,1996,148,57,53,147,18,2,0,3000.0,1096,492,111,378,683,24.0,16.0,18.0,5,4382.0,0.0,539,24.0,21.0,3941.0
thatcjo01,2007,237,5,10,0,0,0,1,505.0,153,63,11,65,181,17.0,2.0,9.0,2,723.0,49.0,68,8.0,9.0,632.0
yorkji01,1970,171,15,17,4,0,0,10,826.0,276,114,18,128,188,24.0,12.0,11.0,2,1226.0,79.0,124,,,1087.0
leachte01,1981,70,6,6,6,2,2,4,429.0,126,51,7,47,80,9.0,0.0,1.0,0,589.0,20.0,55,,,541.0
oconnja02,1981,100,13,16,28,6,1,0,818.0,297,151,31,140,144,18.0,7.0,4.0,2,1223.0,30.0,164,,,1079.0
mathegr01,1986,79,26,30,77,4,1,0,1385.0,437,203,38,178,224,14.0,18.0,6.0,13,1928.0,1.0,216,,,1744.0
davisdo02,1999,127,40,41,107,4,1,0,1991.0,723,321,68,279,440,8.0,25.0,17.0,6,2931.0,4.0,349,30.0,20.0,2585.0
bootcch01,2003,77,3,7,3,0,0,1,398.0,162,89,18,55,92,4.0,10.0,5.0,1,607.0,29.0,93,3.0,5.0,539.0
comerst01,1978,154,40,29,63,10,3,13,1753.0,616,248,46,213,206,24.0,14.0,14.0,0,2514.0,58.0,286,,,2287.0
youngma01,1983,204,42,56,94,12,4,25,2080.0,731,336,63,275,463,15.0,23.0,23.0,6,3018.0,65.0,382,,,2720.0
duensbr01,2009,299,37,36,61,2,2,1,1802.0,645,275,59,187,404,18.0,18.0,12.0,0,2574.0,41.0,300,19.0,15.0,2341.0
larsoda01,1976,66,10,21,37,7,0,1,851.0,280,133,26,122,129,10.0,13.0,4.0,6,1231.0,8.0,159,,,1105.0
levinal01,1996,236,14,19,7,0,0,4,1079.0,370,154,41,145,172,14.0,17.0,10.0,0,1560.0,67.0,175,8.0,8.0,1389.0
mooredo01,1975,152,15,14,4,0,0,5,765.0,300,130,18,83,145,26.0,12.0,5.0,7,1122.0,44.0,147,,,1034.0
clippty01,2007,273,24,18,8,0,0,33,1049.0,249,121,43,152,393,11.0,11.0,5.0,3,1432.0,76.0,127,13.0,15.0,1247.0
geiseda01,1978,99,4,4,5,0,0,5,415.0,127,54,10,73,99,13.0,3.0,5.0,2,605.0,33.0,59,,,527.0
greinza01,2004,177,50,53,136,9,3,1,2664.0,902,368,94,225,750,11.0,21.0,32.0,5,3729.0,8.0,395,20.0,17.0,3435.0
mcmurcr01,1983,159,28,38,76,6,3,4,1778.0,563,255,47,284,317,15.0,12.0,6.0,7,2566.0,23.0,284,,,2276.0
mathete01,1991,226,16,15,4,0,0,8,897.0,296,135,32,119,232,16.0,11.0,5.0,1,1272.0,62.0,141,,,1148.0
reedst01,1992,347,26,18,0,0,0,15,1156.0,348,155,53,126,286,12.0,3.0,22.0,2,1601.0,72.0,175,,,1453.0
beltrri01,1997,76,2,3,5,0,0,1,317.0,109,51,13,43,106,3.0,8.0,1.0,0,465.0,28.0,58,0.0,0.0,421.0
dempsry01,1998,161,50,55,156,8,2,0,2892.0,1008,537,120,503,778,21.0,27.0,45.0,0,4326.0,2.0,565,37.0,22.0,3719.0
latosma01,2009,153,60,45,153,4,1,0,2856.0,829,353,87,283,859,23.0,22.0,19.0,4,3918.0,0.0,385,44.0,16.0,3556.0
keislra01,2000,40,4,4,17,0,0,0,370.0,139,96,26,77,90,2.0,2.0,2.0,1,583.0,7.0,104,1.0,3.0,500.0
jonesji02,1986,116,29,32,89,7,3,0,1728.0,627,283,53,191,286,9.0,15.0,14.0,3,2506.0,16.0,333,,,2301.0
macdomi01,2001,187,11,15,3,0,0,50,597.0,193,80,15,82,181,3.0,19.0,14.0,1,859.0,130.0,96,5.0,3.0,755.0
augusje01,1975,194,49,51,93,25,6,7,2253.0,797,339,59,267,257,19.0,14.0,15.0,4,3231.0,47.0,372,,,2949.0
grosske01,1983,203,60,66,164,23,7,1,3314.0,1088,475,104,430,727,27.0,20.0,44.0,20,4764.0,10.0,521,,,4290.0
elartsc01,1998,135,36,27,81,2,0,3,1674.0,568,312,89,226,415,6.0,20.0,21.0,0,2454.0,15.0,344,15.0,13.0,2179.0
tomlida01,1972,258,11,9,1,0,0,7,1042.0,337,134,23,129,197,39.0,6.0,7.0,6,1480.0,84.0,148,,,1344.0
harvebr01,1987,250,16,20,0,0,0,126,923.0,219,85,24,126,365,17.0,25.0,2.0,4,1268.0,214.0,99,,,1140.0
lyonbr01,2001,175,12,20,21,0,0,23,848.0,326,153,39,85,178,16.0,4.0,7.0,2,1250.0,75.0,168,11.0,17.0,1130.0
gonzaed01,2003,80,14,21,35,0,0,0,773.0,315,171,52,85,168,12.0,17.0,15.0,2,1158.0,10.0,178,16.0,7.0,1035.0
masseni01,2006,308,16,14,2,0,0,4,999.0,326,140,27,142,285,18.0,23.0,8.0,5,1427.0,81.0,152,10.0,10.0,1257.0
michach01,1998,53,8,11,18,0,0,1,469.0,186,81,21,69,77,7.0,2.0,14.0,6,710.0,10.0,88,3.0,5.0,619.0
tillmch01,2009,118,45,31,118,2,1,0,2041.0,644,302,95,238,511,5.0,26.0,15.0,2,2871.0,0.0,326,8.0,17.0,2593.0
floydga01,2004,103,36,29,92,3,1,0,1734.0,578,300,88,212,432,15.0,23.0,28.0,1,2506.0,4.0,335,16.0,16.0,2234.0
camacer01,1980,87,5,12,3,0,0,23,426.0,135,54,9,60,72,6.0,8.0,3.0,4,606.0,55.0,59,,,543.0
lewisri01,1992,215,14,15,3,0,0,2,866.0,279,151,43,186,240,29.0,36.0,8.0,6,1325.0,53.0,175,,,1131.0
chacosh01,2001,190,38,54,115,0,0,35,2221.0,733,421,112,386,487,31.0,33.0,57.0,3,3328.0,60.0,450,44.0,22.0,2819.0
vogelry01,2000,100,10,22,33,0,0,0,831.0,303,178,34,138,189,12.0,13.0,22.0,0,1275.0,34.0,190,12.0,12.0,1091.0
dunnmi01,2009,311,20,19,0,0,0,4,764.0,218,95,23,132,286,17.0,12.0,6.0,0,1110.0,57.0,112,11.0,10.0,951.0
swarzan01,2009,181,16,24,32,0,0,0,1319.0,482,219,48,127,267,15.0,7.0,9.0,3,1887.0,30.0,234,9.0,17.0,1725.0
wilsotr01,1988,137,38,42,98,7,4,0,1913.0,575,274,53,262,387,15.0,12.0,22.0,14,2677.0,12.0,300,,,2393.0
ontivst02,1985,141,18,18,37,2,1,19,1180.0,358,165,40,133,235,10.0,16.0,7.0,6,1652.0,52.0,185,,,1512.0
aybarma01,1997,183,17,18,28,0,0,3,1088.0,378,203,44,162,244,9.0,13.0,15.0,5,1619.0,48.0,225,6.0,5.0,1431.0
madsory01,2003,295,32,21,18,0,0,5,1317.0,455,192,48,140,343,22.0,29.0,24.0,4,1880.0,55.0,207,20.0,13.0,1683.0
lowede01,1997,330,41,40,54,1,1,85,2112.0,643,259,48,189,497,23.0,22.0,31.0,1,2898.0,155.0,280,14.0,4.0,2660.0
slatoji01,1971,188,62,78,175,50,15,0,3683.0,1236,533,113,477,597,38.0,54.0,14.0,3,5280.0,4.0,597,,,4789.0
hoffmtr01,1993,375,34,25,0,0,0,188,1325.0,317,136,41,149,507,33.0,26.0,4.0,0,1778.0,300.0,144,,,1625.0
murast01,1978,144,29,38,82,12,2,4,1754.0,586,259,43,264,331,12.0,23.0,4.0,3,2533.0,25.0,286,,,2265.0
pricejo02,1980,201,35,29,73,10,1,8,1854.0,563,236,61,217,420,24.0,9.0,7.0,1,2585.0,38.0,262,,,2361.0
dejeami01,1997,367,19,16,1,0,0,33,1247.0,430,193,41,188,263,32.0,28.0,17.0,0,1822.0,135.0,214,8.0,7.0,1602.0
hillke01,1988,145,48,48,139,8,4,0,2617.0,778,342,51,354,537,22.0,41.0,21.0,9,3698.0,1.0,386,,,3323.0
ponsosi01,1998,177,58,65,166,22,2,1,3292.0,1151,554,147,366,687,10.0,27.0,18.0,1,4677.0,5.0,586,14.0,13.0,4266.0
henrybu01,1992,139,31,33,85,4,2,7,1761.0,639,246,58,136,324,15.0,4.0,6.0,3,2479.0,18.0,270,,,2337.0
nichoro02,1988,95,11,31,48,6,1,1,1218.0,446,199,39,116,211,7.0,8.0,14.0,3,1753.0,14.0,223,,,1623.0
rzepcma01,2009,277,9,20,23,0,0,1,931.0,288,130,28,132,286,10.0,19.0,17.0,2,1325.0,39.0,145,7.0,6.0,1163.0
hurstbr01,1980,146,42,46,127,21,5,0,2488.0,939,423,99,288,520,16.0,16.0,18.0,9,3620.0,5.0,462,,,3314.0
petityu01,2006,71,10,20,36,0,0,0,688.0,251,142,50,75,176,5.0,6.0,1.0,2,1008.0,15.0,149,9.0,4.0,919.0
pettyad01,2001,16,1,6,9,0,0,0,195.0,81,42,10,21,40,2.0,2.0,4.0,0,293.0,1.0,48,3.0,3.0,262.0
ruhleve01,1974,109,30,38,96,18,8,0,1870.0,665,270,55,173,252,11.0,9.0,18.0,2,2675.0,4.0,310,,,2484.0
cordech01,2003,305,20,14,0,0,0,128,962.0,267,99,39,117,292,16.0,12.0,6.0,1,1347.0,226.0,113,13.0,8.0,1203.0
smithbr01,1981,193,49,41,103,14,7,6,2509.0,790,304,61,224,493,27.0,19.0,15.0,9,3472.0,34.0,356,,,3233.0
eldreca01,1991,97,45,34,97,16,2,0,1985.0,592,287,73,252,418,5.0,9.0,21.0,1,2790.0,0.0,299,,,2517.0
