player_id,start_year,g,w,l,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,tbf,era,baopp,tbf_per_g,starter_ratio,w_per_g,l_per_g,p_win,gf_per_g,cg_per_g,sho_per_g,sv_per_g,ipouts_per_g,bb_per_bfp,bk_per_bfp,hbp_per_bfp,hr_per_tbf,so_per_tbf,wp_per_bfp,so_per_bb
charlno01,1988,272,32,27,37,1,1,47,1606.0,451,176,38,207,469,21.0,39.0,17.0,7,2222.0,125.0,206,,,1998.0,2.9589041095890411,0.22572572572572572573,7.3455882352941176,0.13602941176470588235,0.11764705882352941176,0.09926470588235294118,0.54237288135593220339,0.45955882352941176471,0.00367647058823529412,0.00367647058823529412,0.17279411764705882353,5.9044117647058824,0.09315931593159315932,0.00315031503150315032,0.00765076507650765077,0.01901901901901901902,0.23473473473473473473,0.01755175517551755176,2.2657004830917874
eichhma01,1982,165,24,15,7,0,0,14,968.0,255,98,26,111,278,28.0,8.0,13.0,2,1323.0,65.0,107,,,1199.0,2.7334710743801653,0.21267723102585487907,7.2666666666666667,0.04242424242424242424,0.14545454545454545455,0.09090909090909090909,0.61538461538461538462,0.39393939393939393939,0.00000000000000000000,0.00000000000000000000,0.08484848484848484848,5.8666666666666667,0.08390022675736961451,0.00151171579743008314,0.00982615268329554044,0.02168473728106755630,0.23185988323603002502,0.00604686318972033258,2.5045045045045045
guantce01,1982,224,16,19,0,0,0,21,1199.0,341,149,33,156,339,20.0,13.0,15.0,2,1680.0,99.0,169,,,1509.0,3.3552960800667223,0.22597746852220013254,6.7366071428571429,0.00000000000000000000,0.07142857142857142857,0.08482142857142857143,0.45714285714285714286,0.44196428571428571429,0.00000000000000000000,0.00000000000000000000,0.09375000000000000000,5.3526785714285714,0.09285714285714285714,0.00119047619047619048,0.00892857142857142857,0.02186878727634194831,0.22465208747514910537,0.00773809523809523810,2.1730769230769231
arroybr01,2000,126,33,33,90,1,0,1,1765.0,611,300,62,190,367,23.0,17.0,43.0,3,2559.0,6.0,349,19.0,17.0,2290.0,4.5892351274787535,0.26681222707423580786,18.1746031746031746,0.71428571428571428571,0.26190476190476190476,0.26190476190476190476,0.50000000000000000000,0.04761904761904761905,0.00793650793650793651,0.00000000000000000000,0.00793650793650793651,14.0079365079365079,0.07424775302852676827,0.00117233294255568581,0.01680343884329816335,0.02707423580786026201,0.16026200873362445415,0.00664322000781555295,1.9315789473684211
mahlemi01,1977,79,12,24,44,2,0,0,819.0,298,159,32,133,188,14.0,17.0,11.0,4,1243.0,13.0,181,,,1099.0,5.2417582417582418,0.27115559599636032757,13.9113924050632911,0.55696202531645569620,0.15189873417721518987,0.30379746835443037975,0.33333333333333333333,0.16455696202531645570,0.02531645569620253165,0.00000000000000000000,0.00000000000000000000,10.3670886075949367,0.10699919549477071601,0.00321802091713596138,0.00884955752212389381,0.02911737943585077343,0.17106460418562329390,0.01367658889782783588,1.4135338345864662
almanar01,1999,248,14,13,0,0,0,2,632.0,184,114,33,133,230,13.0,7.0,6.0,4,932.0,48.0,122,7.0,12.0,774.0,4.8702531645569620,0.23772609819121447028,3.1209677419354839,0.00000000000000000000,0.05645161290322580645,0.05241935483870967742,0.51851851851851851852,0.19354838709677419355,0.00000000000000000000,0.00000000000000000000,0.00806451612903225806,2.5483870967741935,0.14270386266094420601,0.00429184549356223176,0.00643776824034334764,0.04263565891472868217,0.29715762273901808786,0.00751072961373390558,1.7293233082706767
reuscri01,1972,213,82,74,203,43,15,3,4058.0,1370,511,83,379,882,48.0,38.0,33.0,7,5706.0,7.0,588,,,5294.0,3.3999507146377526,0.25878352852285606347,24.8544600938967136,0.95305164319248826291,0.38497652582159624413,0.34741784037558685446,0.52564102564102564103,0.03286384976525821596,0.20187793427230046948,0.07042253521126760563,0.01408450704225352113,19.0516431924882629,0.06642131090080616894,0.00122677882930248861,0.00578338590956887487,0.01567812618058179071,0.16660370230449565546,0.00665965650192779530,2.3271767810026385
sorenla01,1977,184,69,68,172,59,9,2,3551.0,1316,522,89,254,366,25.0,17.0,16.0,13,4978.0,6.0,576,,,4708.0,3.9690228104759223,0.27952421410365335599,25.5869565217391304,0.93478260869565217391,0.37500000000000000000,0.36956521739130434783,0.50364963503649635036,0.03260869565217391304,0.32065217391304347826,0.04891304347826086957,0.01086956521739130435,19.2989130434782609,0.05102450783447167537,0.00261149055845721173,0.00321414222579349136,0.01890399320305862362,0.07774001699235344095,0.00341502611490558457,1.4409448818897638
niemara01,1979,81,4,5,9,3,2,3,463.0,167,83,6,63,81,10.0,8.0,4.0,4,681.0,22.0,90,,,614.0,4.8401727861771058,0.27198697068403908795,7.5802469135802469,0.11111111111111111111,0.04938271604938271605,0.06172839506172839506,0.44444444444444444444,0.27160493827160493827,0.03703703703703703704,0.02469135802469135802,0.03703703703703703704,5.7160493827160494,0.09251101321585903084,0.00587371512481644640,0.00587371512481644640,0.00977198697068403909,0.13192182410423452769,0.01174743024963289280,1.2857142857142857
rodrife01,1995,203,7,8,1,0,0,8,746.0,235,107,20,133,225,7.0,14.0,12.0,4,1102.0,86.0,118,2.0,3.0,952.0,3.8726541554959786,0.24684873949579831933,4.6896551724137931,0.00492610837438423645,0.03448275862068965517,0.03940886699507389163,0.46666666666666666667,0.42364532019704433498,0.00000000000000000000,0.00000000000000000000,0.03940886699507389163,3.6748768472906404,0.12068965517241379310,0.00362976406533575318,0.01088929219600725953,0.02100840336134453782,0.23634453781512605042,0.01270417422867513612,1.6917293233082707
coreybr01,1998,4,0,0,0,0,0,0,15.0,6,4,1,2,1,0.0,0.0,1.0,0,23.0,3.0,4,0.0,0.0,20.0,7.2000000000000000,0.30000000000000000000,5.0000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.75000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,3.7500000000000000,0.08695652173913043478,0.00000000000000000000,0.04347826086956521739,0.05000000000000000000,0.05000000000000000000,0.00000000000000000000,0.50000000000000000000
betanra01,2003,342,22,20,0,0,0,16,1138.0,334,136,39,93,377,23.0,8.0,1.0,1,1541.0,98.0,145,9.0,12.0,1426.0,3.2267135325131810,0.23422159887798036466,4.1695906432748538,0.00000000000000000000,0.06432748538011695906,0.05847953216374269006,0.52380952380952380952,0.28654970760233918129,0.00000000000000000000,0.00000000000000000000,0.04678362573099415205,3.3274853801169591,0.06035042180402336145,0.00064892926670992862,0.00064892926670992862,0.02734922861150070126,0.26437587657784011220,0.00519143413367942894,4.0537634408602151
reyesca01,1994,261,19,30,26,0,0,3,1470.0,511,248,69,202,330,21.0,25.0,14.0,4,2150.0,91.0,268,,,1934.0,4.5551020408163265,0.26421923474663908997,7.4099616858237548,0.09961685823754789272,0.07279693486590038314,0.11494252873563218391,0.38775510204081632653,0.34865900383141762452,0.00000000000000000000,0.00000000000000000000,0.01149425287356321839,5.6321839080459770,0.09395348837209302326,0.00186046511627906977,0.00651162790697674419,0.03567735263702171665,0.17063081695966907963,0.01162790697674418605,1.6336633663366337
garcija02,2008,99,39,25,90,3,3,0,1653.0,565,211,41,167,437,7.0,34.0,6.0,3,2339.0,4.0,258,23.0,15.0,2128.0,3.4464609800362976,0.26550751879699248120,21.4949494949494949,0.90909090909090909091,0.39393939393939393939,0.25252525252525252525,0.60937500000000000000,0.04040404040404040404,0.03030303030303030303,0.03030303030303030303,0.00000000000000000000,16.6969696969696970,0.07139803334758443779,0.00128259940145361265,0.00256519880290722531,0.01926691729323308271,0.20535714285714285714,0.01453612654980761009,2.6167664670658683
holmeda01,1990,254,14,16,0,0,0,51,893.0,290,136,22,121,263,16.0,18.0,7.0,2,1296.0,133.0,147,,,1168.0,4.1119820828667413,0.24828767123287671233,4.5984251968503937,0.00000000000000000000,0.05511811023622047244,0.06299212598425196850,0.46666666666666666667,0.52362204724409448819,0.00000000000000000000,0.00000000000000000000,0.20078740157480314961,3.5157480314960630,0.09336419753086419753,0.00154320987654320988,0.00540123456790123457,0.01883561643835616438,0.22517123287671232877,0.01388888888888888889,2.1735537190082645
brunebr01,2004,230,16,10,1,0,0,13,664.0,188,105,22,153,218,12.0,13.0,12.0,0,995.0,64.0,109,6.0,10.0,814.0,4.2695783132530120,0.23095823095823095823,3.5391304347826087,0.00434782608695652174,0.06956521739130434783,0.04347826086956521739,0.61538461538461538462,0.27826086956521739130,0.00000000000000000000,0.00000000000000000000,0.05652173913043478261,2.8869565217391304,0.15376884422110552764,0.00000000000000000000,0.01206030150753768844,0.02702702702702702703,0.26781326781326781327,0.01306532663316582915,1.4248366013071895
happja01,2007,116,35,35,96,4,3,0,1770.0,561,275,74,258,498,10.0,17.0,11.0,2,2543.0,8.0,292,35.0,23.0,2216.0,4.1949152542372881,0.25315884476534296029,19.1034482758620690,0.82758620689655172414,0.30172413793103448276,0.30172413793103448276,0.50000000000000000000,0.06896551724137931034,0.03448275862068965517,0.02586206896551724138,0.00000000000000000000,15.2586206896551724,0.10145497443963822257,0.00078647267007471490,0.00432559968541093197,0.03339350180505415162,0.22472924187725631769,0.00668501769563507668,1.9302325581395349
dayleke01,1982,192,23,31,33,0,0,20,1094.0,382,159,32,137,272,25.0,14.0,6.0,0,1574.0,76.0,190,,,1431.0,3.9241316270566728,0.26694619147449336129,7.4531250000000000,0.17187500000000000000,0.11979166666666666667,0.16145833333333333333,0.42592592592592592593,0.39583333333333333333,0.00000000000000000000,0.00000000000000000000,0.10416666666666666667,5.6979166666666667,0.08703939008894536213,0.00000000000000000000,0.00381194409148665820,0.02236198462613556953,0.19007686932215234102,0.00889453621346886912,1.9854014598540146
stiebda01,1979,186,81,67,184,76,18,0,4167.0,1228,509,100,448,775,22.0,20.0,51.0,7,5728.0,0.0,556,,,5229.0,3.2980561555075594,0.23484413845859628992,28.1129032258064516,0.98924731182795698925,0.43548387096774193548,0.36021505376344086022,0.54729729729729729730,0.00000000000000000000,0.40860215053763440860,0.09677419354838709677,0.00000000000000000000,22.4032258064516129,0.07821229050279329609,0.00122206703910614525,0.00890363128491620112,0.01912411550965767833,0.14821189519984700708,0.00349162011173184358,1.7299107142857143
timlimi01,1991,267,20,20,3,0,0,43,1039.0,328,143,23,152,295,28.0,15.0,9.0,1,1495.0,149.0,161,,,1334.0,3.7160731472569779,0.24587706146926536732,4.9962546816479401,0.01123595505617977528,0.07490636704119850187,0.07490636704119850187,0.50000000000000000000,0.55805243445692883895,0.00000000000000000000,0.00000000000000000000,0.16104868913857677903,3.8913857677902622,0.10167224080267558528,0.00066889632107023411,0.00602006688963210702,0.01724137931034482759,0.22113943028485757121,0.01003344481605351171,1.9407894736842105
kamiesc01,1991,113,36,39,94,8,0,1,1882.0,644,302,65,282,323,24.0,21.0,19.0,1,2722.0,7.0,323,,,2421.0,4.3326248671625930,0.26600578273440726972,21.4247787610619469,0.83185840707964601770,0.31858407079646017699,0.34513274336283185841,0.48000000000000000000,0.06194690265486725664,0.07079646017699115044,0.00000000000000000000,0.00884955752212389381,16.6548672566371681,0.10360029390154298310,0.00036737692872887583,0.00698016164584864071,0.02684840974803800083,0.13341594382486575795,0.00771491550330639236,1.1453900709219858
brownja01,1970,140,29,30,53,15,4,3,1581.0,552,237,53,227,323,15.0,21.0,9.0,1,2284.0,36.0,267,,,2048.0,4.0474383301707780,0.26953125000000000000,14.6285714285714286,0.37857142857142857143,0.20714285714285714286,0.21428571428571428571,0.49152542372881355932,0.25714285714285714286,0.10714285714285714286,0.02857142857142857143,0.02142857142857142857,11.2928571428571429,0.09938704028021015762,0.00043782837127845884,0.00394045534150612960,0.02587890625000000000,0.15771484375000000000,0.00919439579684763573,1.4229074889867841
holdsfr01,1972,57,7,10,15,0,0,2,461.0,142,72,13,69,79,6.0,9.0,2.0,1,649.0,22.0,78,,,578.0,4.2169197396963124,0.24567474048442906574,10.1403508771929825,0.26315789473684210526,0.12280701754385964912,0.17543859649122807018,0.41176470588235294118,0.38596491228070175439,0.00000000000000000000,0.00000000000000000000,0.03508771929824561404,8.0877192982456140,0.10631741140215716487,0.00154083204930662558,0.00308166409861325116,0.02249134948096885813,0.13667820069204152249,0.01386748844375963020,1.1449275362318841
oswalro01,2001,188,98,47,177,11,4,0,3604.0,1153,407,98,263,1016,18.0,15.0,41.0,3,4926.0,5.0,443,58.0,27.0,4537.0,3.0491120976692564,0.25413268679744324443,24.1329787234042553,0.94148936170212765957,0.52127659574468085106,0.25000000000000000000,0.67586206896551724138,0.02659574468085106383,0.05851063829787234043,0.02127659574468085106,0.00000000000000000000,19.1702127659574468,0.05339017458384084450,0.00060901339829476248,0.00832318311002842063,0.02160017632797002425,0.22393652193079127177,0.00304506699147381242,3.8631178707224335
harkemi01,1988,71,26,21,71,3,1,0,1267.0,428,184,38,138,215,16.0,15.0,13.0,6,1802.0,0.0,209,,,1651.0,3.9210734017363852,0.25923682616596002423,23.2535211267605634,1.00000000000000000000,0.36619718309859154930,0.29577464788732394366,0.55319148936170212766,0.00000000000000000000,0.04225352112676056338,0.01408450704225352113,0.00000000000000000000,17.8450704225352113,0.07658157602663706992,0.00332963374028856826,0.00721420643729189789,0.02301635372501514234,0.13022410660205935796,0.00832408435072142064,1.5579710144927536
carpech01,1997,152,49,50,135,12,5,0,2612.0,984,467,111,331,612,8.0,32.0,35.0,2,3831.0,6.0,520,7.0,6.0,3452.0,4.8273353751914242,0.28505214368482039397,22.7105263157894737,0.88815789473684210526,0.32236842105263157895,0.32894736842105263158,0.49494949494949494949,0.03947368421052631579,0.07894736842105263158,0.03289473684210526316,0.00000000000000000000,17.1842105263157895,0.08640041764552336205,0.00052205690420255808,0.00913599582354476638,0.03215527230590961761,0.17728852838933951333,0.00835291046724092926,1.8489425981873112
huismma01,1983,137,12,11,1,0,0,10,831.0,279,130,35,80,199,7.0,15.0,4.0,1,1172.0,66.0,144,,,1088.0,4.2238267148014440,0.25643382352941176471,7.9416058394160584,0.00729927007299270073,0.08759124087591240876,0.08029197080291970803,0.52173913043478260870,0.48175182481751824818,0.00000000000000000000,0.00000000000000000000,0.07299270072992700730,6.0656934306569343,0.06825938566552901024,0.00085324232081911263,0.00341296928327645051,0.03216911764705882353,0.18290441176470588235,0.01279863481228668942,2.4875000000000000
willira01,2004,63,3,2,0,0,0,0,146.0,49,32,7,31,47,7.0,0.0,4.0,0,227.0,13.0,33,1.0,2.0,189.0,5.9178082191780822,0.25925925925925925926,3.0000000000000000,0.00000000000000000000,0.04761904761904761905,0.03174603174603174603,0.60000000000000000000,0.20634920634920634921,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.3174603174603175,0.13656387665198237885,0.00000000000000000000,0.01762114537444933921,0.03703703703703703704,0.24867724867724867725,0.00000000000000000000,1.5161290322580645
feierry01,2006,25,2,11,19,0,0,0,318.0,147,85,20,44,64,2.0,5.0,5.0,2,492.0,2.0,85,2.0,3.0,438.0,7.2169811320754717,0.33561643835616438356,17.5200000000000000,0.76000000000000000000,0.08000000000000000000,0.44000000000000000000,0.15384615384615384615,0.08000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,12.7200000000000000,0.08943089430894308943,0.00406504065040650407,0.01016260162601626016,0.04566210045662100457,0.14611872146118721461,0.01016260162601626016,1.4545454545454545
garlawa01,1973,135,42,40,77,35,5,6,2217.0,710,281,52,232,340,27.0,21.0,13.0,2,3091.0,33.0,320,,,2846.0,3.4221921515561570,0.24947294448348559382,21.0814814814814815,0.57037037037037037037,0.31111111111111111111,0.29629629629629629630,0.51219512195121951220,0.24444444444444444444,0.25925925925925925926,0.03703703703703703704,0.04444444444444444444,16.4222222222222222,0.07505661598188288580,0.00064703979294726626,0.00420575865415723067,0.01827125790583274772,0.11946591707659873507,0.00679391782594629570,1.4655172413793103
armasto02,1999,102,32,41,102,0,0,0,1695.0,502,264,67,274,445,27.0,28.0,25.0,3,2431.0,0.0,291,32.0,15.0,2085.0,4.2053097345132743,0.24076738609112709832,20.4411764705882353,1.00000000000000000000,0.31372549019607843137,0.40196078431372549020,0.43835616438356164384,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,16.6176470588235294,0.11271081859317153435,0.00123406005758946935,0.01028383381324557795,0.03213429256594724221,0.21342925659472422062,0.01151789387083504731,1.6240875912408759
dawlebi01,1983,271,27,30,0,0,0,25,1385.0,409,175,49,164,289,35.0,16.0,3.0,2,1911.0,124.0,187,,,1744.0,3.4115523465703971,0.23451834862385321101,6.4354243542435424,0.00000000000000000000,0.09963099630996309963,0.11070110701107011070,0.47368421052631578947,0.45756457564575645756,0.00000000000000000000,0.00000000000000000000,0.09225092250922509225,5.1107011070110701,0.08581894296180010466,0.00104657247514390372,0.00156985871271585557,0.02809633027522935780,0.16571100917431192661,0.00837257980115122972,1.7621951219512195
niedeto01,1981,295,29,28,0,0,0,63,1272.0,362,130,30,136,340,48.0,5.0,8.0,1,1735.0,161.0,136,,,1591.0,2.7594339622641509,0.22752985543683218102,5.3932203389830508,0.00000000000000000000,0.09830508474576271186,0.09491525423728813559,0.50877192982456140351,0.54576271186440677966,0.00000000000000000000,0.00000000000000000000,0.21355932203389830508,4.3118644067796610,0.07838616714697406340,0.00057636887608069164,0.00461095100864553314,0.01885606536769327467,0.21370207416719044626,0.00288184438040345821,2.5000000000000000
eilanda01,1988,49,5,14,43,0,0,0,676.0,268,131,29,67,76,5.0,1.0,8.0,1,990.0,4.0,153,,,915.0,5.2322485207100592,0.29289617486338797814,18.6734693877551020,0.87755102040816326531,0.10204081632653061224,0.28571428571428571429,0.26315789473684210526,0.08163265306122448980,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,13.7959183673469388,0.06767676767676767677,0.00101010101010101010,0.00808080808080808081,0.03169398907103825137,0.08306010928961748634,0.00101010101010101010,1.1343283582089552
rislebi01,1992,113,12,9,1,0,0,1,500.0,128,66,24,67,161,5.0,5.0,2.0,0,680.0,25.0,69,,,611.0,3.5640000000000000,0.20949263502454991817,5.4070796460176991,0.00884955752212389381,0.10619469026548672566,0.07964601769911504425,0.57142857142857142857,0.22123893805309734513,0.00000000000000000000,0.00000000000000000000,0.00884955752212389381,4.4247787610619469,0.09852941176470588235,0.00000000000000000000,0.00294117647058823529,0.03927986906710310966,0.26350245499181669394,0.00735294117647058824,2.4029850746268657
watsoal01,1993,151,45,52,133,3,0,0,2379.0,877,444,120,298,505,4.0,29.0,32.0,10,3481.0,6.0,487,,,3151.0,5.0390920554854981,0.27832434147889558870,20.8675496688741722,0.88079470198675496689,0.29801324503311258278,0.34437086092715231788,0.46391752577319587629,0.03973509933774834437,0.01986754966887417219,0.00000000000000000000,0.00000000000000000000,15.7549668874172185,0.08560758402757828210,0.00287273771904625108,0.00919276070094800345,0.03808314820691843859,0.16026658203744842907,0.00833093938523412812,1.6946308724832215
atchisc01,2004,53,2,3,0,0,0,0,204.0,68,31,10,25,70,2.0,4.0,1.0,0,291.0,14.0,31,3.0,3.0,259.0,4.1029411764705882,0.26254826254826254826,4.8867924528301887,0.00000000000000000000,0.03773584905660377358,0.05660377358490566038,0.40000000000000000000,0.26415094339622641509,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,3.8490566037735849,0.08591065292096219931,0.00000000000000000000,0.00343642611683848797,0.03861003861003861004,0.27027027027027027027,0.01374570446735395189,2.8000000000000000
knudsma01,1985,105,23,26,52,6,2,0,1324.0,493,208,49,108,169,10.0,12.0,7.0,0,1895.0,24.0,232,,,1780.0,4.2416918429003021,0.27696629213483146067,16.9523809523809524,0.49523809523809523810,0.21904761904761904762,0.24761904761904761905,0.46938775510204081633,0.22857142857142857143,0.05714285714285714286,0.01904761904761904762,0.00000000000000000000,12.6095238095238095,0.05699208443271767810,0.00000000000000000000,0.00369393139841688654,0.02752808988764044944,0.09494382022471910112,0.00633245382585751979,1.5648148148148148
wrighwe01,2008,302,10,15,4,0,0,2,754.0,240,122,35,113,253,9.0,8.0,16.0,1,1101.0,58.0,134,5.0,6.0,961.0,4.3687002652519894,0.24973985431841831426,3.1821192052980132,0.01324503311258278146,0.03311258278145695364,0.04966887417218543046,0.40000000000000000000,0.19205298013245033113,0.00000000000000000000,0.00000000000000000000,0.00662251655629139073,2.4966887417218543,0.10263396911898274296,0.00090826521344232516,0.01453224341507720254,0.03642039542143600416,0.26326742976066597294,0.00726612170753860127,2.2389380530973451
darenvi01,1998,280,7,15,0,0,0,2,821.0,293,155,31,116,219,18.0,6.0,10.0,3,1222.0,67.0,164,7.0,11.0,1078.0,5.0974421437271620,0.27179962894248608534,3.8500000000000000,0.00000000000000000000,0.02500000000000000000,0.05357142857142857143,0.31818181818181818182,0.23928571428571428571,0.00000000000000000000,0.00000000000000000000,0.00714285714285714286,2.9321428571428571,0.09492635024549918167,0.00245499181669394435,0.00818330605564648118,0.02875695732838589981,0.20315398886827458256,0.00490998363338788871,1.8879310344827586
valenfe01,1980,176,78,57,166,64,23,1,3856.0,1069,413,68,455,1032,35.0,41.0,9.0,4,5261.0,4.0,485,,,4797.0,2.8918568464730290,0.22284761309151553054,27.2556818181818182,0.94318181818181818182,0.44318181818181818182,0.32386363636363636364,0.57777777777777777778,0.02272727272727272727,0.36363636363636363636,0.13068181818181818182,0.00568181818181818182,21.9090909090909091,0.08648545903820566432,0.00076031172780840144,0.00171070138756890325,0.01417552637064832187,0.21513445903689806129,0.00779319521003611481,2.2681318681318681
youngcu01,1983,133,46,33,110,14,3,0,2163.0,724,342,105,209,374,4.0,17.0,24.0,9,3044.0,5.0,375,,,2811.0,4.2690707350901526,0.25755958733546780505,21.1353383458646617,0.82706766917293233083,0.34586466165413533835,0.24812030075187969925,0.58227848101265822785,0.03759398496240601504,0.10526315789473684211,0.02255639097744360902,0.00000000000000000000,16.2631578947368421,0.06865965834428383706,0.00295663600525624179,0.00788436268068331143,0.03735325506937033084,0.13304873710423336891,0.00558475689881734560,1.7894736842105263
